,Overlap word-level,Overlap word-level_relevance
0,0.003384966574270341,0.0
1,0.0015852832868206814,0.0
2,0.0006946480080598876,0.0
3,0.0035146351604729066,0.0
4,0.0007296306359387357,0.0
5,0.0032311623236531022,0.0
6,0.0060773210973347645,0.0
7,0.003988356072142628,0.0
8,0.006550295963169027,0.0
9,0.008725452355053395,2.0
10,0.004142441451430437,0.0
11,0.004363253595015364,0.0
12,0.00204688097263838,0.0
13,0.005846580102843457,0.0
14,0.006326066861808657,0.0
15,0.002814386502104687,0.0
16,0.0012710802391779155,0.0
17,0.0008993568749893943,0.0
18,0.0021480456482814094,0.0
19,0.005900850188283706,0.0
20,0.004262335884512476,0.0
21,0.0009854247309404043,0.0
22,0.00254025943897771,0.0
23,0.0018588164094583493,0.0
24,0.0022503029253938037,0.0
25,0.0009353776078734392,0.0
26,0.001178882381626479,0.0
27,0.0007390119439519323,0.0
28,0.0020025856168724176,0.0
29,0.002712231328282047,0.0
30,0.00538795606028937,0.0
31,0.0034686722408182893,0.0
32,0.0010685980587135267,0.0
33,0.007344184200079397,0.0
34,0.001717455015283774,0.0
35,0.0067973856209150325,0.0
36,0.001867389074458852,0.0
37,0.00044334119498425344,0.0
38,0.007761749845706455,1.0
39,0.00912810827824992,3.0
40,0.005130780904853719,0.0
41,0.002476306939773769,0.0
42,0.004520147475048413,0.0
43,0.005263739464987092,0.0
44,0.0018448051128957656,0.0
45,0.00034793779942724086,0.0
46,0.0002486543654589248,0.0
47,0.006928833184491732,0.0
48,0.004112759458304229,0.0
49,0.003923582873204069,0.0
50,0.000717297008330119,0.0
51,0.002091287114266955,0.0
52,0.0021512105448429613,0.0
53,0.003384966574270341,0.0
54,0.0046518754335862856,0.0
55,0.0031184711219185623,0.0
56,0.011292434690359369,0.0
57,0.002981368711033783,0.0
58,0.09244121633847707,3.0
59,0.005128635744136626,0.0
60,0.008513328516560824,0.0
61,0.017317623774623498,0.0
62,0.031012029577309343,2.0
63,0.022334812944655214,0.0
64,0.006772949880170887,0.0
65,0.003806221273801707,0.0
66,0.0120306327269008,0.0
67,0.01929251588187468,0.0
68,0.02446416000559181,0.0
69,0.003898102118193868,0.0
70,0.0005440570449599481,0.0
71,0.0127097183374931,0.0
72,0.023628886261131632,0.0
73,0.021765499248905824,0.0
74,0.005473983849037752,0.0
75,0.02037156357388316,0.0
76,0.001736295445035007,0.0
77,0.0011783956311823686,0.0
78,0.0006931537267747496,0.0
79,0.005408199051257914,0.0
80,0.0030206447257088,0.0
81,0.0016178063068352315,0.0
82,0.012017520785919326,0.0
83,0.004231887013715393,0.0
84,0.018549114763693118,0.0
85,0.005342210325222783,0.0
86,0.012885273213874266,0.0
87,0.002064169735662198,0.0
88,0.01996158428359552,0.0
89,0.0026068135259391108,0.0
90,0.0018191048312039934,0.0
91,0.02665176994108154,0.0
92,0.008761609907120743,0.0
93,0.02286272332626537,0.0
94,0.001849135136979291,0.0
95,0.02234217019968904,0.0
96,0.021652505408333148,0.0
97,0.008270061063631791,0.0
98,0.00023808264113009894,0.0
99,0.0009413018134353752,0.0
100,0.005973291050998511,0.0
101,0.022542666191234826,0.0
102,0.03084736140593375,1.0
103,0.0037762671623526186,0.0
104,0.0017358422383976044,0.0
105,0.002351814473357215,0.0
106,0.0015852832868206814,0.0
107,0.0046518754335862856,0.0
108,0.0015484162060726628,0.0
109,0.0038163375593612656,0.0
110,0.0009213166274435053,0.0
111,0.004731258840169731,0.0
112,0.0018188343147969922,0.0
113,0.003311537058344793,0.0
114,0.005382491707357274,0.0
115,0.011972644213221964,3.0
116,0.006663915744657877,0.0
117,0.002504714128153129,0.0
118,0.0012843123398450225,0.0
119,0.001779058628434348,0.0
120,0.007035419699175158,0.0
121,0.0044221241940956895,0.0
122,0.0021066739430515872,0.0
123,0.00024188098032938493,0.0
124,0.004045652093618802,0.0
125,0.0036057919212641037,0.0
126,0.0057855120863065344,0.0
127,0.0015707874337005305,0.0
128,0.0022247104496736407,0.0
129,0.0006880375293197811,0.0
130,0.0005159248813372773,0.0
