task_lang,transfer_lang,accuracy,f1_score,transfer_language,genetic,geographic
ambu1247,nucl1643,0.1727272727272727,0.0965292092970478,jpn,1.0,0.1754
agut1237,nucl1643,0.2702702702702703,0.2229399985692214,jpn,1.0,0.1269
arif1239,nucl1643,0.2612612612612612,0.1958039672325386,jpn,1.0,0.203
sain1246,nucl1643,0.1801801801801801,0.0894539146516765,jpn,1.0,0.4645
anem1248,nucl1643,0.2761904761904762,0.2311573497830279,jpn,1.0,0.2045
ango1254,nucl1643,0.1621621621621621,0.0853825372687265,jpn,1.0,0.1739
agua1252,nucl1643,0.1818181818181818,0.0713551569967624,jpn,1.0,0.4316
achu1248,nucl1643,0.1909090909090909,0.133200939507147,jpn,1.0,0.4816
abau1245,stan1290,0.1981981981981982,0.0995656813838632,fra,1.0,0.4571
sain1246,stan1290,0.2252252252252252,0.1463397231818284,fra,0.00019999999494757503,0.2617
achu1248,stan1290,0.1636363636363636,0.0485795454545454,fra,1.0,0.348
agua1252,stan1290,0.1818181818181818,0.0700639498432601,fra,1.0,0.3343
amel1241,stan1290,0.205607476635514,0.1051329817197624,fra,1.0,0.4644
amar1273,stan1290,0.2037037037037037,0.1166789204423612,fra,1.0,0.4451
achi1256,stan1290,0.1801801801801801,0.0784909077592004,fra,1.0,0.3328
agar1252,stan1290,0.2072072072072072,0.1276172724448586,fra,1.0,0.4663
ango1254,stan1290,0.1711711711711711,0.0504225155387946,fra,1.0,0.4564
cent2084,stan1290,0.1944444444444444,0.1210674658260551,fra,1.0,0.3804
agut1237,stan1290,0.2342342342342342,0.1545236681281562,fra,1.0,0.3945
anka1246,stan1290,0.1711711711711711,0.0504225155387946,fra,1.0,0.4679
anga1290,stan1290,0.1711711711711711,0.05003465003465,fra,1.0,0.4684
arif1239,stan1290,0.2342342342342342,0.1741464001917817,fra,1.0,0.4747
anem1248,stan1290,0.1809523809523809,0.0929693961952026,fra,1.0,0.4749
inab1237,stan1290,0.2072072072072072,0.1229464758876523,fra,1.0,0.3977
agua1253,stan1290,0.1891891891891892,0.0837040677040677,fra,1.0,0.3556
east2379,stan1290,0.1818181818181818,0.0804618768328445,fra,1.0,0.4806
ambu1247,stan1290,0.1636363636363636,0.0736229287953425,fra,1.0,0.4587
agut1237,mand1415,0.3693693693693693,0.2833833833833833,cmn,1.0,0.1333
amar1273,mand1415,0.3148148148148148,0.2446152703505644,cmn,1.0,0.2217
agua1253,mand1415,0.2792792792792792,0.1651651651651651,cmn,1.0,0.4933
agua1252,mand1415,0.2363636363636363,0.1594885389053485,cmn,1.0,0.4459
anga1290,mand1415,0.1801801801801801,0.0675453997304391,cmn,1.0,0.2376
amel1241,mand1415,0.1869158878504672,0.1152899558962511,cmn,1.0,0.2299
anem1248,mand1415,0.2285714285714285,0.1383116883116883,cmn,1.0,0.2505
east2379,mand1415,0.2272727272727272,0.1689725596983661,cmn,1.0,0.2799
sain1246,mand1415,0.2522522522522522,0.1808666321824216,cmn,1.0,0.4586
achi1256,mand1415,0.3243243243243243,0.2559370787626655,cmn,1.0,0.4474
anka1246,mand1415,0.1711711711711711,0.05003465003465,cmn,1.0,0.2367
ambu1247,mand1415,0.209090909090909,0.1229796618475863,cmn,1.0,0.2196
cent2084,mand1415,0.3055555555555556,0.1848466981132075,cmn,1.0,0.1023
abau1245,mand1415,0.2792792792792792,0.1979066777901955,cmn,1.0,0.2173
achu1248,mand1415,0.2272727272727272,0.1368539011065975,cmn,1.0,0.4899
ango1254,mand1415,0.1621621621621621,0.0711410498644541,cmn,1.0,0.2161
inab1237,mand1415,0.3333333333333333,0.2928024178024178,cmn,1.0,0.1281
agar1252,mand1415,0.2612612612612612,0.1236984352773826,cmn,1.0,0.2335
arif1239,mand1415,0.2792792792792792,0.1763513165782735,cmn,1.0,0.2499
achi1256,ukra1253,0.1711711711711711,0.0662567329233995,ukr,1.0,0.3782
cent2084,ukra1253,0.1851851851851851,0.126255661075097,ukr,1.0,0.3366
ango1254,ukra1253,0.1621621621621621,0.0509269600178691,ukr,1.0,0.4241
amar1273,ukra1253,0.1944444444444444,0.1260164299637984,ukr,1.0,0.4065
agut1237,ukra1253,0.2342342342342342,0.1656330126918362,ukr,1.0,0.3503
sain1246,ukra1253,0.1711711711711711,0.1164131850118644,ukr,0.9175999760627747,0.3167
anka1246,ukra1253,0.1711711711711711,0.0516230516230516,ukr,1.0,0.4383
arif1239,ukra1253,0.2612612612612612,0.2026267993865682,ukr,1.0,0.4472
amel1241,ukra1253,0.1775700934579439,0.0657117702830827,ukr,1.0,0.4346
east2379,ukra1253,0.1545454545454545,0.062012987012987,ukr,1.0,0.4497
anem1248,ukra1253,0.2,0.0999255147603595,ukr,1.0,0.4472
agar1252,ukra1253,0.1351351351351351,0.081343779456987,ukr,1.0,0.4367
agua1253,ukra1253,0.1621621621621621,0.0735135135135135,ukr,1.0,0.4013
anga1290,ukra1253,0.1801801801801801,0.0739900230809321,ukr,1.0,0.4392
achu1248,ukra1253,0.1909090909090909,0.1027408321525968,ukr,1.0,0.3947
ambu1247,ukra1253,0.1818181818181818,0.0842124123720576,ukr,1.0,0.4273
inab1237,ukra1253,0.2342342342342342,0.171769707852182,ukr,1.0,0.3553
abau1245,ukra1253,0.1891891891891892,0.0846942002580399,ukr,1.0,0.4248
agua1252,ukra1253,0.209090909090909,0.1083773697566801,ukr,1.0,0.3793
agar1252,cebu1242,0.2432432432432432,0.1157458533802619,ceb,1.0,0.1172
abau1245,cebu1242,0.2432432432432432,0.1037360890302066,ceb,1.0,0.095
ambu1247,cebu1242,0.2545454545454545,0.1223513328776486,ceb,1.0,0.1008
sain1246,cebu1242,0.1981981981981982,0.1495600129746471,ceb,1.0,0.5098
cent2084,cebu1242,0.2962962962962963,0.1998331664998331,ceb,0.6935999989509583,0.0452
achi1256,cebu1242,0.2882882882882883,0.2499279260739362,ceb,1.0,0.4857
arif1239,cebu1242,0.3153153153153153,0.2014986391281459,ceb,0.7322999835014343,0.1363
ango1254,cebu1242,0.2612612612612612,0.1090154903104543,ceb,1.0,0.0938
anga1290,cebu1242,0.2612612612612612,0.1082368082368082,ceb,1.0,0.1211
agua1253,cebu1242,0.2612612612612612,0.1082368082368082,ceb,1.0,0.5117
agua1252,cebu1242,0.2909090909090909,0.2183489166984962,ceb,1.0,0.4841
anka1246,cebu1242,0.2522522522522522,0.1052563354721628,ceb,1.0,0.1191
anem1248,cebu1242,0.2571428571428571,0.1093363329583802,ceb,1.0,0.1351
amar1273,cebu1242,0.287037037037037,0.2216382658088448,ceb,0.7322999835014343,0.0846
amel1241,cebu1242,0.2710280373831775,0.1513256042654821,ceb,1.0,0.1142
achu1248,cebu1242,0.2636363636363636,0.1108036890645586,ceb,1.0,0.5119
agut1237,cebu1242,0.3153153153153153,0.2224630290668026,ceb,0.5803999900817871,0.0235
inab1237,cebu1242,0.3873873873873873,0.3535490000606279,ceb,0.6309999823570251,0.0186
east2379,cebu1242,0.2636363636363636,0.1108036890645586,ceb,1.0,0.1494
anem1248,egyp1253,0.238095238095238,0.0922849760059062,arz,1.0,0.4444
agar1252,egyp1253,0.2522522522522522,0.1435318451480904,arz,1.0,0.4347
abau1245,egyp1253,0.2252252252252252,0.1209852709852709,arz,1.0,0.4215
ango1254,egyp1253,0.2432432432432432,0.1213377218178418,arz,1.0,0.4208
cent2084,egyp1253,0.287037037037037,0.1742891278375149,arz,1.0,0.3367
sain1246,egyp1253,0.2702702702702703,0.1494886279722345,arz,1.0,0.3453
anka1246,egyp1253,0.2342342342342342,0.088906424672848,arz,1.0,0.4356
anga1290,egyp1253,0.2342342342342342,0.0915803021066179,arz,1.0,0.4368
agua1252,egyp1253,0.2545454545454545,0.1252574250876458,arz,1.0,0.4173
amel1241,egyp1253,0.2336448598130841,0.0956656118919714,arz,1.0,0.433
achu1248,egyp1253,0.2181818181818181,0.0893342877594846,arz,1.0,0.4152
ambu1247,egyp1253,0.2363636363636363,0.102379014020805,arz,1.0,0.4251
arif1239,egyp1253,0.2252252252252252,0.1505365659777424,arz,1.0,0.4453
amar1273,egyp1253,0.2407407407407407,0.1193899782135076,arz,1.0,0.3883
achi1256,egyp1253,0.2252252252252252,0.1271409081171284,arz,1.0,0.4159
east2379,egyp1253,0.2272727272727272,0.0916138125440451,arz,1.0,0.4314
agua1253,egyp1253,0.2342342342342342,0.1071286340103544,arz,1.0,0.4202
agut1237,egyp1253,0.2972972972972973,0.2353067353067353,arz,1.0,0.343
inab1237,egyp1253,0.2432432432432432,0.1532291527981183,arz,1.0,0.3524
anem1248,indo1316,0.2666666666666666,0.226428565219443,ind,1.0,0.1706
arif1239,indo1316,0.2882882882882883,0.215343866530657,ind,0.7699000239372253,0.1738
anka1246,indo1316,0.1441441441441441,0.0643768768768768,ind,1.0,0.1594
ambu1247,indo1316,0.2545454545454545,0.1646925922787991,ind,1.0,0.1493
achu1248,indo1316,0.2818181818181818,0.1952177234530175,ind,1.0,0.5193
agua1252,indo1316,0.1454545454545454,0.0790890324097155,ind,1.0,0.5121
amar1273,indo1316,0.1851851851851851,0.1387163561076604,ind,0.7699000239372253,0.0655
sain1246,indo1316,0.1621621621621621,0.0984826932195353,ind,1.0,0.5197
agut1237,indo1316,0.3153153153153153,0.2429730892197968,ind,0.64410001039505,0.0927
anga1290,indo1316,0.1801801801801801,0.1276633276633276,ind,1.0,0.1619
east2379,indo1316,0.2363636363636363,0.1658398308584892,ind,1.0,0.1308
abau1245,indo1316,0.2432432432432432,0.192469587818425,ind,1.0,0.1418
ango1254,indo1316,0.1801801801801801,0.1271209814355369,ind,1.0,0.1414
achi1256,indo1316,0.2252252252252252,0.1834075561629741,ind,1.0,0.513
inab1237,indo1316,0.2432432432432432,0.2335669002335668,ind,0.6854000091552734,0.1104
amel1241,indo1316,0.205607476635514,0.1536108751062022,ind,1.0,0.1597
agar1252,indo1316,0.2342342342342342,0.1053146169425239,ind,1.0,0.1604
agua1253,indo1316,0.2522522522522522,0.1359062867215041,ind,1.0,0.5178
cent2084,indo1316,0.2962962962962963,0.2199707783370869,ind,0.7373999953269958,0.1261
sain1246,hebr1245,0.2522522522522522,0.1941644347049752,heb,1.0,0.3561
agua1252,hebr1245,0.1909090909090909,0.1180302952598967,heb,1.0,0.4249
agut1237,hebr1245,0.3153153153153153,0.2845252320662156,heb,1.0,0.3314
arif1239,hebr1245,0.2612612612612612,0.1686340803045608,heb,1.0,0.4368
amel1241,hebr1245,0.1495327102803738,0.1103102175449619,heb,1.0,0.4241
anka1246,hebr1245,0.1621621621621621,0.0659753930781968,heb,1.0,0.4268
ango1254,hebr1245,0.1531531531531531,0.1092976083710224,heb,1.0,0.4114
ambu1247,hebr1245,0.1727272727272727,0.1285300099395978,heb,1.0,0.4159
agar1252,hebr1245,0.2252252252252252,0.1503053135237043,heb,1.0,0.4258
achi1256,hebr1245,0.2072072072072072,0.1616926850737613,heb,1.0,0.4236
achu1248,hebr1245,0.1727272727272727,0.1260231859993622,heb,1.0,0.4243
abau1245,hebr1245,0.2612612612612612,0.2032389020717706,heb,1.0,0.4121
cent2084,hebr1245,0.2777777777777778,0.2119423907996714,heb,1.0,0.3252
east2379,hebr1245,0.1818181818181818,0.136477777667709,heb,1.0,0.4228
agua1253,hebr1245,0.1081081081081081,0.0892741966743843,heb,1.0,0.4291
amar1273,hebr1245,0.287037037037037,0.2372787327465689,heb,1.0,0.378
anem1248,hebr1245,0.2666666666666666,0.2111200723263206,heb,1.0,0.436
inab1237,hebr1245,0.2702702702702703,0.256337846879529,heb,1.0,0.3411
anga1290,hebr1245,0.1621621621621621,0.0803878745055215,heb,1.0,0.428
agar1252,mala1479,0.2612612612612612,0.1504833188212749,zlm,1.0,0.1925
agua1252,mala1479,0.2,0.1223818833496253,zlm,1.0,0.5119
achi1256,mala1479,0.2792792792792792,0.2740035893349029,zlm,1.0,0.5127
agua1253,mala1479,0.1981981981981982,0.1352884071485025,zlm,1.0,0.5224
east2379,mala1479,0.1727272727272727,0.1329186852854564,zlm,1.0,0.1778
amar1273,mala1479,0.2314814814814814,0.1723054220345209,zlm,0.7699000239372253,0.1089
amel1241,mala1479,0.1588785046728972,0.0885198152059643,zlm,1.0,0.191
anka1246,mala1479,0.1441441441441441,0.0646825042864646,zlm,1.0,0.1925
anem1248,mala1479,0.2571428571428571,0.2160899205417194,zlm,1.0,0.2054
ango1254,mala1479,0.1801801801801801,0.0839768339768339,zlm,1.0,0.1715
anga1290,mala1479,0.1531531531531531,0.0748248248248248,zlm,1.0,0.1949
inab1237,mala1479,0.1801801801801801,0.1372825473949069,zlm,0.6854000091552734,0.1062
agut1237,mala1479,0.2972972972972973,0.24356759170192,zlm,0.64410001039505,0.0849
cent2084,mala1479,0.2592592592592592,0.2035308441558442,zlm,0.7373999953269958,0.1109
sain1246,mala1479,0.1891891891891892,0.1333695836541501,zlm,1.0,0.511
arif1239,mala1479,0.2072072072072072,0.1316597408130589,zlm,0.7699000239372253,0.2079
ambu1247,mala1479,0.2,0.1284457478005865,zlm,1.0,0.1793
achu1248,mala1479,0.1363636363636363,0.0655534941249227,zlm,1.0,0.5227
abau1245,mala1479,0.1981981981981982,0.1672315499863092,zlm,1.0,0.1721
amel1241,thai1261,0.1962616822429906,0.1040005632117147,tha,1.0,0.2134
agua1252,thai1261,0.2272727272727272,0.1259152108601313,tha,1.0,0.5009
agar1252,thai1261,0.2522522522522522,0.1060190625408016,tha,1.0,0.2158
achu1248,thai1261,0.2272727272727272,0.1054545454545454,tha,1.0,0.5198
