,task_lang,transfer_lang,accuracy,f1_score,transfer_language,genetic,geographic,syntactic,inventory,phonological,featural
207,inab1237,hebr1245,0.2702702702702703,0.256337846879529,heb,1.0,0.4629579466552266,0.6041,1.2261,0.9198,0.7375
208,anga1290,hebr1245,0.1621621621621621,0.0803878745055215,heb,1.0,0.6132398068003208,0.4953,0.518,0.7506,0.5179
209,agar1252,mala1479,0.2612612612612612,0.1504833188212749,zlm,1.0,0.19407551715488577,0.4695,1.263,0.8723,0.6623
210,agua1252,mala1479,0.2,0.1223818833496253,zlm,1.0,0.8424352906645644,0.4605,1.263,0.8378,0.6535
211,achi1256,mala1479,0.2792792792792792,0.2740035893349029,zlm,1.0,0.8424352906645644,0.2614,1.263,0.8723,0.5427
212,agua1253,mala1479,0.1981981981981982,0.1352884071485025,zlm,1.0,0.9482383433021715,0.2663,0.5593,0.6953,0.3455
213,east2379,mala1479,0.1727272727272727,0.1329186852854564,zlm,1.0,0.19875197127999897,0.4508,0.5994,0.5566,0.4793
214,amar1273,mala1479,0.2314814814814814,0.1723054220345209,zlm,0.7699000239372253,0.04134037456810978,0.4799,1.263,0.8723,0.6642
215,amel1241,mala1479,0.1588785046728972,0.0885198152059643,zlm,1.0,0.19407551715488577,0.5055,0.5081,0.6482,0.5537
216,anka1246,mala1479,0.1441441441441441,0.0646825042864646,zlm,1.0,0.19407551715488577,0.4799,1.263,0.8723,0.6642
217,anem1248,mala1479,0.2571428571428571,0.2160899205417194,zlm,1.0,0.19407551715488577,0.4799,1.263,0.8723,0.6642
218,ango1254,mala1479,0.1801801801801801,0.0839768339768339,zlm,1.0,0.19407551715488577,0.4875,1.263,0.8723,0.6752
219,anga1290,mala1479,0.1531531531531531,0.0748248248248248,zlm,1.0,0.19407551715488577,0.3117,0.4987,0.6782,0.3995
220,inab1237,mala1479,0.1801801801801801,0.1372825473949069,zlm,0.6854000091552734,0.08641770480397429,0.4799,1.263,0.8723,0.6642
221,agut1237,mala1479,0.2972972972972973,0.24356759170192,zlm,0.64410001039505,0.08641770480397429,0.3313,1.263,0.8723,0.5641
222,cent2084,mala1479,0.2592592592592592,0.2035308441558442,zlm,0.7373999953269958,0.08641770480397429,0.4005,1.263,0.8723,0.6044
223,sain1246,mala1479,0.1891891891891892,0.1333695836541501,zlm,1.0,0.7581028439504837,0.4799,1.263,0.8723,0.6642
224,arif1239,mala1479,0.2072072072072072,0.1316597408130589,zlm,0.7699000239372253,0.19407551715488577,0.4605,1.263,0.8723,0.6554
225,ambu1247,mala1479,0.2,0.1284457478005865,zlm,1.0,0.19407551715488577,0.4415,0.4603,0.1973,0.4613
226,achu1248,mala1479,0.1363636363636363,0.0655534941249227,zlm,1.0,0.942033743519103,0.329,0.5307,0.7323,0.3743
227,abau1245,mala1479,0.1981981981981982,0.1672315499863092,zlm,1.0,0.19407551715488577,0.3975,0.5547,0.357,0.4434
228,amel1241,thai1261,0.1962616822429906,0.1040005632117147,tha,1.0,0.2726314984206924,0.4001,0.442,0.33,0.4185
229,agua1252,thai1261,0.2272727272727272,0.1259152108601313,tha,1.0,0.8165097515896054,0.5095,1.2969,1.1547,0.6629
230,agar1252,thai1261,0.2522522522522522,0.1060190625408016,tha,1.0,0.2726314984206924,0.4861,1.2969,1.238,0.6566
231,achu1248,thai1261,0.2272727272727272,0.1054545454545454,tha,1.0,0.9363875425286351,0.4587,0.4654,0.7374,0.4843
232,anka1246,thai1261,0.2072072072072072,0.1301587586921807,tha,1.0,0.2726314984206924,0.531,1.2969,1.238,0.6777
233,east2379,thai1261,0.2454545454545454,0.1477203647416413,tha,1.0,0.29121680817408746,0.4019,0.5258,0.4744,0.4161
234,ambu1247,thai1261,0.2545454545454545,0.1302329877387027,tha,1.0,0.2726314984206924,0.3615,0.4879,0.7506,0.3874
235,cent2084,thai1261,0.2962962962962963,0.1704017767009893,tha,1.0,0.12165031035247799,0.4806,1.2969,1.238,0.6788
236,ango1254,thai1261,0.2432432432432432,0.1565878378378378,tha,1.0,0.2726314984206924,0.4361,1.2969,1.238,0.6353
237,achi1256,thai1261,0.2522522522522522,0.1052563354721628,tha,1.0,0.8165097515896054,0.4919,1.2969,1.238,0.6755
238,inab1237,thai1261,0.2702702702702703,0.1394970728304061,tha,1.0,0.12165031035247799,0.531,1.2969,1.238,0.6777
239,abau1245,thai1261,0.2612612612612612,0.1226393059726393,tha,1.0,0.2726314984206924,0.3685,0.5045,0.844,0.3993
240,anem1248,thai1261,0.2761904761904762,0.1615549414723507,tha,1.0,0.2726314984206924,0.531,1.2969,1.238,0.6777
241,sain1246,thai1261,0.2792792792792792,0.1605561605561605,tha,1.0,0.6680261612647143,0.531,1.2969,1.238,0.6777
242,agut1237,thai1261,0.2882882882882883,0.1581032904562316,tha,1.0,0.12165031035247799,0.472,1.2969,1.238,0.6638
243,amar1273,thai1261,0.2592592592592592,0.1075445816186556,tha,1.0,0.13310226538448186,0.531,1.2969,1.238,0.6777
244,anga1290,thai1261,0.1891891891891892,0.1129182960168875,tha,1.0,0.2726314984206924,0.4809,0.5002,0.5122,0.5068
245,agua1253,thai1261,0.2612612612612612,0.1253451031676838,tha,1.0,0.9567658837264355,0.4839,0.5522,0.6462,0.5087
246,arif1239,thai1261,0.2612612612612612,0.1324100271468692,tha,1.0,0.2726314984206924,0.5095,1.2969,1.238,0.667
247,cent2084,dani1285,0.3148148148148148,0.285062599641856,dan,1.0,0.514915844511253,0.4243,0.0,0.0,0.3663
248,anga1290,dani1285,0.1441441441441441,0.0363197843512804,dan,1.0,0.6616666425748631,0.4768,1.2031,1.0323,0.6413
249,inab1237,dani1285,0.2702702702702703,0.217231219398402,dan,1.0,0.514915844511253,0.6189,0.0,0.0,0.5448
250,agua1253,dani1285,0.2612612612612612,0.2177216177216177,dan,1.0,0.5236864245757562,0.4398,1.165,1.0351,0.5991
251,agar1252,dani1285,0.1981981981981982,0.1364624812900675,dan,1.0,0.6616666425748631,0.5648,0.0,0.0,0.5096
252,abau1245,dani1285,0.2162162162162162,0.1606550757949022,dan,1.0,0.6616666425748631,0.5475,1.1783,0.739,0.6724
253,anem1248,dani1285,0.2761904761904762,0.2308739590912765,dan,1.0,0.6616666425748631,0.6189,0.0,0.0,0.5448
254,sain1246,dani1285,0.2432432432432432,0.2210650237215702,dan,0.9247999787330629,0.2442288682877848,0.6189,0.0,0.0,0.5448
255,amar1273,dani1285,0.2592592592592592,0.2203042328042328,dan,1.0,0.5642406554177651,0.6189,0.0,0.0,0.5448
256,achu1248,dani1285,0.209090909090909,0.1821805006587615,dan,1.0,0.5106525463794475,0.4022,1.209,1.0622,0.597
257,east2379,dani1285,0.209090909090909,0.1498344792462439,dan,1.0,0.7228165188161415,0.5055,1.2476,1.0622,0.6806
258,arif1239,dani1285,0.2792792792792792,0.2020790972593629,dan,1.0,0.6616666425748631,0.6039,0.0,0.0,0.5348
259,achi1256,dani1285,0.2162162162162162,0.1639999082274124,dan,1.0,0.45815690346459664,0.4411,0.0,0.0,0.3864
260,ango1254,dani1285,0.1621621621621621,0.0704659577610397,dan,1.0,0.6616666425748631,0.5566,0.0,0.0,0.5036
261,anka1246,dani1285,0.1441441441441441,0.0363197843512804,dan,1.0,0.6616666425748631,0.6189,0.0,0.0,0.5448
262,ambu1247,dani1285,0.1181818181818181,0.0750380145541435,dan,1.0,0.6616666425748631,0.4956,1.209,0.8723,0.6591
263,agua1252,dani1285,0.1727272727272727,0.1102272727272727,dan,1.0,0.45815690346459664,0.6039,0.0,0.2048,0.5373
264,agut1237,dani1285,0.3243243243243243,0.2790418433684293,dan,1.0,0.514915844511253,0.4351,0.0,0.0,0.3682
265,amel1241,dani1285,0.1962616822429906,0.172080833739291,dan,1.0,0.6616666425748631,0.5545,1.209,1.1892,0.7185
266,anem1248,taga1270,0.2571428571428571,0.1281443584473887,tgl,1.0,0.209497657565528,0.5106,1.2779,1.2141,0.6768
267,agut1237,taga1270,0.3963963963963964,0.2779033579033579,tgl,0.6161999702453613,0.06419893091353171,0.4086,1.2779,1.2141,0.6155
268,amel1241,taga1270,0.1869158878504672,0.1239680949542854,tgl,1.0,0.209497657565528,0.4106,0.4597,0.2914,0.4582
269,agua1253,taga1270,0.2882882882882883,0.1820060863539124,tgl,1.0,0.8522162903908962,0.4424,0.5532,0.6331,0.4736
270,achi1256,taga1270,0.1981981981981982,0.1289960135241442,tgl,1.0,0.7140014544715702,0.4558,1.2779,1.2141,0.6443
271,east2379,taga1270,0.2636363636363636,0.2118300625059798,tgl,1.0,0.26835255449375595,0.4419,0.5008,0.4513,0.4498
272,amar1273,taga1270,0.25,0.1694148316656011,tgl,0.7531999945640564,0.14363527156148084,0.5106,1.2779,1.2141,0.6768
273,sain1246,taga1270,0.3513513513513513,0.2979322745801233,tgl,1.0,0.6746136562947413,0.5106,1.2779,1.2141,0.6768
274,ango1254,taga1270,0.2702702702702703,0.1919073500405003,tgl,1.0,0.209497657565528,0.454,1.2779,1.2141,0.6546
275,achu1248,taga1270,0.2272727272727272,0.1368332232739012,tgl,1.0,0.8295701372865919,0.4296,0.4597,0.7282,0.4527
276,arif1239,taga1270,0.3153153153153153,0.2281281281281281,tgl,0.7531999945640564,0.209497657565528,0.4909,1.2779,1.2141,0.6674
277,anka1246,taga1270,0.1441441441441441,0.0787674396076496,tgl,1.0,0.209497657565528,0.5106,1.2779,1.2141,0.6768
278,anga1290,taga1270,0.1441441441441441,0.094301690853415,tgl,1.0,0.209497657565528,0.4287,0.4487,0.5541,0.4701
279,cent2084,taga1270,0.324074074074074,0.2157480958451832,tgl,0.7179999947547913,0.06419893091353171,0.4292,1.2779,1.2141,0.6377
280,inab1237,taga1270,0.3603603603603603,0.2770706190061028,tgl,0.6614000201225281,0.06419893091353171,0.5106,1.2779,1.2141,0.6768
281,agar1252,taga1270,0.2342342342342342,0.1006339673006339,tgl,1.0,0.209497657565528,0.4821,1.2779,1.2141,0.665
282,ambu1247,taga1270,0.2727272727272727,0.1314194577352471,tgl,1.0,0.209497657565528,0.3768,0.4597,0.7023,0.3981
283,agua1252,taga1270,0.2272727272727272,0.1569528619528619,tgl,1.0,0.7140014544715702,0.4846,1.2779,1.1274,0.6602
284,abau1245,taga1270,0.2792792792792792,0.1552711068840101,tgl,1.0,0.209497657565528,0.3644,0.4519,0.7973,0.3866
285,amel1241,tami1289,0.1495327102803738,0.136059911251319,tam,1.0,0.38863519194861945,0.502,0.5516,0.6237,0.5669
286,agut1237,tami1289,0.2342342342342342,0.1902254144901204,tam,1.0,0.23696734316994109,0.4364,1.3153,0.9271,0.6343
287,agua1253,tami1289,0.3243243243243243,0.2881365140451813,tam,1.0,0.843121237022703,0.3972,0.5928,0.7099,0.4245
288,abau1245,tami1289,0.2162162162162162,0.1180959103119346,tam,1.0,0.38863519194861945,0.4706,0.5274,0.3413,0.4885
289,cent2084,tami1289,0.2685185185185185,0.2187330440338596,tam,1.0,0.23696734316994109,0.382,1.3153,0.9271,0.6179
290,agar1252,tami1289,0.2432432432432432,0.1341341341341341,tam,1.0,0.38863519194861945,0.5274,1.3153,0.9271,0.7215
291,inab1237,tami1289,0.2162162162162162,0.164021164021164,tam,1.0,0.23696734316994109,0.5836,1.3153,0.9271,0.7485
292,arif1239,tami1289,0.2792792792792792,0.199076602068962,tam,1.0,0.38863519194861945,0.5635,1.3153,0.9271,0.7385
293,anka1246,tami1289,0.1531531531531531,0.0543156059285091,tam,1.0,0.38863519194861945,0.5836,1.3153,0.9271,0.7485
294,achi1256,tami1289,0.1981981981981982,0.1447394990486645,tam,1.0,0.7833970578411166,0.4184,1.3153,0.9271,0.6327
295,amar1273,tami1289,0.25,0.1846621142917439,tam,1.0,0.2438752488351739,0.5836,1.3153,0.9271,0.7485
296,east2379,tami1289,0.2727272727272727,0.2362323100742553,tam,1.0,0.3946497980272301,0.4588,0.3865,0.5337,0.4808
297,agua1252,tami1289,0.2,0.1556324535679374,tam,1.0,0.7833970578411166,0.5695,1.3153,0.8974,0.7402
298,sain1246,tami1289,0.3513513513513513,0.3132435511966429,tam,1.0,0.5657713879547444,0.5836,1.3153,0.9271,0.7485
299,anem1248,tami1289,0.3238095238095238,0.2488780996269475,tam,1.0,0.38863519194861945,0.5836,1.3153,0.9271,0.7485
300,anga1290,tami1289,0.2162162162162162,0.1405171405171405,tam,1.0,0.38863519194861945,0.428,0.5233,0.6515,0.4561
301,ambu1247,tami1289,0.1818181818181818,0.1204545454545454,tam,1.0,0.38863519194861945,0.4638,0.4911,0.1906,0.4732
302,ango1254,tami1289,0.1531531531531531,0.0549254172204991,tam,1.0,0.38863519194861945,0.5156,1.3153,0.9271,0.719
303,achu1248,tami1289,0.2181818181818181,0.1611149560992821,tam,1.0,0.8377163473646753,0.3082,0.4911,0.7058,0.353
304,agua1252,roma1327,0.209090909090909,0.1243041606886657,ron,1.0,0.5294405140931465,0.3645,1.2779,1.0578,0.5339
305,ango1254,roma1327,0.1441441441441441,0.037500915549696,ron,1.0,0.6375295500158522,0.2712,1.2779,1.0549,0.5023
306,agut1237,roma1327,0.2252252252252252,0.1678754256901335,ron,1.0,0.4815600630318131,0.4677,1.2779,1.0549,0.6758
307,inab1237,roma1327,0.2342342342342342,0.1894574146910595,ron,1.0,0.4815600630318131,0.4022,1.2779,1.0549,0.5521
308,arif1239,roma1327,0.2072072072072072,0.1802214913326024,ron,1.0,0.6375295500158522,0.3697,1.2779,1.0549,0.5374
309,anga1290,roma1327,0.1441441441441441,0.0363197843512804,ron,1.0,0.6375295500158522,0.4742,0.4965,0.5996,0.5159
310,anka1246,roma1327,0.1441441441441441,0.0369009009009009,ron,1.0,0.6375295500158522,0.4022,1.2779,1.0549,0.5521
311,ambu1247,roma1327,0.1636363636363636,0.095044289044289,ron,1.0,0.6375295500158522,0.44,0.435,0.4882,0.4641
312,agua1253,roma1327,0.1801801801801801,0.1254331254331254,ron,1.0,0.5737747529202167,0.5089,0.5294,0.615,0.5721
313,anem1248,roma1327,0.2285714285714285,0.1943500054484036,ron,1.0,0.6375295500158522,0.4022,1.2779,1.0549,0.5521
314,amar1273,roma1327,0.1944444444444444,0.1397441885909542,ron,1.0,0.5161578556038896,0.4022,1.2779,1.0549,0.5521
315,achu1248,roma1327,0.1909090909090909,0.128560243584167,ron,1.0,0.5650480733944258,0.4671,0.506,0.6162,0.5519
316,achi1256,roma1327,0.2162162162162162,0.1291632629244952,ron,1.0,0.5294405140931465,0.497,1.2779,1.0549,0.6932
317,agar1252,roma1327,0.1711711711711711,0.0994981066252065,ron,1.0,0.6375295500158522,0.325,1.2779,1.0549,0.5196
318,sain1246,roma1327,0.2342342342342342,0.1781940803306098,ron,0.5803999900817871,0.2883974386200987,0.4022,1.2779,1.0549,0.5521
319,cent2084,roma1327,0.2314814814814814,0.1680776014109347,ron,1.0,0.4815600630318131,0.4571,1.2779,1.0549,0.6721
320,east2379,roma1327,0.2818181818181818,0.2223313777287403,ron,1.0,0.671441231219878,0.421,0.5596,0.5126,0.4572
321,amel1241,roma1327,0.1308411214953271,0.0740500130300159,ron,1.0,0.6375295500158522,0.292,0.4597,0.4544,0.2797
322,abau1245,roma1327,0.1621621621621621,0.1021006366156221,ron,1.0,0.6375295500158522,0.4545,0.4778,0.5671,0.472
323,ango1254,beng1280,0.1711711711711711,0.0512165709016102,ben,1.0,0.362510923658769,0.2726,1.3375,1.1575,0.5301
324,east2379,beng1280,0.1818181818181818,0.0925045299862995,ben,1.0,0.3786105585642293,0.4344,0.4829,0.369,0.4563
325,cent2084,beng1280,0.1851851851851851,0.1115859727182249,ben,1.0,0.2065161315836958,0.5075,1.3375,1.1575,0.7179
326,inab1237,beng1280,0.3153153153153153,0.2852889519556186,ben,1.0,0.2065161315836958,0.3339,1.3375,1.1575,0.546
327,agut1237,beng1280,0.2432432432432432,0.1842330269159537,ben,1.0,0.2065161315836958,0.4706,1.3375,1.1575,0.6981
328,achi1256,beng1280,0.2252252252252252,0.1385185363775908,ben,1.0,0.7795689270278647,0.495,1.3375,1.1575,0.7127
329,achu1248,beng1280,0.2636363636363636,0.2056439305375475,ben,1.0,0.8541967140615302,0.465,0.5375,0.6827,0.5544
330,ambu1247,beng1280,0.2,0.1242385932651419,ben,1.0,0.362510923658769,0.415,0.5375,0.6018,0.4602
331,sain1246,beng1280,0.2522522522522522,0.2127088223040247,ben,0.930400013923645,0.581577899976931,0.3339,1.3375,1.1575,0.546
332,amar1273,beng1280,0.1759259259259259,0.0651445679710235,ben,1.0,0.22279993212624208,0.3339,1.3375,1.1575,0.546
333,anga1290,beng1280,0.1711711711711711,0.05003465003465,ben,1.0,0.362510923658769,0.4341,0.5667,0.403,0.4904
334,agua1253,beng1280,0.2612612612612612,0.2015236361974283,ben,1.0,0.8674665940895496,0.4896,0.6128,0.6871,0.5674
335,amel1241,beng1280,0.1869158878504672,0.086428964109008,ben,1.0,0.362510923658769,0.3243,0.5375,0.369,0.313
336,agua1252,beng1280,0.2,0.1024329077146571,ben,1.0,0.7795689270278647,0.3097,1.3375,1.1381,0.5351
337,abau1245,beng1280,0.2072072072072072,0.1151515151515151,ben,1.0,0.362510923658769,0.3708,0.5315,0.7143,0.4281
338,anem1248,beng1280,0.2761904761904762,0.2423376432629571,ben,1.0,0.362510923658769,0.3339,1.3375,1.1575,0.546
339,anka1246,beng1280,0.1711711711711711,0.05003465003465,ben,1.0,0.362510923658769,0.3339,1.3375,1.1575,0.546
340,agar1252,beng1280,0.1351351351351351,0.0582901995282117,ben,1.0,0.362510923658769,0.305,1.3375,1.1575,0.5379
341,arif1239,beng1280,0.2432432432432432,0.1884368840890579,ben,1.0,0.362510923658769,0.3006,1.3375,1.1575,0.5338
342,achu1248,urdu1245,0.1727272727272727,0.0508809020436927,urd,1.0,0.7919746391016651,0.4655,0.5516,0.6987,0.5577
343,amel1241,urdu1245,0.1962616822429906,0.0792991354789894,urd,1.0,0.43302495986239864,0.289,0.5516,0.6987,0.3053
344,cent2084,urdu1245,0.1574074074074074,0.0661926807760141,urd,1.0,0.2768005335498691,0.4627,1.3331,0.9005,0.6861
345,sain1246,urdu1245,0.1801801801801801,0.0721832632071061,urd,0.930400013923645,0.5162104998559025,0.3386,1.3331,0.9005,0.5369
346,agut1237,urdu1245,0.1891891891891892,0.0904412376110489,urd,1.0,0.2768005335498691,0.4729,1.3331,0.9005,0.6895
347,abau1245,urdu1245,0.1621621621621621,0.0531220876048462,urd,1.0,0.43302495986239864,0.4002,0.5868,0.3164,0.4384
348,arif1239,urdu1245,0.1621621621621621,0.0838500838500838,urd,1.0,0.43302495986239864,0.3055,1.3331,0.9005,0.5244
349,anem1248,urdu1245,0.1619047619047619,0.0485714285714285,urd,1.0,0.43302495986239864,0.3386,1.3331,0.9005,0.5369
350,agua1252,urdu1245,0.1909090909090909,0.0840054084148572,urd,1.0,0.7403069601246095,0.3146,1.3331,0.8685,0.5257
351,agar1252,urdu1245,0.2072072072072072,0.1021247662757096,urd,1.0,0.43302495986239864,0.2675,1.3331,0.9005,0.5125
352,amar1273,urdu1245,0.1481481481481481,0.1087271179225202,urd,1.0,0.29181002714366194,0.3386,1.3331,0.9005,0.5369
353,achi1256,urdu1245,0.1981981981981982,0.1266300856944132,urd,1.0,0.7403069601246095,0.4955,1.3331,0.9005,0.7032
354,ango1254,urdu1245,0.1711711711711711,0.05003465003465,urd,1.0,0.43302495986239864,0.2373,1.3331,0.9005,0.5066
355,agua1253,urdu1245,0.1711711711711711,0.0504225155387946,urd,1.0,0.798234657460403,0.4923,0.6473,0.7029,0.5734
356,anga1290,urdu1245,0.1711711711711711,0.05003465003465,urd,1.0,0.43302495986239864,0.4453,0.5624,0.6863,0.5064
357,inab1237,urdu1245,0.1891891891891892,0.0978649103649103,urd,1.0,0.2768005335498691,0.3386,1.3331,0.9005,0.5369
358,ambu1247,urdu1245,0.1636363636363636,0.0497454545454545,urd,1.0,0.43302495986239864,0.4189,0.5881,0.3097,0.4577
359,anka1246,urdu1245,0.1711711711711711,0.05003465003465,urd,1.0,0.43302495986239864,0.3386,1.3331,0.9005,0.5369
360,east2379,urdu1245,0.1636363636363636,0.04638511095204,urd,1.0,0.4448787175479637,0.409,0.5141,0.614,0.4506
361,anka1246,swed1254,0.1711711711711711,0.0934620334620334,swe,1.0,0.6220363551431516,0.6214,1.3198,0.9005,0.7634
362,achu1248,swed1254,0.2727272727272727,0.1422449687716863,swe,1.0,0.5344613778388299,0.4227,0.5936,0.7388,0.4557
363,agua1252,swed1254,0.3090909090909091,0.2030387088639516,swe,1.0,0.4672286858453037,0.6065,1.3198,0.8685,0.7543
364,abau1245,swed1254,0.2702702702702703,0.1827609292919191,swe,1.0,0.6220363551431516,0.5439,0.574,0.3797,0.5578
365,ambu1247,swed1254,0.2545454545454545,0.1220557851239669,swe,1.0,0.6220363551431516,0.4892,0.5565,0.2388,0.5129
366,agua1253,swed1254,0.2882882882882883,0.1603304797334648,swe,1.0,0.5505344716051648,0.4456,0.6368,0.7029,0.4732
367,cent2084,swed1254,0.2962962962962963,0.1867415125866131,swe,1.0,0.47959586889571965,0.4276,1.3198,0.9005,0.6441
368,anga1290,swed1254,0.2342342342342342,0.1329683679483412,swe,1.0,0.6220363551431516,0.4725,0.5865,0.6863,0.5074
369,agut1237,swed1254,0.3063063063063063,0.2179791127159548,swe,1.0,0.47959586889571965,0.4382,1.3198,0.9005,0.6406
370,achi1256,swed1254,0.2972972972972973,0.2198964629949585,swe,1.0,0.4672286858453037,0.4285,1.3198,0.9005,0.6453
371,agar1252,swed1254,0.2882882882882883,0.1652234568265102,swe,1.0,0.6220363551431516,0.5734,1.3198,0.9005,0.7393
372,arif1239,swed1254,0.3243243243243243,0.2120016055659619,swe,1.0,0.6220363551431516,0.6065,1.3198,0.9005,0.7558
373,east2379,swed1254,0.3181818181818182,0.2235295210665676,swe,1.0,0.6923645475312135,0.5131,0.6027,0.5687,0.5362
374,anem1248,swed1254,0.2952380952380952,0.1970238095238095,swe,1.0,0.6220363551431516,0.6214,1.3198,0.9005,0.7634
375,inab1237,swed1254,0.3063063063063063,0.2097440182117601,swe,1.0,0.47959586889571965,0.6214,1.3198,0.9005,0.7634
376,amel1241,swed1254,0.2990654205607476,0.1791979639224241,swe,1.0,0.6220363551431516,0.5425,0.5174,0.6572,0.5846
377,ango1254,swed1254,0.2792792792792792,0.1558558558558558,swe,1.0,0.6220363551431516,0.5656,1.3198,0.9005,0.7383
378,sain1246,swed1254,0.3153153153153153,0.2063983488132094,swe,0.9247999787330629,0.277493762002341,0.6214,1.3198,0.9005,0.7634
379,amar1273,swed1254,0.3333333333333333,0.2338546281528737,swe,1.0,0.5348289359255938,0.6214,1.3198,0.9005,0.7634
380,amar1273,hind1269,0.2685185185185185,0.2223189098189098,hin,1.0,0.24796273608237468,0.65,1.4001,1.2677,0.8214
381,anga1290,hind1269,0.2072072072072072,0.1334057502478555,hin,1.0,0.3922915758705657,0.5149,0.5717,0.623,0.5334
382,anem1248,hind1269,0.2761904761904762,0.2209703095779045,hin,1.0,0.3922915758705657,0.65,1.4001,1.2677,0.8214
383,sain1246,hind1269,0.2522522522522522,0.2355634322847437,hin,0.930400013923645,0.5607481352115256,0.65,1.4001,1.2677,0.8214
384,amel1241,hind1269,0.2429906542056074,0.1819163518033173,hin,1.0,0.3922915758705657,0.5277,0.5466,0.369,0.5787
385,anka1246,hind1269,0.2522522522522522,0.1506253979372258,hin,1.0,0.3922915758705657,0.65,1.4001,1.2677,0.8214
386,inab1237,hind1269,0.3423423423423423,0.3271807326452134,hin,1.0,0.23816339218229923,0.65,1.4001,1.2677,0.8214
387,east2379,hind1269,0.1909090909090909,0.1445856617145972,hin,1.0,0.40037932799658194,0.4585,0.535,0.5433,0.5002
388,agut1237,hind1269,0.3513513513513513,0.3100666223953894,hin,1.0,0.23816339218229923,0.4667,1.4001,1.2677,0.6969
389,achi1256,hind1269,0.2342342342342342,0.2285972875554245,hin,1.0,0.7784526429808315,0.4677,1.4001,1.2677,0.7014
390,cent2084,hind1269,0.2962962962962963,0.2666569578801764,hin,1.0,0.23816339218229923,0.4005,1.4001,1.2677,0.6774
391,agua1252,hind1269,0.1909090909090909,0.1837972198798314,hin,1.0,0.7784526429808315,0.6376,1.4001,1.2237,0.8131
392,ango1254,hind1269,0.2252252252252252,0.1739638255767288,hin,1.0,0.3922915758705657,0.5799,1.4001,1.2677,0.7898
393,abau1245,hind1269,0.2612612612612612,0.1739039951805909,hin,1.0,0.3922915758705657,0.5335,0.59,0.789,0.5635
394,achu1248,hind1269,0.2545454545454545,0.1675883657232294,hin,1.0,0.836323472849513,0.3772,0.5631,0.6385,0.4113
395,agar1252,hind1269,0.2162162162162162,0.1614632053656444,hin,1.0,0.3922915758705657,0.6008,1.4001,1.2677,0.7973
396,arif1239,hind1269,0.2522522522522522,0.1847249634134879,hin,1.0,0.3922915758705657,0.6322,1.4001,1.2677,0.8124
397,agua1253,hind1269,0.2432432432432432,0.1812320081807187,hin,1.0,0.8416478126905553,0.4592,0.625,0.5849,0.4727
398,ambu1247,hind1269,0.3090909090909091,0.2242326944493289,hin,1.0,0.3922915758705657,0.5013,0.5792,0.6755,0.5368
399,cent2084,port1283,0.1851851851851851,0.1036899333195629,por,1.0,0.9377732280123131,0.3542,1.3016,0.9005,0.6073
400,agua1252,port1283,0.209090909090909,0.1362790874814335,por,1.0,0.2792508056186578,0.6369,1.3016,0.8685,0.7805
401,anem1248,port1283,0.3142857142857143,0.2905527322918627,por,1.0,0.8440578829690669,0.6546,1.3016,0.9005,0.7913
402,amar1273,port1283,0.1851851851851851,0.1099981934467956,por,1.0,0.8770846138568632,0.6546,1.3016,0.9005,0.7913
403,ambu1247,port1283,0.1636363636363636,0.0825311942959001,por,1.0,0.8440578829690669,0.5142,0.4722,0.1368,0.5227
404,amel1241,port1283,0.1775700934579439,0.0933659787955611,por,1.0,0.8440578829690669,0.569,0.5155,0.614,0.6202
405,arif1239,port1283,0.3063063063063063,0.2591980215509627,por,1.0,0.8440578829690669,0.6387,1.3016,0.9005,0.783
406,inab1237,port1283,0.2972972972972973,0.2620005764716991,por,1.0,0.9377732280123131,0.6546,1.3016,0.9005,0.7913
407,achi1256,port1283,0.2432432432432432,0.1661394001819534,por,1.0,0.2792508056186578,0.4265,1.3016,0.9005,0.6375
408,anga1290,port1283,0.1441441441441441,0.07511950174885,por,1.0,0.8440578829690669,0.4939,0.5063,0.6427,0.519
409,agut1237,port1283,0.1891891891891892,0.1064467064467064,por,1.0,0.9377732280123131,0.4337,1.3016,0.9005,0.634
410,ango1254,port1283,0.2252252252252252,0.1529724529724529,por,1.0,0.8440578829690669,0.5731,1.3016,0.9005,0.7515
411,anka1246,port1283,0.1801801801801801,0.0855133892261098,por,1.0,0.8440578829690669,0.6546,1.3016,0.9005,0.7913
412,abau1245,port1283,0.2612612612612612,0.1835214676130319,por,1.0,0.8440578829690669,0.5308,0.533,0.3164,0.5473
413,achu1248,port1283,0.2727272727272727,0.1972603519153354,por,1.0,0.1716319006036566,0.3827,0.4494,0.6987,0.4056
414,agua1253,port1283,0.2792792792792792,0.1966419166419166,por,1.0,0.15479581340463927,0.4304,0.5793,0.7029,0.4502
415,east2379,port1283,0.2636363636363636,0.2094848484848484,por,1.0,0.7822999240531695,0.5013,0.5314,0.5207,0.5332
416,agar1252,port1283,0.1531531531531531,0.1367136793939093,por,1.0,0.8440578829690669,0.6001,1.3016,0.9005,0.763
417,sain1246,port1283,0.2252252252252252,0.1684515355401431,por,0.4269999861717224,0.2376858755141326,0.6546,1.3016,0.9005,0.7913
418,arif1239,czec1258,0.3333333333333333,0.273423842747151,ces,1.0,0.6637607292245996,0.5795,1.2528,0.8425,0.7393
