task_lang,transfer_lang,accuracy,f1_score,transfer_language,genetic,geographic
pogo1243,stan1293,0.1171171171171171,0.0899636478583847,eng,1.0,0.2938
taba1268,stan1293,0.1981981981981982,0.108870737826434,eng,1.0,0.3292
nort2920,stan1293,0.1636363636363636,0.0862479985767657,eng,1.0,0.4624
ulit1238,stan1293,0.2342342342342342,0.230958798526366,eng,1.0,0.42
chua1250,stan1293,0.3153153153153153,0.2400717497763911,eng,1.0,0.461
boun1245,stan1293,0.1981981981981982,0.1194113694113694,eng,1.0,0.4594
yoru1245,stan1293,0.2072072072072072,0.1378954532229919,eng,1.0,0.2026
melp1238,stan1293,0.1509433962264151,0.0765647271818359,eng,1.0,0.4592
coat1244,stan1293,0.2252252252252252,0.1742888373323156,eng,1.0,0.3321
yare1248,stan1293,0.160377358490566,0.1112143993764816,eng,1.0,0.4702
espe1235,stan1293,0.3063063063063063,0.2540008906375273,eng,1.0,0.0201
nami1258,stan1293,0.2358490566037736,0.1970350673134601,eng,1.0,0.4693
cari1275,stan1293,0.1801801801801801,0.1209111148135538,eng,0.913100004196167,0.2764
kora1294,stan1293,0.2162162162162162,0.1794797823331274,eng,1.0,0.4699
ambu1247,stan1293,0.1636363636363636,0.1027831656545515,eng,1.0,0.4543
ukra1253,stan1293,0.4504504504504504,0.4436749674844912,eng,0.904699981212616,0.0762
bena1264,stan1293,0.209090909090909,0.1573039907817648,eng,1.0,0.4612
tokp1240,stan1293,0.2702702702702703,0.2006134345302338,eng,0.28040000796318054,0.469
mbuk1243,stan1293,0.2072072072072072,0.1455390874745713,eng,1.0,0.1942
stan1295,stan1293,0.4594594594594595,0.4347956617403289,eng,0.6335999965667725,0.0437
mini1256,stan1293,0.1801801801801801,0.0944847286310701,eng,1.0,0.3334
sanj1286,stan1293,0.1711711711711711,0.1203133644310114,eng,1.0,0.328
muyu1244,stan1293,0.238095238095238,0.1778945478484649,eng,1.0,0.4727
cent2131,stan1293,0.1981981981981982,0.1373170373170373,eng,1.0,0.3219
nucl1630,stan1293,0.2169811320754717,0.1942165303919429,eng,1.0,0.4696
imbo1238,stan1293,0.1531531531531531,0.0840335342923037,eng,1.0,0.4599
bord1248,stan1293,0.1711711711711711,0.1335789299736168,eng,1.0,0.3151
pala1351,stan1293,0.1621621621621621,0.0752899476139591,eng,1.0,0.3277
gwah1244,stan1293,0.2,0.1394251250595422,eng,1.0,0.4611
guan1269,stan1293,0.2149532710280373,0.1524949915570628,eng,1.0,0.3188
pele1245,stan1293,0.2162162162162162,0.154385069881119,eng,0.9687,0.4646
ship1254,stan1293,0.2342342342342342,0.1434901867152707,eng,1.0,0.352
agar1252,stan1293,0.1711711711711711,0.1293626960293626,eng,1.0,0.4618
taca1256,stan1293,0.2777777777777778,0.2030548488819873,eng,1.0,0.3565
ozol1235,stan1293,0.2792792792792792,0.2308286716789558,eng,1.0,0.3328
saka1283,stan1293,0.2882882882882883,0.2227437218167085,eng,1.0,0.3045
weri1253,stan1293,0.2522522522522522,0.1911650513801051,eng,1.0,0.4655
bari1286,stan1293,0.1441441441441441,0.1068849068849068,eng,1.0,0.4627
paum1247,stan1293,0.2522522522522522,0.1761472211374662,eng,1.0,0.3282
kein1239,stan1293,0.1621621621621621,0.1113367604893028,eng,1.0,0.4597
ninz1246,stan1293,0.2702702702702703,0.204276581020767,eng,1.0,0.1973
sout3001,stan1293,0.1981981981981982,0.129202580815484,eng,1.0,0.3301
make1251,stan1293,0.2162162162162162,0.1951295451295451,eng,0.9687,0.463
pino1237,stan1293,0.1891891891891892,0.1058495953695412,eng,1.0,0.3353
pint1250,stan1293,0.2058823529411764,0.1461038460946043,eng,1.0,0.4761
chic1274,stan1293,0.2702702702702703,0.2129860709570854,eng,1.0,0.331
naka1262,stan1293,0.2363636363636363,0.1578378378378378,eng,1.0,0.4646
holi1239,stan1293,0.2072072072072072,0.1206822586132931,eng,1.0,0.2871
kekc1242,stan1293,0.2522522522522522,0.2013169377076464,eng,1.0,0.3201
anci1242,stan1293,0.2072072072072072,0.1143861810528477,eng,0.8934000134468079,0.0928
pana1306,stan1293,0.1545454545454545,0.0855654217356344,eng,1.0,0.3603
cent2084,stan1293,0.287037037037037,0.2148773127033996,eng,1.0,0.3763
bhat1263,stan1293,0.2752293577981651,0.2108121070526336,eng,0.9196000099182129,0.2475
tezo1238,stan1293,0.2342342342342342,0.177840604455466,eng,1.0,0.3316
yucu1253,stan1293,0.1621621621621621,0.1004749516224926,eng,1.0,0.327
toho1245,stan1293,0.2293577981651376,0.2047240425222076,eng,1.0,0.3185
kaya1329,stan1293,0.2592592592592592,0.1980962540121855,eng,1.0,0.3287
sele1250,stan1293,0.1359223300970873,0.0840030472861577,eng,1.0,0.4626
maca1260,stan1293,0.2342342342342342,0.1545286280352399,eng,1.0,0.3708
surs1246,stan1293,0.2110091743119266,0.1557783782117797,eng,1.0,0.4627
ozum1235,stan1293,0.1711711711711711,0.0673263427361788,eng,1.0,0.328
hote1245,stan1293,0.1926605504587156,0.0929754895248528,eng,1.0,0.4642
yaou1238,stan1293,0.1261261261261261,0.1014877663526312,eng,1.0,0.2034
komb1273,stan1293,0.2612612612612612,0.2027369321486968,eng,1.0,0.4628
nucl1379,stan1293,0.1181818181818181,0.078442808781906,eng,1.0,0.293
kalu1248,stan1293,0.2,0.1109159779614325,eng,1.0,0.4594
bugl1243,stan1293,0.2110091743119266,0.1605379816908291,eng,1.0,0.322
hait1244,stan1293,0.2972972972972973,0.2421358733880534,eng,0.9386000037193298,0.275
mikm1235,stan1293,0.2972972972972973,0.2175606932233438,eng,1.0,0.1823
tifa1245,stan1293,0.1818181818181818,0.119018199950556,eng,1.0,0.4551
kwam1252,stan1293,0.1711711711711711,0.1423384168482207,eng,1.0,0.4974
sila1250,stan1293,0.2432432432432432,0.1748453658147113,eng,1.0,0.3322
nobo1238,stan1293,0.2072072072072072,0.1286024847668683,eng,1.0,0.4594
baka1277,stan1293,0.2252252252252252,0.1917914270419418,eng,1.0,0.3362
hung1274,stan1293,0.4504504504504504,0.4385216697979672,eng,1.0,0.0665
quer1236,stan1293,0.2252252252252252,0.17519140762384,eng,1.0,0.3291
tele1256,stan1293,0.2181818181818181,0.1443166572476917,eng,1.0,0.4556
ocot1244,stan1293,0.2792792792792792,0.2663891352998436,eng,1.0,0.3314
luan1263,stan1293,0.2454545454545454,0.1799999999999999,eng,1.0,0.4464
mich1245,stan1293,0.1891891891891892,0.1367400505528359,eng,1.0,0.3402
teri1250,stan1293,0.1636363636363636,0.0924415584415584,eng,1.0,0.3242
midd1317,stan1293,0.4504504504504504,0.4006459910074368,eng,0.21629999577999115,0.003
kiku1240,stan1293,0.1441441441441441,0.0775929408679806,eng,1.0,0.2654
alek1238,stan1293,0.1818181818181818,0.106152504955727,eng,1.0,0.461
coat1238,stan1293,0.1531531531531531,0.0723733767212028,eng,1.0,0.3285
esee1247,stan1293,0.2272727272727272,0.2113670096137628,eng,1.0,0.4693
nort2945,stan1293,0.1818181818181818,0.1018257440717333,eng,1.0,0.2636
tata1258,stan1293,0.1818181818181818,0.085820324456688,eng,1.0,0.3344
nden1248,stan1293,0.1981981981981982,0.1223004206055053,eng,1.0,0.2936
moli1248,stan1293,0.1801801801801801,0.1149650836719405,eng,1.0,0.4719
gand1255,stan1293,0.2072072072072072,0.1915658860830417,eng,1.0,0.255
hawa1247,stan1293,0.3398058252427184,0.2389237895805571,eng,0.20479999482631683,0.4071
yate1242,stan1293,0.2162162162162162,0.1366481327265641,eng,1.0,0.3291
ubir1237,stan1293,0.2792792792792792,0.2586803745820609,eng,1.0,0.471
sran1240,stan1293,0.1801801801801801,0.0856713856713856,eng,0.33329999446868896,0.2755
naas1242,stan1293,0.2072072072072072,0.1486532032538099,eng,1.0,0.4695
dedu1240,stan1293,0.2660550458715596,0.1969948502058593,eng,1.0,0.4635
isth1238,stan1293,0.2293577981651376,0.1570619686480641,eng,1.0,0.3277
cent1972,stan1293,0.1711711711711711,0.0788274072515604,eng,0.9196000099182129,0.1645
fasu1242,stan1293,0.1891891891891892,0.1085366447528609,eng,0.9687,0.4602
mand1440,stan1293,0.2162162162162162,0.1466210714867285,eng,1.0,0.4597
pate1247,stan1293,0.1981981981981982,0.1297455530013669,eng,1.0,0.4638
guma1253,stan1293,0.1651376146788991,0.106352118829183,eng,1.0,0.4644
ilok1237,stan1293,0.2612612612612612,0.1903066932478697,eng,1.0,0.3803
jala1237,stan1293,0.2432432432432432,0.1772874915732058,eng,1.0,0.3275
mitl1236,stan1293,0.2252252252252252,0.1939694568726827,eng,1.0,0.3304
mufi1238,stan1293,0.2222222222222222,0.1427619584482329,eng,1.0,0.4538
mund1330,stan1293,0.3454545454545454,0.3127326046387629,eng,1.0,0.3239
gwic1235,stan1293,0.2363636363636363,0.1739235509727313,eng,1.0,0.244
buuu1244,stan1293,0.2252252252252252,0.1596871484230683,eng,1.0,0.197
baat1238,stan1293,0.1531531531531531,0.085027885027885,eng,1.0,0.1922
amba1265,stan1293,0.2702702702702703,0.2319137319137319,eng,1.0,0.4435
tagi1241,stan1293,0.1891891891891892,0.1345503398134977,eng,1.0,0.2995
guma1254,stan1293,0.1818181818181818,0.1045282759568473,eng,1.0,0.4715
keap1239,stan1293,0.2072072072072072,0.114028314028314,eng,1.0,0.4708
laca1243,stan1293,0.2342342342342342,0.1536586735827722,eng,1.0,0.3201
mwer1248,stan1293,0.1711711711711711,0.1297077396568634,eng,1.0,0.3008
qaqe1238,stan1293,0.2660550458715596,0.206772496203868,eng,1.0,0.4629
suen1241,stan1293,0.1891891891891892,0.1343891049526036,eng,1.0,0.4661
usar1243,stan1293,0.1376146788990825,0.0567781639979486,eng,1.0,0.4619
awiy1238,stan1293,0.1711711711711711,0.0841839622327427,eng,1.0,0.4623
mans1262,stan1293,0.2792792792792792,0.2857002457002456,eng,1.0,0.4109
naga1394,stan1293,0.1351351351351351,0.1057478257478257,eng,0.9247999787330627,0.3055
chip1262,stan1293,0.1801801801801801,0.1188045710259022,eng,1.0,0.3703
west2624,stan1293,0.2162162162162162,0.1639703690565052,eng,1.0,0.3231
muss1246,stan1293,0.2882882882882883,0.2656404047708395,eng,1.0,0.4552
yaoo1241,stan1293,0.1801801801801801,0.0953097029818913,eng,1.0,0.3087
swed1254,stan1293,0.4594594594594595,0.4258522890706799,eng,0.7322999835014343,0.0557
taii1241,stan1293,0.1711711711711711,0.0820167023006779,eng,1.0,0.4588
dawa1242,stan1293,0.1441441441441441,0.1169454941384765,eng,1.0,0.4725
beli1260,stan1293,0.2792792792792792,0.2278278598701134,eng,0.28040000796318054,0.3132
meke1243,stan1293,0.2342342342342342,0.1581345541257849,eng,1.0,0.4662
mayo1264,stan1293,0.2702702702702703,0.2157674296039076,eng,1.0,0.3283
serb1264,stan1293,0.4684684684684684,0.4259323783966073,eng,0.9196000099182129,0.079
thad1238,stan1293,0.2882882882882883,0.1970949444067723,eng,1.0,0.3093
bret1244,stan1293,0.3153153153153153,0.2421683696895147,eng,0.9196000099182129,0.0233
agua1253,stan1293,0.1711711711711711,0.1370613196828219,eng,1.0,0.353
sunw1242,stan1293,0.2072072072072072,0.166698911796951,eng,1.0,0.2841
uppe1275,stan1293,0.2252252252252252,0.1563929555253042,eng,1.0,0.3242
kaiw1246,stan1293,0.25,0.1901034242758117,eng,1.0,0.3658
cent2134,stan1293,0.2252252252252252,0.162993762993763,eng,1.0,0.3232
epen1239,stan1293,0.1621621621621621,0.0954311454311454,eng,1.0,0.3258
pohn1238,stan1293,0.1891891891891892,0.1469420206262311,eng,1.0,0.4426
tinp1237,stan1293,0.1711711711711711,0.0846326923938864,eng,1.0,0.4673
nyan1308,stan1293,0.2342342342342342,0.1728013728013727,eng,1.0,0.3096
guja1252,stan1293,0.3873873873873873,0.3398625137755572,eng,0.9196000099182129,0.2639
huic1243,stan1293,0.2162162162162162,0.1587239413326369,eng,1.0,0.3317
arop1243,stan1293,0.2252252252252252,0.1231226601254353,eng,1.0,0.4611
buki1249,stan1293,0.2252252252252252,0.1893679061512602,eng,1.0,0.4537
tuyu1244,stan1293,0.2162162162162162,0.128939601497741,eng,1.0,0.3217
iyoo1238,stan1293,0.1531531531531531,0.0855968277351925,eng,1.0,0.4612
sout3004,stan1293,0.1801801801801801,0.086933218635457,eng,1.0,0.3294
inok1238,stan1293,0.1192660550458715,0.0786587507133137,eng,1.0,0.4617
apal1257,stan1293,0.1171171171171171,0.0533928886870063,eng,1.0,0.288
nyin1250,stan1293,0.1981981981981982,0.1420639834881321,eng,1.0,0.4541
cerm1238,stan1293,0.1711711711711711,0.1325339689615632,eng,1.0,0.1902
sara1340,stan1293,0.1636363636363636,0.0631274221412896,eng,0.28040000796318054,0.277
sanm1287,stan1293,0.2882882882882883,0.2122653351246054,eng,1.0,0.3296
