task_lang,transfer_lang,accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,genetic,syntactic,featural,phonological,inventory,geographic
est,eng,44.7,11,19,0.1939282339999999,14545,2737,5.31421264157837,0.0961556319999999,0.323237952,0.4935395402835118,1.0,0.5416,0.7367,0.5687,0.5983,0.0814
est,fin,59.45,1,29,0.253822111,13581,2737,4.96200219218122,0.302519355,0.323237952,0.004108430957602,0.5,0.4146,0.6584,0.5687,0.6506,0.0298
est,bul,43.49,13,17,0.14958932,10022,2737,3.661673364998173,0.201446082,0.323237952,0.1419684708315342,1.0,0.4251,0.6787,0.6162,0.6416,0.0902
est,slv,46.1,9,21,0.1766287889999999,9290,2737,3.394227256119839,0.237767323,0.323237952,0.0699180177653316,1.0,0.4322,0.6644,0.0002,0.669,0.0785
est,slk,40.66,18,12,0.150001211,9543,2737,3.486664230909755,0.261917468,0.323237952,0.0359887245328721,1.0,0.6555,0.8043,0.0002,0.0,0.0625
est,ron,40.37,21,9,0.169117825,8795,2737,3.2133723054439165,0.167303215,0.323237952,0.2327239348879406,1.0,0.5215,0.7167,0.6409999999999999,0.6552,0.0732
est,hrv,45.23,10,20,0.167688319,7832,2737,2.8615272195834858,0.216688845,0.323237952,0.1086563058187053,1.0,0.7434,0.9208,0.0002,0.6832,0.0822
est,ara,22.2,28,2,0.097036804,6984,2737,2.5516989404457435,0.1033986809999999,0.323237952,0.4625576389534783,1.0,0.6555,0.8043,0.0002,0.0,1.0
est,lav,55.3,2,28,0.1720495239999999,6475,2737,2.3657289002557547,0.268650981,0.323237952,0.0285189347479161,1.0,0.604,0.6649,0.5922,0.0,0.0157
est,heb,24.32,27,3,0.148717079,5725,2737,2.091706247716478,0.117344567,0.323237952,0.4057327779573904,1.0,0.6152,0.7168,0.0002,0.7028,0.1644
est,ukr,43.28,14,16,0.153659778,5090,2737,1.8597004018998904,0.31926283,0.323237952,0.0001512363652728,1.0,0.4591,0.6578,0.0002,0.6737,0.0634
est,ind,31.23,25,5,0.1645143309999999,5036,2737,1.8399707709170623,0.197096308,0.323237952,0.1522903135203473,1.0,0.5628,0.7434,0.5687,0.669,0.5264
est,dan,47.27,6,24,0.160492332,4947,2737,1.8074534161490683,0.203165045,0.323237952,0.1379892827961402,1.0,0.4259,0.4259,0.0002,0.0,0.048
est,swe,49.56,4,26,0.138904368,4807,2737,1.7563025210084031,0.193727962,0.323237952,0.1605320851444971,1.0,0.535,0.74,0.0002,0.6153,0.0153
est,zho,35.17,23,7,0.141254573,4497,2737,1.6430398246255025,0.178585916,0.323237952,0.2002647019729475,1.0,0.6555,0.8043,0.0002,0.0,1.0
pol,ces,81.75,1,29,0.338503344,114304,2827,40.43296781039972,0.091965586,0.3456103679999999,0.5386148709186046,0.4286,0.5007,0.5176,0.6162,0.4653,0.0165
pol,rus,76.8,4,26,0.182107023,55398,2827,19.596038203042095,0.123916395,0.3456103679999999,0.4114662779854123,0.4,0.4683,0.4558,0.0,0.4949,0.1763
pol,nor,62.61,15,15,0.227675585,34170,2827,12.087018040325434,0.106159434,0.3456103679999999,0.4800202357354206,0.8333,0.617,0.7655,0.6162,0.6597,0.0526
pol,spa,66.28,10,20,0.213586957,31546,2827,11.158825610187478,0.0791871859999999,0.3456103679999999,0.5942517878522839,0.9231,0.5489,0.5011,0.3613,0.4801,0.0984
pol,kor,16.61,29,1,0.17027592,30426,2827,10.762645914396888,0.294432976,0.3456103679999999,0.0219271797124992,1.0,0.6505,0.5969,0.5,0.5633,0.3976
pol,est,61.86,17,13,0.2,23460,2827,8.298549699327909,0.221928097,0.3456103679999999,0.1280682210853182,1.0,0.5007,0.7033,0.6162,0.6597,0.0447
pol,nld,61.59,19,11,0.214005017,19452,2827,6.880792359391581,0.133302703,0.3456103679999999,0.3773617027650814,0.9,0.5336,0.5689,0.6162,0.5368,0.0466
pol,por,62.64,14,16,0.206772575,19763,2827,6.990802971347718,0.095460698,0.3456103679999999,0.5238733954921575,0.9333,0.422,0.4844,0.6162,0.4584,0.1016
pol,lat,51.48,25,5,0.0089046819999999,17140,2827,6.062964273081005,0.158874645,0.3456103679999999,0.2919317227140526,0.8333,0.5587,0.7335,0.6162,0.6597,0.0599
pol,fra,66.09,11,19,0.194941472,16032,2827,5.671029359745313,0.118520741,0.3456103679999999,0.43173878902491,0.9375,0.5579999999999999,0.5198,0.3333,0.5239,0.063
pol,deu,63.52,13,17,0.19527592,14613,2827,5.169083834453485,0.187631727,0.3456103679999999,0.2089407850521638,0.8571,0.5508,0.5456,0.3333,0.5805,0.0282
pol,hin,36.22,28,2,0.098285953,14963,2827,5.292889989388044,0.060393443,0.3456103679999999,0.681046964789747,0.875,0.5508,0.5532,0.2048,0.5925,0.2847
pol,cat,65.89,12,18,0.213210702,14832,2827,5.246551114255395,0.074013319,0.3456103679999999,0.6175563175091049,0.9091,0.5481,0.4685,0.0,0.4568,0.0797
pol,ita,67.77,9,21,0.217725753,13685,2827,4.840820657941281,0.102554534,0.3456103679999999,0.4945823054697233,0.9,0.4032,0.4954,0.6162,0.498,0.0537
pol,eng,62.22,16,14,0.233110368,14545,2827,5.145030067209055,0.0961556319999999,0.3456103679999999,0.5209667216980977,0.9,0.5870000000000001,0.541,0.2804,0.5472,0.0666
pol,fin,55.01,23,7,0.1947742469999999,13581,2827,4.804032543332154,0.302519355,0.3456103679999999,0.0155453277399957,1.0,0.4852,0.4809,0.2804,0.5146,0.0745
pol,bul,72.65,7,23,0.180351171,10022,2827,3.545100813583304,0.201446082,0.3456103679999999,0.1739970342567232,0.5714,0.4636,0.4614,0.0,0.5078,0.0528
pol,slv,77.18,3,27,0.280267559,9290,2827,3.2861690838344533,0.237767323,0.3456103679999999,0.0973667690360263,0.5,0.3987,0.5124,0.6162,0.5281,0.0341
pol,slk,79.09,2,28,0.293060201,9543,2827,3.375663247258578,0.261917468,0.3456103679999999,0.0586413160555345,0.3333,0.599,0.6339,0.6162,0.6597,0.0183
pol,ron,70.89,8,22,0.2005852839999999,8795,2827,3.111071807569862,0.167303215,0.3456103679999999,0.2661730043626791,0.8889,0.4032,0.432,0.2163,0.4856,0.0365
pol,hrv,75.01,5,25,0.2691471569999999,7832,2827,2.7704280155642023,0.216688845,0.3456103679999999,0.1391481157632476,0.625,0.7771,0.6144,0.6162,0.4554,0.0375
pol,ara,53.45,24,6,0.130894649,6984,2827,2.4704633887513263,0.1033986809999999,0.3456103679999999,0.4911528451567392,1.0,0.599,0.6339,0.6162,0.6597,1.0
pol,lav,60.52,20,10,0.197115385,6475,2827,2.2904138662893527,0.268650981,0.3456103679999999,0.0495849265984989,0.5,0.6114,0.6873,0.2048,0.6597,0.0332
pol,heb,49.9,26,4,0.167725753,5725,2827,2.0251149628581535,0.117344567,0.3456103679999999,0.4362226131343624,1.0,0.4769,0.5866,0.6162,0.6276,0.1332
pol,ukr,74.05,6,24,0.1779682269999999,5090,2827,1.8004952246197383,0.31926283,0.3456103679999999,0.0058117450476138,0.5,0.3699,0.4591,0.6162,0.4504,0.0289999999999999
pol,ind,58.23,22,8,0.192683946,5036,2827,1.781393703572692,0.197096308,0.3456103679999999,0.1846552316729802,1.0,0.4988,0.4222,0.2804,0.3821,0.5357
pol,dan,60.26,21,9,0.20020903,4947,2827,1.7499115670321896,0.203165045,0.3456103679999999,0.16987241608758,0.8571,0.5764,0.743,0.6162,0.6597,0.035
pol,swe,61.7,18,12,0.1929765889999999,4807,2827,1.7003891050583655,0.193727962,0.3456103679999999,0.1931262962118644,0.8571,0.5777,0.5891,0.6162,0.5444,0.0444
pol,zho,43.48,27,3,0.155769231,4497,2827,1.59073222497347,0.178585916,0.3456103679999999,0.233553610896489,1.0,0.599,0.6339,0.6162,0.6597,1.0
nld,ces,54.75,18,12,0.189019539,114304,1472,77.65217391304348,0.091965586,0.241269561,0.3829461191684078,0.8571,0.5135,0.4721,0.0002,0.4427,0.0373
nld,rus,62.81,5,25,0.140394306,55398,1472,37.63451086956522,0.123916395,0.241269561,0.2365835549678011,0.8,0.5707,0.5855,0.6162,0.5297,0.2171
nld,nor,65.65,2,28,0.28494386,34170,1472,23.213315217391305,0.106159434,0.241269561,0.3135961602435038,0.5,0.4658,0.7082,0.0002,0.6068,0.047
nld,spa,62.94,4,26,0.276368137,31546,1472,21.43070652173913,0.0791871859999999,0.241269561,0.451301228375134,0.9231,0.5770000000000001,0.6034,0.5922,0.557,0.0683
nld,kor,26.52,29,1,0.1249668459999999,30426,1472,20.66983695652174,0.294432976,0.241269561,0.0485535146749976,1.0,0.6626,0.61,0.6409999999999999,0.5145,0.4315
nld,est,48.89,21,9,0.153788348,23460,1472,15.9375,0.221928097,0.241269561,0.0064264867949053,1.0,0.604,0.7747,0.0002,0.6068,0.0693
nld,pol,53.32,19,11,0.1170983999999999,22646,1472,15.384510869565217,0.223329008,0.241269561,0.0055292545404892,0.8333,0.5336,0.5689,0.6162,0.5368,0.0466
nld,por,60.57,10,20,0.256918044,19763,1472,13.425951086956522,0.095460698,0.241269561,0.3652269182858502,0.9333,0.4863,0.4276,0.0002,0.3863,0.0653
nld,lat,42.43,23,7,0.094863407,17140,1472,11.644021739130435,0.158874645,0.241269561,0.1166261025995907,0.8333,0.575,0.76,0.0002,0.6068,0.0627
nld,fra,63.1,3,27,0.267615595,16032,1472,10.891304347826088,0.118520741,0.241269561,0.258838922810029,0.9375,0.5127,0.4628,0.5456,0.3411,0.0247
nld,deu,66.82,1,29,0.233401114,14613,1472,9.927309782608695,0.187631727,0.241269561,0.0494239436458486,0.2857,0.3474,0.3911,0.5456,0.3086,0.0323
nld,hin,32.21,27,3,0.118557157,14963,1472,10.16508152173913,0.060393443,0.241269561,0.5620272708614572,0.875,0.6296,0.5637,0.5922,0.4861,0.3313
nld,cat,62.09,6,24,0.2888338789999999,14832,1472,10.076086956521738,0.074013319,0.241269561,0.4805732589388305,0.9091,0.467,0.4835,0.6162,0.4234,0.0564
nld,ita,61.96,7,23,0.187870215,13685,1472,9.296875,0.102554534,0.241269561,0.3305536473093956,0.9,0.4347,0.4373,0.0002,0.4305,0.0574
nld,eng,59.88,11,19,0.206613032,14545,1472,9.881114130434783,0.0961556319999999,0.241269561,0.3617538266736734,0.6,0.4941,0.5249,0.5687,0.4861,0.021
nld,fin,38.17,26,4,0.1559101759999999,13581,1472,9.226222826086955,0.302519355,0.241269561,0.0644472212536734,1.0,0.6121,0.5635,0.5687,0.4561,0.0919
nld,bul,59.18,16,14,0.122668199,10022,1472,6.8084239130434785,0.201446082,0.241269561,0.0272441540369483,0.8571,0.4963,0.5386,0.6162,0.5097,0.0886
nld,slv,59.34,15,15,0.165635222,9290,1472,6.311141304347826,0.237767323,0.241269561,0.0002107105321023,0.8333,0.5047,0.4804,0.0002,0.4622,0.0477
nld,slk,51.54,20,10,0.10259924,9543,1472,6.483016304347826,0.261917468,0.241269561,0.0073239775245166,0.8333,0.6338,0.6389,0.0002,0.6068,0.0525
nld,ron,59.5,13,17,0.2288922289999999,8795,1472,5.974864130434782,0.167303215,0.241269561,0.093986020519904,0.8889,0.5525,0.5354,0.6409999999999999,0.4679,0.0761
nld,hrv,59.44,14,16,0.1529484569999999,7832,1472,5.320652173913044,0.216688845,0.241269561,0.0103796806104846,0.875,0.7578,0.5673,0.0002,0.4766,0.0574
nld,ara,32.16,28,2,0.104809477,6984,1472,4.744565217391305,0.1033986809999999,0.241269561,0.3265427359805373,1.0,0.6338,0.6389,0.0002,0.6068,1.0
nld,lav,56.87,17,13,0.127663337,6475,1472,4.398777173913044,0.268650981,0.241269561,0.0128797331689504,0.75,0.5737,0.7938,0.5922,0.6068,0.0676
nld,heb,41.96,24,6,0.125232075,5725,1472,3.889266304347826,0.117344567,0.241269561,0.2638230550393133,1.0,0.5946,0.5807,0.0002,0.5448,0.1682
nld,ukr,59.52,12,18,0.129652551,5090,1472,3.457880434782609,0.31926283,0.241269561,0.1044982889488551,0.8333,0.4663,0.4629999999999999,0.0002,0.4527,0.0721
nld,ind,45.42,22,8,0.163115551,5036,1472,3.421195652173913,0.197096308,0.241269561,0.0335207477091608,1.0,0.5901,0.5696,0.5687,0.4829,0.5823
nld,dan,61.43,8,22,0.217222173,4947,1472,3.360733695652174,0.203165045,0.241269561,0.0249429508688513,0.5714,0.467,0.7087,0.0002,0.6068,0.0215
nld,swe,61.29,9,21,0.200070728,4807,1472,3.265625,0.193727962,0.241269561,0.0388277747181815,0.5714,0.3625,0.4276,0.0002,0.46,0.0578
nld,zho,39.7,25,5,0.130934489,4497,1472,3.0550271739130435,0.178585916,0.241269561,0.0674999446597657,1.0,0.6338,0.6389,0.0002,0.6068,1.0
por,ces,56.4,20,10,0.299517951,114304,1681,67.99762046400951,0.091965586,0.234453318,0.3693534678962779,0.8571,0.5710000000000001,0.4985,0.0002,0.4431,0.0859
por,rus,64.66,11,19,0.145046406,55398,1681,32.955383700178466,0.123916395,0.234453318,0.2222808124432115,0.8,0.4995,0.5246,0.6162,0.47,0.2778
por,nor,66.28,7,23,0.230400269,34170,1681,20.327186198691255,0.106159434,0.234453318,0.2994326404224219,0.8333,0.5702,0.7396,0.0002,0.6328,0.1109
por,spa,76.78,1,29,0.57409406,31546,1681,18.76621058893516,0.0791871859999999,0.234453318,0.4385717980764162,0.1538,0.3983,0.4921,0.5922,0.4797,0.0156
por,kor,22.55,29,1,0.132791328,30426,1681,18.09994051160024,0.294432976,0.234453318,0.0654478227778703,1.0,0.7008,0.6299,0.6409999999999999,0.5185,0.4962
por,est,44.63,24,6,0.154135789,23460,1681,13.955978584176084,0.221928097,0.234453318,0.0028540266780772,1.0,0.5122,0.7090000000000001,0.0002,0.6328,0.1341
por,pol,47.94,22,8,0.166846536,22646,1681,13.471743010113029,0.223329008,0.234453318,0.0022513001434927,0.8333,0.422,0.4844,0.6162,0.4584,0.1016
por,nld,65.74,9,21,0.252943857,19452,1681,11.571683521713268,0.133302703,0.234453318,0.186133390687975,0.9,0.4863,0.4276,0.0002,0.3863,0.0653
por,lat,43.7,25,5,0.093316066,17140,1681,10.196311719214751,0.158874645,0.234453318,0.1039167984436046,0.1667,0.6257,0.7703,0.0002,0.6328,0.0686
por,fra,75.88,2,28,0.34765091,16032,1681,9.53718024985128,0.118520741,0.234453318,0.2445108935457341,0.4375,0.4643,0.4704,0.5456,0.3947,0.0411
por,deu,64.01,12,18,0.179365422,14613,1681,8.693039857227841,0.187631727,0.234453318,0.0398822422703756,0.8571,0.5339,0.5185,0.5456,0.4343,0.0745
por,hin,30.37,27,3,0.1057390219999999,14963,1681,8.901249256395003,0.060393443,0.234453318,0.5511687270697662,0.875,0.5821,0.5451,0.5922,0.477,0.3738
por,cat,72.99,4,26,0.420869607,14832,1681,8.823319452706722,0.074013319,0.234453318,0.4682874669223663,0.0909,0.4327,0.4069,0.6162,0.2848,0.0313
por,ita,74.55,3,27,0.3133079119999999,13685,1681,8.14098750743605,0.102554534,0.234453318,0.3164964308924257,0.3,0.298,0.3309,0.0002,0.351,0.069
por,eng,68.22,6,24,0.234333405,14545,1681,8.65258774538965,0.0961556319999999,0.234453318,0.3479501760119854,0.9,0.4734,0.484,0.5687,0.4235,0.0621
por,fin,29.35,28,2,0.158140873,13581,1681,8.079119571683522,0.302519355,0.234453318,0.0842845872494934,1.0,0.5168,0.5237,0.5687,0.4539999999999999,0.1571
por,bul,66.18,8,22,0.135045687,10022,1681,5.96192742415229,0.201446082,0.234453318,0.01982008671231,0.8571,0.3389,0.4385,0.6162,0.4276,0.119
por,slv,61.97,13,17,0.167494064,9290,1681,5.526472337894111,0.237767323,0.234453318,0.0001997991112604,0.8333,0.4421,0.3827,0.0002,0.3356,0.0789
por,slk,56.99,19,11,0.170515864,9543,1681,5.676977989292088,0.261917468,0.234453318,0.0137220677178468,0.8333,0.6128,0.6463,0.0002,0.6328,0.0963
por,ron,69.52,5,25,0.351392186,8795,1681,5.232004759071981,0.167303215,0.234453318,0.0820314899448396,0.3333,0.3757,0.4448,0.6409999999999999,0.4225,0.115
por,hrv,58.04,17,13,0.19020553,7832,1681,4.659131469363474,0.216688845,0.234453318,0.0057410574120414,0.875,0.7699,0.5274,0.0002,0.3806,0.0861
por,ara,47.43,23,7,0.084370578,6984,1681,4.154669839381321,0.1033986809999999,0.234453318,0.3124582651502401,1.0,0.6128,0.6463,0.0002,0.6328,1.0
por,lav,56.0,21,9,0.137204115,6475,1681,3.851873884592505,0.268650981,0.234453318,0.0212755154124792,0.75,0.5713,0.7776,0.5922,0.6328,0.1301
por,heb,57.59,18,12,0.13243159,5725,1681,3.405710886377157,0.117344567,0.234453318,0.2494973468306835,1.0,0.4554,0.5389,0.0002,0.5958,0.1833
por,ukr,61.14,15,15,0.137707749,5090,1681,3.027959547888162,0.31926283,0.234453318,0.1308507938994225,0.8333,0.4412,0.4225,0.0002,0.4048,0.1164
por,ind,61.01,16,14,0.16368084,5036,1681,2.9958358120166566,0.197096308,0.234453318,0.0253881731010627,1.0,0.4788,0.4951,0.5687,0.4158,0.6254
por,dan,64.76,10,20,0.166750606,4947,1681,2.9428911362284356,0.203165045,0.234453318,0.0178094463291403,0.8571,0.5895,0.7501,0.0002,0.6328,0.0867
por,swe,61.47,14,16,0.14734873,4807,1681,2.8596073765615704,0.193727962,0.234453318,0.0301728971353833,0.8571,0.4744,0.4869,0.0002,0.493,0.1231
por,zho,38.79,26,4,0.12638799,4497,1681,2.6751933372992265,0.178585916,0.234453318,0.0567811501298797,1.0,0.6128,0.6463,0.0002,0.6328,1.0
lat,ces,34.87,17,13,0.071251153,114304,1260,90.71746031746032,0.091965586,0.365410546,0.5599866733266483,0.8571,0.5463,0.7240000000000001,0.0002,0.6784,0.0454
lat,rus,35.8,9,21,0.001845149,55398,1260,43.96666666666667,0.123916395,0.365410546,0.436768268125641,0.8,0.6649,0.7761,0.6162,0.688,0.2255
lat,nor,35.52,11,19,0.116315379,34170,1260,27.11904761904762,0.106159434,0.365410546,0.503360464001041,0.8333,0.47,0.47,0.0002,0.0,0.1009
lat,spa,36.14,7,23,0.097438081,31546,1260,25.036507936507935,0.0791871859999999,0.365410546,0.6135472258597676,0.6154,0.6920000000000001,0.7945,0.5922,0.6832,0.0573
lat,kor,10.18,29,1,0.000567738,30426,1260,24.14761904761905,0.294432976,0.365410546,0.0377294173846647,1.0,0.7323,0.8216,0.6409999999999999,0.6737,0.4515
lat,est,32.05,22,8,0.07969626,23460,1260,18.61904761904762,0.221928097,0.365410546,0.1541826149229524,1.0,0.7219,0.7219,0.0002,0.0,0.1043
lat,pol,37.2,4,26,0.016251508,22646,1260,17.97301587301587,0.223329008,0.365410546,0.1511865458071628,0.8333,0.5587,0.7335,0.6162,0.6597,0.0599
lat,nld,33.02,21,9,0.0630189479999999,19452,1260,15.438095238095238,0.133302703,0.365410546,0.4034757865024531,0.9,0.575,0.76,0.0002,0.6068,0.0627
lat,por,36.86,5,25,0.088638138,19763,1260,15.684920634920635,0.095460698,0.365410546,0.5457629129513049,0.6667,0.6257,0.7703,0.0002,0.6328,0.0686
lat,fra,35.25,14,16,0.167340856,16032,1260,12.723809523809525,0.118520741,0.365410546,0.4565035496683721,0.6875,0.7061,0.8265,0.5456,0.6025,0.0532
lat,deu,35.55,10,20,0.0549286779999999,14613,1260,11.597619047619048,0.187631727,0.365410546,0.2366997935652907,0.8571,0.6307,0.7836,0.5456,0.6153,0.0375
lat,hin,23.4,27,3,0.0,14963,1260,11.875396825396823,0.060393443,0.365410546,0.696764843310528,0.875,0.7019,0.8366,0.5922,0.5363,0.3061
lat,cat,35.35,13,17,0.084380101,14832,1260,11.771428571428572,0.074013319,0.365410546,0.6359290649724375,0.5455,0.501,0.7382,0.6162,0.6461,0.0374
lat,ita,37.74,3,27,0.143070045,13685,1260,10.86111111111111,0.102554534,0.365410546,0.5174562950757358,0.5,0.5215,0.6918,0.0002,0.6737,0.0064
lat,eng,34.38,18,12,0.057696402,14545,1260,11.543650793650794,0.0961556319999999,0.365410546,0.5429566063049449,0.9,0.6877,0.8146,0.5687,0.5983,0.0794
lat,fin,30.86,24,6,0.031154638,13581,1260,10.778571428571428,0.302519355,0.365410546,0.0296222118806252,1.0,0.6833,0.8016,0.5687,0.6506,0.1336
lat,bul,36.48,6,24,0.000141935,10022,1260,7.953968253968254,0.201446082,0.365410546,0.2013433604770541,0.8571,0.6321,0.7816,0.6162,0.6416,0.0521
lat,slv,39.77,1,29,0.074089845,9290,1260,7.373015873015873,0.237767323,0.365410546,0.1220206597337923,0.8333,0.5959,0.7495,0.0002,0.669,0.0259
lat,slk,35.43,12,18,0.015541835,9543,1260,7.5738095238095235,0.261917468,0.365410546,0.0802158985385471,0.8333,0.6555,0.8043,0.0002,0.0,0.0444
lat,ron,35.03,16,14,0.070470513,8795,1260,6.98015873015873,0.167303215,0.365410546,0.2939266328444695,0.4444,0.5787,0.7467,0.6409999999999999,0.6552,0.0531
lat,hrv,39.27,2,28,0.034348165,7832,1260,6.215873015873016,0.216688845,0.365410546,0.1656481285027413,0.875,0.8099,0.9407,0.0002,0.6832,0.0254
lat,ara,27.11,26,4,0.0,6984,1260,5.542857142857143,0.1033986809999999,0.365410546,0.5141380693901703,1.0,0.6555,0.8043,0.0002,0.0,1.0
lat,lav,33.89,19,11,0.019445036,6475,1260,5.138888888888889,0.268650981,0.365410546,0.0701173767880474,0.75,0.7376,0.7755,0.5922,0.0,0.093
lat,heb,27.85,25,5,0.0,5725,1260,4.5436507936507935,0.117344567,0.365410546,0.4608634425992694,1.0,0.6152,0.7168,0.0002,0.7028,0.1167
lat,ukr,35.91,8,22,0.000709673,5090,1260,4.0396825396825395,0.31926283,0.365410546,0.0159491766426913,0.8333,0.6321,0.7571,0.0002,0.6737,0.0583
lat,ind,31.68,23,7,0.018948265,5036,1260,3.996825396825397,0.197096308,0.365410546,0.2121678405143764,1.0,0.6717,0.8026,0.5687,0.669,0.5572
lat,dan,33.38,20,10,0.058051238,4947,1260,3.926190476190476,0.203165045,0.365410546,0.1971438216785718,0.8571,0.716,0.716,0.0002,0.0,0.0729
lat,swe,35.14,15,15,0.026328862,4807,1260,3.8150793650793657,0.193727962,0.365410546,0.2207447218101908,0.8571,0.6247,0.7852,0.0002,0.6153,0.1009
lat,zho,22.15,28,2,0.000496771,4497,1260,3.5690476190476192,0.178585916,0.365410546,0.2614003153522926,1.0,0.6555,0.8043,0.0002,0.0,1.0
fra,ces,58.03,20,10,0.219161677,114304,416,274.7692307692308,0.091965586,0.327345309,0.5170420341275426,0.8571,0.6362,0.5761,0.5456,0.4713,0.0489
fra,rus,66.57,11,19,0.135329341,55398,416,133.16826923076923,0.123916395,0.327345309,0.3862007545127091,0.8,0.5052,0.497,0.3333,0.5152,0.2382
fra,nor,70.27,7,23,0.29510978,34170,416,82.13942307692308,0.106159434,0.327345309,0.4565649155254536,0.8333,0.6111,0.7746,0.5456,0.6025,0.0715
fra,spa,80.06,1,29,0.407285429,31546,416,75.83173076923077,0.0791871859999999,0.327345309,0.5747046986611308,0.3077,0.4148,0.5083,0.4788,0.5804,0.0438
fra,kor,23.55,29,1,0.129041916,30426,416,73.13942307692308,0.294432976,0.327345309,0.0101089277734307,1.0,0.6903,0.5853,0.5804,0.4804,0.4552
fra,est,48.0,24,6,0.184131737,23460,416,56.39423076923077,0.221928097,0.327345309,0.103707653715599,1.0,0.5868,0.7619,0.5456,0.6025,0.093
fra,pol,55.9,22,8,0.135329341,22646,416,54.4375,0.223329008,0.327345309,0.1009695841396783,0.8333,0.5579999999999999,0.5198,0.3333,0.5239,0.063
fra,nld,66.58,10,20,0.275449102,19452,416,46.75961538461539,0.133302703,0.327345309,0.3513839769224987,0.9,0.5127,0.4628,0.5456,0.3411,0.0247
fra,por,80.01,2,28,0.29261477,19763,416,47.50721153846154,0.095460698,0.327345309,0.5018011034868977,0.4,0.4643,0.4704,0.5456,0.3947,0.0411
fra,lat,47.64,25,5,0.136726547,17140,416,41.20192307692308,0.158874645,0.327345309,0.2648721713539992,0.1667,0.7061,0.8265,0.5456,0.6025,0.0532
fra,deu,65.88,15,15,0.204091816,14613,416,35.12740384615385,0.187631727,0.327345309,0.1821650306778041,0.8571,0.4632,0.4053,0.2617,0.3886,0.0388
fra,hin,33.18,28,2,0.109381238,14963,416,35.96875,0.060393443,0.327345309,0.6650490516784698,0.875,0.5796,0.4918,0.2677,0.4618,0.3439
fra,cat,76.2,4,26,0.40259481,14832,416,35.65384615384615,0.074013319,0.327345309,0.5989186347827036,0.1818,0.5771,0.466,0.3333,0.4096,0.0343
fra,ita,78.64,3,27,0.320858283,13685,416,32.89663461538461,0.102554534,0.327345309,0.4715684333817519,0.3,0.55,0.5283,0.5456,0.4379,0.0497
fra,eng,72.79,5,25,0.200598802,14545,416,34.96394230769231,0.0961556319999999,0.327345309,0.4987979191890204,0.9,0.4569,0.4635,0.427,0.4753,0.0297
fra,fin,36.21,27,3,0.176646707,13581,416,32.64663461538461,0.302519355,0.327345309,0.0057517453406776,1.0,0.5429,0.4538,0.3277,0.3996,0.1165
fra,bul,67.5,9,21,0.126946108,10022,416,24.091346153846153,0.201446082,0.327345309,0.1479223793516128,0.8571,0.501,0.4735,0.3333,0.4788,0.0927
fra,slv,66.08,13,17,0.188722555,9290,416,22.33173076923077,0.237767323,0.327345309,0.0748842258490774,0.8333,0.5798,0.5521,0.5456,0.4688,0.0492
fra,slk,61.13,18,12,0.135329341,9543,416,22.939903846153847,0.261917468,0.327345309,0.039949646050096,0.8333,0.5721,0.5862,0.5456,0.6025,0.062
fra,ron,71.01,6,24,0.302894212,8795,416,21.141826923076923,0.167303215,0.327345309,0.2390320889081962,0.3333,0.5259,0.4671,0.3918,0.4336,0.0841
fra,hrv,66.05,14,16,0.168662675,7832,416,18.826923076923077,0.216688845,0.327345309,0.114272395942994,0.875,0.7896,0.623,0.5456,0.483,0.0586
fra,ara,49.79,23,7,0.090319361,6984,416,16.78846153846154,0.1033986809999999,0.327345309,0.4680333626468142,1.0,0.5721,0.5862,0.5456,0.6025,1.0
fra,lav,60.06,19,11,0.15489022,6475,416,15.564903846153848,0.268650981,0.327345309,0.0321499295813702,0.75,0.5127,0.6649,0.3862,0.6025,0.0895
fra,heb,56.62,21,9,0.119860279,5725,416,13.76201923076923,0.117344567,0.327345309,0.4115564525532801,1.0,0.4676,0.5812,0.5456,0.6082,0.1678
fra,ukr,64.3,17,13,0.133632735,5090,416,12.235576923076923,0.31926283,0.327345309,0.0006096448738773,0.8333,0.501,0.5182,0.5456,0.4596,0.0828
fra,ind,64.34,16,14,0.160279441,5036,416,12.10576923076923,0.197096308,0.327345309,0.1583202834011268,1.0,0.557,0.499,0.427,0.4688,0.5959
fra,dan,68.62,8,22,0.245409182,4947,416,11.891826923076923,0.203165045,0.327345309,0.1439106431996659,0.8571,0.494,0.716,0.5456,0.6025,0.0458
fra,swe,66.32,12,18,0.2004990019999999,4807,416,11.555288461538462,0.193727962,0.327345309,0.1666147499361399,0.8571,0.4441,0.5108,0.5456,0.4845,0.0823
fra,zho,42.02,26,4,0.12245509,4497,416,10.810096153846152,0.178585916,0.327345309,0.2065173539088617,1.0,0.5721,0.5862,0.5456,0.6025,1.0
deu,ces,59.93,11,19,0.188386471,114304,977,116.99488229273284,0.091965586,0.329130804,0.5192361636628795,0.8571,0.5539,0.5452,0.5456,0.4728,0.0117
deu,rus,63.85,5,25,0.137653049,55398,977,56.7021494370522,0.123916395,0.329130804,0.3887573751050374,0.8,0.4204,0.4636,0.3333,0.5184,0.2039
deu,nor,63.88,4,26,0.246393502,34170,977,34.974411463664275,0.106159434,0.329130804,0.4589455288647805,0.5,0.5422,0.7375,0.5456,0.6153,0.0636
