task_lang,transfer_lang,accuracy,f1_score,transfer_language,genetic,geographic,syntactic,phonological,inventory,featural,hyper_genetic,scriptural,islands
ozum1235,mand1415,0.3243243243243243,0.2641630341388211,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.2026732,0.4848,0.14954145413045972
imbo1238,mand1415,0.1351351351351351,0.0831634202420719,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.203375,0.4848,0.14954145413045972
anka1246,mand1415,0.1711711711711711,0.05003465003465,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1073706,0.4848,0.14954145413045972
domb1246,mand1415,0.1801801801801801,0.1109738887516665,cmn,0.9791,0.6,0.57,0.5687,0.624,0.6,3.119269,0.4848,0.14954145413045972
sanj1284,mand1415,0.2882882882882883,0.1964440309034903,cmn,1.0,0.6,0.84,0.805,0.5332,0.7,3.129604,0.4848,0.11174888780843417
siro1249,mand1415,0.3333333333333333,0.2277785807197572,cmn,1.0,0.3,0.71,0.5687,0.624,0.8,3.2625706,0.4848,0.14896737976979468
mama1271,mand1415,0.2972972972972973,0.1785327593263188,cmn,1.0,0.6,0.57,0.5687,0.5706,0.7,3.0595775,0.4848,0.12014051504108547
sout2869,mand1415,0.1891891891891892,0.1014610297629165,cmn,1.0,0.4,0.57,0.5687,0.624,0.6,3.1986375,0.4848,0.15544063661241014
gwic1235,mand1415,0.2181818181818181,0.1159365172237255,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1662645,0.4848,0.14954145413045972
tatu1247,mand1415,0.2612612612612612,0.1765265265265265,cmn,1.0,0.8,0.57,0.5687,0.6377,0.8,3.1983426,0.4848,0.1260119361080485
yele1255,mand1415,0.3055555555555556,0.1910095579450418,cmn,0.9791,0.3,0.77,0.6373,0.624,0.8,3.0608368,0.4848,0.15006060065137794
esee1247,mand1415,0.2727272727272727,0.1649848604057888,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.04758,0.4848,0.1520162701857961
kuan1248,mand1415,0.2612612612612612,0.2095990293656731,cmn,1.0,0.3,0.66,0.5687,0.624,0.8,3.1128888,0.4848,0.11350968474042344
dawa1242,mand1415,0.2612612612612612,0.1242690058479532,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2918408,0.4848,0.14954145413045972
ambu1247,mand1415,0.209090909090909,0.1229796618475863,cmn,1.0,0.3,0.58,0.5687,0.5822,0.6,3.1353428,0.4848,0.12283387441989335
isth1238,mand1415,0.2844036697247706,0.1840223996187299,cmn,1.0,0.6,0.76,0.5687,0.624,0.9,3.259392,0.4848,0.13851327940693703
manx1243,mand1415,0.2432432432432432,0.1393935952759482,cmn,1.0,0.4,0.84,0.5687,0.624,0.9,3.2695491,0.4825,0.1517250811305333
mapu1245,mand1415,0.2702702702702703,0.1676585676585676,cmn,1.0,1.0,0.61,0.5032,0.528,0.6,3.1179361,0.4848,0.12467825671591648
dedu1240,mand1415,0.2660550458715596,0.1814305130818892,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.1560836,0.4848,0.14526893673239694
taba1268,mand1415,0.2792792792792792,0.22006006006006,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2692847,0.4848,0.14662357509454937
esee1248,mand1415,0.2252252252252252,0.1391826609217913,cmn,1.0,0.8,0.75,0.8632,0.6238,0.7,3.1373508,0.4848,0.13226303717512422
kose1239,mand1415,0.2162162162162162,0.1295994789970693,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,,0.4848,0.14526893673239694
arua1260,mand1415,0.2272727272727272,0.1513187567408569,cmn,1.0,0.3,0.85,0.5687,0.624,0.9,3.2491825,0.4848,0.14579074727202412
bugh1239,mand1415,0.2612612612612612,0.1808753357536182,cmn,1.0,0.4,0.57,0.5687,0.624,0.6,3.20715,0.4848,0.12417983155171619
apur1254,mand1415,0.2432432432432432,0.1545489611527347,cmn,1.0,0.8,0.71,0.7012,0.6635,0.7,3.2068017,0.4848,0.15586193767000855
ring1244,mand1415,0.3478260869565217,0.2575957556935818,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1655903,0.4848,0.14954145413045972
konk1269,mand1415,0.3153153153153153,0.2165568942721946,cmn,1.0,0.6,0.57,0.5687,0.6284,0.7,3.1606166,0.4848,0.13209503463144867
nort2945,mand1415,0.1727272727272727,0.0982329561276929,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.155,,0.115432281159771
idun1242,mand1415,0.209090909090909,0.108567041502958,cmn,1.0,0.3,0.69,0.5687,0.624,0.8,3.1303134,0.4848,0.10270306115924088
bete1262,mand1415,0.3063063063063063,0.2060183914105084,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.1485248,0.4848,0.14954145413045972
sanm1295,mand1415,0.2882882882882883,0.1967442663094837,cmn,1.0,0.6,0.73,0.4816,0.6188,0.6,3.1366212,0.4848,0.1291645070131302
port1283,mand1415,0.4504504504504504,0.3900662567329234,cmn,1.0,0.5,0.59,0.5687,0.5869,0.6,3.084739,0.4848,0.1306806165266654
ngin1244,mand1415,0.2162162162162162,0.1292481447839723,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.2793956,0.4848,0.14954145413045972
nden1248,mand1415,0.2522522522522522,0.1870505924559978,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.2795184,0.4848,0.13021779652554877
lite1248,mand1415,0.4954954954954955,0.4135941092636628,cmn,0.3332999944686889,1.0,0.57,0.5687,0.624,0.6,2.9394598,0.631,0.14954145413045972
east2555,mand1415,0.2342342342342342,0.1534940763121204,cmn,1.0,0.9,0.9,0.5687,0.644,0.7,3.1496463,0.4848,0.13820628920960454
cent2084,mand1415,0.3055555555555556,0.1848466981132075,cmn,1.0,0.1,0.69,0.5687,0.624,0.8,3.268502,0.4848,0.12698010761556944
mans1262,mand1415,0.2882882882882883,0.2045839069192519,cmn,1.0,0.2,0.81,1.0,0.624,0.9,3.2647555,0.4848,0.11731786923646448
yape1248,mand1415,0.2792792792792792,0.1937778900395722,cmn,1.0,0.2,0.73,0.5609,0.6034,0.6,3.2705064,0.4848,0.152879474805663
stan1295,mand1415,0.4504504504504504,0.3927776543707423,cmn,1.0,0.4,0.6,0.3277,0.5902,0.6,3.1794698,0.4848,0.12895901151922773
kaqc1270,mand1415,0.2522522522522522,0.1977806683689036,cmn,1.0,0.7,0.79,0.5687,0.624,0.9,3.2835765,0.4848,0.1306882299544242
cuib1242,mand1415,0.2072072072072072,0.1040629562368692,cmn,1.0,0.7,0.79,0.5687,0.6376,0.7,3.0667489,0.4848,0.13858420192910204
gira1247,mand1415,0.2702702702702703,0.1638430574600787,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.2295554,0.4848,0.12428894617138675
bugu1246,mand1415,0.2252252252252252,0.1228381918433672,cmn,0.8136000037193298,0.1,0.57,0.5687,0.624,0.6,3.0271041,0.4848,0.13161769356864295
kank1243,mand1415,0.3693693693693693,0.2963873962006355,cmn,1.0,0.1,0.57,0.5687,0.624,0.6,3.1531546,0.4848,0.14325514344745227
nucl1417,mand1415,0.2162162162162162,0.1307421282668807,cmn,1.0,0.6,0.71,0.427,0.6285,0.6,3.008365,0.4848,0.1386405705011967
high1242,mand1415,0.1801801801801801,0.0973942886986365,cmn,1.0,0.6,1.0,0.5687,0.624,1.0,3.1569483,0.4848,0.15354140321081988
buam1238,mand1415,0.2972972972972973,0.2083435464648415,cmn,1.0,0.6,0.75,0.805,0.6629,0.7,3.201497,0.4848,0.12544303373351984
bret1244,mand1415,0.3423423423423423,0.2523328429304828,cmn,1.0,0.4,0.73,0.3433,0.5707,0.6,3.1499984,0.4825,0.12275762117177624
pich1237,mand1415,0.2072072072072072,0.1138805204563023,cmn,1.0,0.8,0.84,0.5687,0.6109,0.7,3.2550035,0.4848,0.14600978270258635
poqo1254,mand1415,0.3423423423423423,0.2666535006960539,cmn,1.0,0.7,0.79,0.5687,0.624,0.9,3.2263923,0.4848,0.14634792477518166
cham1315,mand1415,0.2252252252252252,0.1623846068290512,cmn,1.0,0.9,0.57,0.5687,0.6689,0.8,3.1168013,0.4848,0.14301689992736444
pula1262,mand1415,0.2252252252252252,0.134718051384718,cmn,1.0,0.6,1.0,0.5687,0.6005,0.7,3.1137984,0.357,0.15748265495373426
gwah1244,mand1415,0.2,0.1685111379848221,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.0879204,0.4848,0.14526893673239694
cebu1242,mand1415,0.3423423423423423,0.2833404833404833,cmn,1.0,0.2,0.83,0.5687,0.5694,0.7,3.1111991,0.4848,0.10682741804122287
saka1283,mand1415,0.2612612612612612,0.1533473628068223,cmn,0.8690999746322632,0.1,0.57,0.5687,0.624,0.6,3.1622689,0.4848,0.14954145413045972
masb1238,mand1415,0.3783783783783784,0.321925826430331,cmn,1.0,0.2,0.57,0.5687,0.624,0.6,3.2866259,0.4848,0.11734106400749222
tawa1275,mand1415,0.2342342342342342,0.1418501835168502,cmn,1.0,0.3,0.65,0.5687,0.624,0.8,3.1387115,0.4848,0.1171678824149458
dawr1236,mand1415,0.1711711711711711,0.05003465003465,cmn,1.0,0.4,0.79,0.805,0.624,0.9,3.227503,0.4522,0.12400132269085995
ozol1235,mand1415,0.2792792792792792,0.19937927811929,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.1514578,0.4848,0.14954145413045972
enga1252,mand1415,0.2612612612612612,0.1581785672260345,cmn,1.0,0.3,0.76,0.8632,0.624,0.9,3.021558,0.4848,0.12294463804117817
kara1500,mand1415,0.2547169811320754,0.1474965512858376,cmn,1.0,0.8,0.65,0.5687,0.7395,0.7,3.0750678,0.4848,0.15414839924341484
thai1261,mand1415,0.2162162162162162,0.1289507482689301,cmn,1.0,0.2,0.6,0.39,0.5984,0.6,3.1697655,0.7416,0.1143343828153287
nalc1240,mand1415,0.2660550458715596,0.1911312858368237,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1913574,0.4848,0.13382011126360083
hait1244,mand1415,0.2522522522522522,0.1908613158613158,cmn,1.0,0.7,0.73,0.5687,0.624,0.8,3.1999657,0.4848,0.22686513581286005
lati1261,mand1415,0.3873873873873873,0.3427729540159194,cmn,1.0,0.4,0.66,0.5687,0.624,0.8,3.1224988,0.4848,0.1239844107030601
labe1239,mand1415,0.1981981981981982,0.1577747063028322,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2907052,0.4848,0.11958400403758107
dhao1237,mand1415,0.2844036697247706,0.1905556368816515,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2424273,0.4848,0.11410100481320351
viet1252,mand1415,0.5585585585585585,0.5039667030768255,cmn,1.0,0.1,0.61,0.3277,0.606,0.6,3.0901003,0.359,0.11996804035525954
pare1272,mand1415,0.2702702702702703,0.1953554524809831,cmn,1.0,0.9,0.8,0.5687,0.6369,0.7,3.2428083,0.4848,0.13959575957197867
kwar1239,mand1415,0.3333333333333333,0.2760392462812042,cmn,1.0,0.4,0.79,0.5687,0.624,0.9,3.2905076,0.4848,0.11874278600244548
cofa1242,mand1415,0.1351351351351351,0.0800556296403878,cmn,0.9791,0.8,0.79,0.5779,0.6049,0.7,3.1123235,0.4848,0.1415326309116114
rinc1236,mand1415,0.1891891891891892,0.1053949702598351,cmn,1.0,0.6,0.9,0.5687,0.624,0.9,3.1544542,0.4848,0.1522402799450474
high1276,mand1415,0.3513513513513513,0.26705931860792,cmn,1.0,0.6,0.67,0.5687,0.624,0.8,3.2306082,0.4848,0.13854186506088295
hopi1249,mand1415,0.2882882882882883,0.1802635318764351,cmn,1.0,0.5,0.59,0.5207,0.5765,0.6,3.1243892,0.4848,0.09906510509950894
kire1240,mand1415,0.2363636363636363,0.1483370288248337,cmn,1.0,0.3,0.77,0.5687,0.624,0.9,3.1824756,0.4848,0.13407058143415362
huay1241,mand1415,0.1636363636363636,0.0614280456385719,cmn,1.0,0.8,0.79,0.5687,0.624,0.9,3.1644726,0.4848,0.14526893673239694
stan1293,mand1415,0.5045045045045045,0.4672048460517878,cmn,1.0,0.4,0.55,0.39,0.5926,0.6,2.989458,0.5126,0.21073317487603827
mbya1239,mand1415,0.3333333333333333,0.2359359359359359,cmn,1.0,0.9,0.79,0.5687,0.6571,0.7,3.1494672,0.4848,0.12696468462030086
tata1258,mand1415,0.3272727272727272,0.2695796578149519,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2537787,0.4848,0.1281746576281838
hind1269,mand1415,0.4324324324324324,0.3943158934335404,cmn,1.0,0.2,0.54,0.4477,0.5786,0.6,3.1439688,0.5337,0.12320812847095164
baka1277,mand1415,0.2342342342342342,0.1807736206961013,cmn,1.0,0.9,0.8,0.4638,0.618,0.7,3.2208488,0.4848,0.1275860984344619
sanp1260,mand1415,0.2792792792792792,0.2137621180174372,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.217867,0.4848,0.14662357509454937
mana1298,mand1415,0.1909090909090909,0.1282752335383914,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2879596,0.4848,0.15615730715505094
maxa1247,mand1415,0.1363636363636363,0.0755957005957005,cmn,1.0,0.8,0.78,0.7196,0.684,0.7,3.1957443,0.4848,0.11763053450126837
iama1237,mand1415,0.308411214953271,0.1845935263670538,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.174811,0.4848,0.12994595823467647
mend1268,mand1415,0.3153153153153153,0.1896551724137931,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.259835,0.4848,0.1259908391500243
luok1236,mand1415,0.2792792792792792,0.2025667176610572,cmn,1.0,0.5,0.71,0.4054,0.606,0.6,3.2536125,0.4848,0.1334287012500428
beam1240,mand1415,0.2432432432432432,0.1895950333450333,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.148059,0.4848,0.14954145413045972
west2615,mand1415,0.2252252252252252,0.1710354189806244,cmn,1.0,0.5,0.78,0.5687,0.624,0.9,3.286934,0.4848,0.13361589732640655
sout2973,mand1415,0.2432432432432432,0.1776530847469062,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.282554,0.4848,0.14954145413045972
nort2979,mand1415,0.2162162162162162,0.1548340185205283,cmn,1.0,0.8,0.79,0.5687,0.5478,0.7,3.2595563,0.4848,0.10877723540465578
djam1256,mand1415,0.1743119266055046,0.0938970881531711,cmn,1.0,0.3,0.73,0.5687,0.624,0.8,3.2545402,0.4848,0.11479069515441609
ndam1239,mand1415,0.2162162162162162,0.1315309607992534,cmn,1.0,0.5,0.57,0.5687,0.5729,0.7,3.2808247,0.4848,0.16094228338047867
ital1282,mand1415,0.5135135135135135,0.4613603648897766,cmn,1.0,0.4,0.6,0.5687,0.6245,0.6,3.0864084,0.4848,0.13444626391741188
faiw1243,mand1415,0.2522522522522522,0.1364134573951037,cmn,1.0,0.3,0.79,0.5687,0.5996,0.7,3.2007656,0.4848,0.1255234986574314
maiw1251,mand1415,0.2162162162162162,0.1133603603603603,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.0997427,0.4848,0.14954145413045972
urdu1245,mand1415,0.2612612612612612,0.1499615744777035,cmn,1.0,0.2,0.53,0.5687,0.5726,0.6,3.1751213,0.4297,0.10483978734323562
cent1972,mand1415,0.2612612612612612,0.1686964072506241,cmn,1.0,0.3,0.83,0.5687,0.624,0.9,3.078688,0.3245,0.13663898447053502
sout2994,mand1415,0.160377358490566,0.0443319527534898,cmn,1.0,0.9,0.84,0.5879,0.5941,0.7,3.0393856,0.4848,0.16765306088026233
cala1258,mand1415,0.2844036697247706,0.2041812337220488,cmn,1.0,0.2,0.84,0.5687,0.624,0.9,3.2051606,0.5169,0.1517250811305333
kama1367,mand1415,0.2162162162162162,0.1208131208131208,cmn,1.0,0.3,0.76,0.5687,0.6189,0.7,3.158322,0.4848,0.1306277133770225
gunw1252,mand1415,0.2477064220183486,0.1779175946163842,cmn,1.0,0.3,0.7,0.5687,0.6367,0.7,3.079408,0.4848,0.13245823024710524
atam1240,mand1415,0.2882882882882883,0.181818980064594,cmn,1.0,0.2,0.57,0.5687,0.624,0.6,3.2866673,0.4848,0.13019124669246573
yaqu1251,mand1415,0.2882882882882883,0.199408725495682,cmn,1.0,0.5,0.54,0.4054,0.5982,0.6,3.2475162,0.4848,0.14074431579434277
xico1235,mand1415,0.1801801801801801,0.0675453997304391,cmn,1.0,0.6,0.7,0.5687,0.624,0.8,3.115508,0.4848,0.12524077968804503
sout3001,mand1415,0.2522522522522522,0.1947089463981355,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2695515,0.4848,0.14662357509454937
siri1274,mand1415,0.2702702702702703,0.2072268668013348,cmn,1.0,0.8,0.79,0.5687,0.6571,0.7,3.224036,0.4848,0.1629653680245412
safe1240,mand1415,0.2162162162162162,0.1141190798073807,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.1586213,0.4848,0.14526893673239694
caqu1242,mand1415,0.1801801801801801,0.067839932956212,cmn,1.0,0.8,0.84,0.5687,0.6501,0.7,3.2399392,0.4848,0.12769096737710917
baru1267,mand1415,0.2612612612612612,0.1492850648813951,cmn,1.0,0.3,0.75,0.5687,0.624,0.8,3.1000009,0.4848,0.13171985402877318
papa1238,mand1415,0.3783783783783784,0.2951935893112363,cmn,1.0,0.6,0.74,0.614,0.5567,0.6,3.1144135,0.4848,0.1259837565614046
oloo1241,mand1415,0.2545454545454545,0.1539393939393939,cmn,1.0,0.3,0.65,0.805,0.624,0.8,3.195408,0.4848,0.13201689550553586
safw1238,mand1415,0.2252252252252252,0.1545112865867582,cmn,1.0,0.5,0.79,0.805,0.624,0.9,3.1327448,0.4848,0.1484138401437517
taba1266,mand1415,0.1801801801801801,0.0921036198812042,cmn,1.0,0.6,0.58,0.5687,0.5803,0.6,3.179381,0.4848,0.10908951096779818
gela1263,mand1415,0.3333333333333333,0.2361582287041002,cmn,1.0,0.4,0.78,0.5687,0.624,0.9,3.2902155,0.4848,0.12304143392683364
awap1236,mand1415,0.2792792792792792,0.1609256963385404,cmn,1.0,0.3,0.6,0.5687,0.624,0.8,3.1079102,0.4848,0.11943005040290633
kekc1242,mand1415,0.2972972972972973,0.2296242212428697,cmn,1.0,0.7,0.84,0.6421,0.5567,0.7,3.214339,0.4848,0.12086531901962816
abau1245,mand1415,0.2792792792792792,0.1979066777901955,cmn,1.0,0.3,0.77,0.5687,0.6482,0.7,3.1598477,0.4848,0.14262891970223934
tsis1238,mand1415,0.2636363636363636,0.1691750841750842,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.276709,0.4848,0.13594953802832654
pint1250,mand1415,0.1274509803921568,0.0757264511052346,cmn,1.0,0.4,0.57,0.5687,0.624,0.6,3.2623322,0.4848,0.1403910746068755
yoru1245,mand1415,0.2072072072072072,0.1301067843603959,cmn,1.0,0.6,0.65,0.5348,0.6128,0.6,3.0420778,0.3245,0.11661414816824645
elna1235,mand1415,0.2363636363636363,0.1388410502540937,cmn,1.0,0.6,0.79,0.805,0.624,0.9,3.1372511,0.4848,0.13349467970009077
tenh1241,mand1415,0.3272727272727272,0.2685724487609798,cmn,1.0,0.8,0.79,0.5687,0.6769,0.7,3.1498873,0.4848,0.13407031974264405
indo1316,mand1415,0.5405405405405406,0.4762037044438701,cmn,1.0,0.3,0.56,0.39,0.5185,0.5,3.196068,0.3245,0.09665274664216228
guar1292,mand1415,0.2363636363636363,0.1537501369184537,cmn,1.0,0.9,0.79,0.5687,0.6506,0.7,3.2208047,0.4848,0.1401735615773917
texm1235,mand1415,0.2792792792792792,0.1836703580382743,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2691638,0.4848,0.14662357509454937
ngal1291,mand1415,0.2522522522522522,0.1195589528922862,cmn,0.8690999746322632,0.1,0.81,0.5687,0.624,0.9,3.1024878,0.4848,0.14740102452180026
zigu1244,mand1415,0.2252252252252252,0.1418458669612262,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.2271268,0.4848,0.14355814619467333
numa1254,mand1415,0.3063063063063063,0.2108725982619788,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.1339905,0.4848,0.14526893673239694
chav1241,mand1415,0.4594594594594595,0.3707796257796257,cmn,1.0,0.2,0.7,0.5687,0.624,0.8,3.1462452,0.4848,0.21793097772203274
bimi1240,mand1415,0.2612612612612612,0.1815868500079026,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1571763,0.4848,0.14239699757064395
waim1251,mand1415,0.1891891891891892,0.1409399524495072,cmn,1.0,0.3,0.79,0.6502,0.6979,0.7,3.18648,0.4848,0.12573270139698456
egyp1253,mand1415,0.2612612612612612,0.1628147570433919,cmn,1.0,0.4,0.68,0.5096,0.5837,0.6,3.0507352,0.4235,0.15465365077571058
pamp1244,mand1415,0.2612612612612612,0.1615233415233415,cmn,1.0,0.1,0.57,0.5687,0.624,0.6,3.2807786,0.4848,0.14954145413045972
sout2992,mand1415,0.2358490566037736,0.1555105646546423,cmn,1.0,0.8,0.79,0.5687,0.624,0.9,3.252954,0.4848,0.14526893673239694
mala1464,mand1415,0.3153153153153153,0.2539338491634044,cmn,1.0,0.3,0.6,0.5687,0.5742,0.6,3.0773928,0.5337,0.1254563724093356
hame1242,mand1415,0.2702702702702703,0.1501807261807261,cmn,1.0,0.4,0.79,0.4576,0.6196,0.7,3.16066,0.4522,0.14394078665094956
yomb1244,mand1415,0.1891891891891892,0.1023023023023022,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.183062,0.4848,0.14954145413045972
suau1242,mand1415,0.1801801801801801,0.1334088615778756,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.137589,0.4848,0.14954145413045972
amoo1242,mand1415,0.2342342342342342,0.1503674595794462,cmn,1.0,0.5,0.83,0.39,0.6216,0.7,3.2593706,0.4848,0.12798203059361724
holi1239,mand1415,0.2702702702702703,0.2117988179802736,cmn,1.0,0.2,0.57,0.5687,0.624,0.6,3.2253249,0.6333,0.14954145413045972
urub1250,mand1415,0.2272727272727272,0.1738726333907057,cmn,1.0,0.8,0.71,0.5779,0.5982,0.6,3.2080057,0.4848,0.1325249705359588
chic1274,mand1415,0.3063063063063063,0.215087165087165,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2601593,0.4848,0.14662357509454937
achu1248,mand1415,0.2272727272727272,0.1368539011065975,cmn,1.0,0.8,0.8,0.5687,0.5606,0.7,3.136117,0.4848,0.13287125018159596
kand1303,mand1415,0.1944444444444444,0.1216509062253743,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2588542,0.4848,0.14954145413045972
gapa1238,mand1415,0.2072072072072072,0.1186976450134344,cmn,1.0,0.3,0.66,0.5687,0.624,0.8,3.2915468,0.4848,0.11958503441796597
west2721,mand1415,0.2702702702702703,0.1724946713667306,cmn,1.0,0.4,0.76,0.5687,0.624,0.9,3.1649036,,0.13953671117210764
bari1286,mand1415,0.1531531531531531,0.1122799896266729,cmn,1.0,0.3,0.76,0.5687,0.6698,0.7,3.290651,0.4848,0.13887592640744473
sanj1281,mand1415,0.2972972972972973,0.2337353720332443,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.2672071,0.4848,0.14662357509454937
ngaa1240,mand1415,0.209090909090909,0.1337612097766836,cmn,1.0,0.4,0.72,0.5687,0.624,0.8,3.262313,0.4848,0.1436354037347196
toto1305,mand1415,0.2792792792792792,0.2201492633319902,cmn,1.0,0.6,0.79,0.5779,0.6128,0.7,3.217385,0.4848,0.12247516525380919
nkon1248,mand1415,0.2792792792792792,0.1667007710314796,cmn,1.0,0.6,0.77,0.5687,0.6115,0.7,3.2825134,0.4848,0.14114849734115464
dogr1252,mand1415,0.2342342342342342,0.1456694790028123,cmn,1.0,0.4,0.79,0.5687,0.624,0.9,3.243017,0.4848,0.14526893673239694
yate1242,mand1415,0.3063063063063063,0.2545879212545879,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.266645,0.4848,0.14954145413045972
sapo1253,mand1415,0.2522522522522522,0.1503667328910047,cmn,1.0,0.3,0.71,0.5687,0.624,0.8,3.208649,0.4848,0.12234128788074516
sate1243,mand1415,0.1441441441441441,0.1017533524996211,cmn,1.0,0.8,0.57,0.5687,0.6109,0.7,3.1732526,0.4848,0.12185387953778404
guma1253,mand1415,0.1559633027522936,0.0456477959275005,cmn,1.0,0.3,0.76,0.5687,0.624,0.9,3.202303,0.4848,0.14516685348175584
isan1243,mand1415,0.2432432432432432,0.1713131546050138,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.2637243,0.4848,0.14954145413045972
mang1404,mand1415,0.1711711711711711,0.1140496795145751,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.2099512,0.4848,0.11985960180104949
qaqe1238,mand1415,0.2201834862385321,0.1810485698758002,cmn,1.0,0.3,0.93,0.471,0.617,0.7,3.1210642,0.4848,0.11982729931290403
nort2976,mand1415,0.1531531531531531,0.0810563480433075,cmn,1.0,0.9,0.79,0.5687,0.5694,0.7,3.15382,0.4848,0.12561805350980804
ango1254,mand1415,0.1621621621621621,0.0711410498644541,cmn,1.0,0.3,0.78,0.5687,0.624,0.9,3.0844433,0.4848,0.1266712360622554
guer1241,mand1415,0.2252252252252252,0.1242092432568623,cmn,1.0,0.6,0.79,0.5687,0.624,0.9,3.1121674,0.4848,0.12292666514700734
jami1235,mand1415,0.2252252252252252,0.1478266218512832,cmn,1.0,0.6,0.84,0.805,0.624,0.9,3.255393,0.4848,0.1493414168805367
sara1340,mand1415,0.2545454545454545,0.1844570383429986,cmn,1.0,0.7,0.74,0.805,0.624,0.8,3.2152483,0.4848,0.3437087585541252
guay1257,mand1415,0.2545454545454545,0.1897096842551388,cmn,1.0,0.8,0.79,0.5687,0.5855,0.7,3.13472,0.4848,0.13241878818100206
west2624,mand1415,0.2072072072072072,0.111662792736239,cmn,1.0,0.6,0.63,0.5687,0.624,0.8,3.1945271,0.4848,0.11977965128581303
seim1238,mand1415,0.1891891891891892,0.1132141635306192,cmn,1.0,0.3,0.79,0.5687,0.5735,0.7,3.2680736,0.4848,0.11891788190688923
tokp1240,mand1415,0.2792792792792792,0.2121962688000424,cmn,1.0,0.3,0.71,0.5687,0.691,0.7,3.2834167,0.4848,0.25725157983266367
sani1270,mand1415,0.2363636363636363,0.1460149130074565,cmn,1.0,0.3,0.79,0.5687,0.624,0.9,3.1693306,0.4848,0.14526893673239694
melp1238,mand1415,0.3113207547169811,0.1990935307461006,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.1682262,0.4848,0.13308132879189827
nucl1305,mand1415,0.3153153153153153,0.2561520184410866,cmn,1.0,0.2,0.59,0.4638,0.5471,0.6,3.0637567,0.5862,0.1355876420974621
takw1238,mand1415,0.2252252252252252,0.1608852398009024,cmn,1.0,0.5,0.57,0.5687,0.624,0.6,3.2753782,0.4848,0.14954145413045972
ayau1235,mand1415,0.2342342342342342,0.1878206736404593,cmn,1.0,0.6,0.57,0.5687,0.624,0.6,3.2564733,0.4848,0.14954145413045972
huli1244,mand1415,0.2612612612612612,0.1534879474068663,cmn,1.0,0.3,0.57,0.5687,0.624,0.6,3.2079139,0.4848,0.14455468191112408
obom1235,mand1415,0.2612612612612612,0.1439952349043258,cmn,1.0,0.2,0.81,1.0,0.624,0.9,3.12355,0.4848,0.12630260669621596
kaga1256,mand1415,0.2882882882882883,0.1753263467549181,cmn,1.0,0.2,0.8,0.8632,0.624,0.9,3.2842798,0.4848,0.12094431000386485
fili1244,mand1415,0.3963963963963964,0.3624035212595654,cmn,1.0,0.2,0.57,0.5687,0.5479,0.7,3.27296,0.4848,0.11048284476531045
xava1240,mand1415,0.1981981981981982,0.1280193236714975,cmn,1.0,0.8,0.83,0.5687,0.6966,0.8,3.2023902,0.4848,0.16866783513152062
