task_lang,transfer_lang,accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,genetic,syntactic,featural,phonological,inventory,geographic,morphological,hyper_genetic,scriptural,islands
spa,zho,35.92,26,4,0.1058699719999999,4497,2147,2.094550535631113,0.178585916,0.1929523189999999,0.0055436535949045,1.0,0.5659,0.5671,0.4498,0.5941,0.3363,,3.018,0.4848,0.13077679545220122
kor,ces,14.61,16,14,0.125440152,114304,3276,34.89133089133089,0.091965586,0.465899158,0.6441767784799476,1.0,0.6855,0.6329,0.5342,0.6216,0.3125,0.5345,3.074,0.2566,0.12912499975512093
kor,rus,15.6,9,21,0.117398796,55398,3276,16.91025641025641,0.123916395,0.465899158,0.5387962724482416,1.0,0.5945,0.6083,0.5641,0.6511,0.1814,0.5942,3.045,0.4259,0.12234377719130973
kor,nor,15.32,11,19,0.117373823,34170,3276,10.43040293040293,0.106159434,0.465899158,0.5962013335595927,1.0,0.5734,0.5224,0.4477,0.4982,0.2963,,3.111,0.3141,0.12833129089347917
kor,spa,12.19,24,6,0.124441226,31546,3276,9.629426129426127,0.0791871859999999,0.465899158,0.6889558364492705,1.0,0.6615,0.5967,0.5064,0.5505,0.3622,,3.01,0.2566,0.11010686618132348
kor,est,16.17,7,23,0.1167744669999999,23460,3276,7.1611721611721615,0.221928097,0.465899158,0.2742159918986014,1.0,0.6778,0.6204,,,0.2754,0.4838,3.164,,0.08161365972839085
kor,pol,14.86,15,15,0.103438803,22646,3276,6.912698412698413,0.223329008,0.465899158,0.2710758713127536,1.0,0.5892,0.5829,0.4477,0.5633,0.3018,0.6281,3.16,0.2566,0.11345254204081734
kor,nld,14.58,17,13,0.11924681,19452,3276,5.937728937728938,0.133302703,0.465899158,0.509625770154501,1.0,0.6529,0.5966,0.3498,0.5145,0.3235,0.6491,3.074,0.2566,0.12636287993982187
kor,por,13.76,21,9,0.123916789,19763,3276,6.0326617826617825,0.095460698,0.465899158,0.6321909711218328,1.0,0.6185,0.5866,0.3824,0.5185,0.3625,0.6587,3.076,0.2566,0.11430534481450405
kor,lat,13.92,20,10,0.000249732,17140,3276,5.231990231990232,0.158874645,0.465899158,0.434272422356117,1.0,0.605,0.5675,0.4327,0.5026,0.3358,0.5702,3.111,0.2566,0.08709542243256396
kor,fra,12.06,26,4,0.121019904,16032,3276,4.893772893772894,0.118520741,0.465899158,0.5559321781923584,1.0,0.7128,0.6132,0.4745,0.4804,0.3381,0.5903,3.092,0.2566,0.12615929423823125
kor,deu,17.39,3,27,0.120870065,14613,3276,4.460622710622711,0.187631727,0.465899158,0.3567310449798401,1.0,0.5574,0.5371,0.5049,0.5227,0.3199,,3.182,0.2566,0.12088396056677297
kor,hin,22.94,1,29,0.062133207,14963,3276,4.567460317460317,0.060393443,0.465899158,0.7575479155122635,1.0,0.5316,0.5515,0.5469,0.558,0.1976,0.5587,3.139,0.4891,0.11090415616348515
kor,cat,12.69,23,7,0.1216442319999999,14832,3276,4.527472527472527,0.074013319,0.465899158,0.7075144098004392,1.0,0.6276,0.592,0.4477,0.5198,0.3515,0.658,3.023,0.2566,0.09796137530112103
kor,ita,12.19,24,6,0.119596434,13685,3276,4.177350427350428,0.102554534,0.465899158,0.6082100981557959,1.0,0.6258,0.6127,0.4601,0.5861,0.3328,0.6587,3.078,0.2566,0.10604920144181418
kor,eng,16.31,5,25,0.1219189369999999,14545,3276,4.43986568986569,0.0961556319999999,0.465899158,0.6298212446473307,1.0,0.6345,0.5951,0.4788,0.4866,0.3292,0.6965,2.996,0.3141,0.22209485137944796
kor,fin,17.88,2,28,0.1170491719999999,13581,3276,4.145604395604396,0.302519355,0.465899158,0.1229738825851344,1.0,0.6166,0.5207,0.4477,0.3638,0.2641,0.4838,3.148,0.2566,0.08839352682165014
kor,bul,14.06,18,12,0.116025273,10022,3276,3.059218559218559,0.201446082,0.465899158,0.3221909925003948,1.0,0.6156,0.5874,0.5641,0.5671,0.3077,,3.064,0.2566,0.11536244991255362
kor,slv,15.27,12,18,0.1129286019999999,9290,3276,2.835775335775336,0.237767323,0.465899158,0.2397661868239756,1.0,0.6256,0.6088,0.5342,0.55,0.3214,0.6664,3.076,0.2566,0.11112721760093247
kor,slk,14.9,14,16,0.1026396619999999,9543,3276,2.913003663003663,0.261917468,0.465899158,0.1916895863003541,1.0,,,,,0.3089,,3.244,0.2566,0.13887482868713175
kor,ron,13.98,19,11,0.118647454,8795,3276,2.6846764346764345,0.167303215,0.465899158,0.4107560362133504,1.0,0.6225,0.5911,0.5641,0.5696,0.3029,,3.06,0.2566,0.11329732782248592
kor,hrv,15.65,8,22,0.119321729,7832,3276,2.3907203907203907,0.216688845,0.465899158,0.2861199695521397,1.0,0.6316,0.5968,0.5,0.5505,0.3201,0.6035,3.285,0.2566,0.10412026247122985
kor,ara,6.64,29,1,0.0994680719999999,6984,3276,2.131868131868132,0.1033986809999999,0.465899158,0.6053873106909048,1.0,0.7552,0.7008,,,0.2926,0.5685,3.166,0.578,0.10802231708316323
kor,lav,16.21,6,24,0.114177259,6475,3276,1.9764957264957264,0.268650981,0.465899158,0.1792429756131941,1.0,0.6742,0.617,0.5903,,0.2813,0.4646,3.084,0.2566,0.11432364226673353
kor,heb,8.55,28,2,0.115500837,5725,3276,1.7475579975579976,0.117344567,0.465899158,0.5597031662689154,1.0,0.669,0.6339,0.4601,0.5886,0.3097,0.6516,3.164,0.6213,0.12477088302526718
kor,ukr,15.16,13,17,0.112828709,5090,3276,1.5537240537240538,0.31926283,0.465899158,0.0990602232113709,1.0,0.6337,0.5975,0.4601,0.5861,0.2988,0.5592,3.113,0.4259,0.10371815609178059
kor,ind,11.24,27,3,0.119096971,5036,3276,1.537240537240537,0.197096308,0.465899158,0.3328770752351244,1.0,0.6787,0.5964,0.4788,0.4569,0.2106,0.6965,3.207,0.4477,0.10485523687303056
kor,dan,13.52,22,8,0.107908998,4947,3276,1.51007326007326,0.203165045,0.465899158,0.3180160785780253,1.0,0.6215,0.62,,,0.3098,0.6112,3.102,0.3141,0.11337633694126059
kor,swe,15.54,10,20,0.114377045,4807,3276,1.4673382173382172,0.193727962,0.465899158,0.3412718543789162,1.0,0.6606,0.5938,0.3824,0.5026,0.2862,0.6244,3.129,0.3141,0.1274520054625673
kor,zho,16.68,4,26,0.109956796,4497,3276,1.3727106227106227,0.178585916,0.465899158,0.3803009709638579,1.0,0.4808,0.5489,0.4498,0.5505,0.0436,0.8044,3.035,0.4235,0.11245887972824986
est,ces,47.94,5,25,0.184067066,114304,2737,41.762513701132626,0.091965586,0.323237952,0.5119208212568355,1.0,0.5268,0.5233,,,0.0506,0.5159,3.174,,0.07562744164743462
est,rus,46.5,8,22,0.1566883919999999,55398,2737,20.240409207161125,0.123916395,0.323237952,0.3802452950952518,1.0,0.5071,0.5257,,,0.1182,0.5507,3.148,,0.06220841666831611
est,nor,51.58,3,27,0.204613185,34170,2737,12.48447204968944,0.106159434,0.323237952,0.4510129406743042,1.0,0.2649,0.2649,,,0.0342,,3.209,,0.07723688870033951
est,spa,40.93,17,13,0.174181668,31546,2737,11.525758129338692,0.0791871859999999,0.323237952,0.5700535535715152,1.0,0.5037,0.5037,,,0.1129,,3.14,,0.05593577490257973
est,kor,16.7,29,1,0.1469725969999999,30426,2737,11.116550968213373,0.294432976,0.323237952,0.0079412769556886,1.0,0.6778,0.6204,,,0.2754,0.4838,3.164,,0.08161365972839085
est,pol,42.9,15,15,0.153054055,22646,2737,8.274022652539276,0.223329008,0.323237952,0.0955353379893279,1.0,0.5805,0.5841,,,0.0382,0.5909,3.254,,0.08524075506537643
est,nld,44.48,12,18,0.168875536,19452,2737,7.107051516258678,0.133302703,0.323237952,0.3452760447024556,1.0,0.5386,0.5354,,,0.0608,0.5224,3.17,,0.08215721131165221
est,por,40.02,22,8,0.1680759819999999,19763,2737,7.220679576178298,0.095460698,0.323237952,0.496564894342052,1.0,0.5016,0.5524,,,0.1126,0.649,3.201,,0.06702747170281675
est,lat,28.26,26,4,0.025828023,17140,2737,6.262331019364267,0.158874645,0.323237952,0.258562208426816,1.0,0.6023,0.5713,,,0.0869,0.4838,3.232,,0.06675447723856864
est,fra,40.64,19,11,0.190584644,16032,2737,5.857508220679576,0.118520741,0.323237952,0.4011104896084247,1.0,0.5873,0.5841,,,0.0798,0.5779,3.213,,0.09137294462709611
est,deu,46.6,7,23,0.16654956,14613,2737,5.339057362075265,0.187631727,0.323237952,0.1760007666606915,1.0,0.3977,0.3977,,,0.0591,,3.273,,0.0631480586419223
est,hin,32.07,24,6,0.103263635,14963,2737,5.466934599926927,0.060393443,0.323237952,0.6612308758881671,1.0,0.5109,0.528,,,0.218,0.5609,3.246,,0.10799836162734167
est,cat,40.56,20,10,0.187895234,14832,2737,5.419071976616734,0.074013319,0.323237952,0.5944799850352049,1.0,0.5251,0.559,,,0.0996,0.626,3.154,,0.07592574636193605
est,ita,41.28,16,14,0.1726067889999999,13685,2737,5.0,0.102554534,0.323237952,0.4661167510778185,1.0,0.5593,0.5893,,,0.0819,0.649,3.203,,0.0794529432485982
est,eng,44.7,11,19,0.1939282339999999,14545,2737,5.31421264157837,0.0961556319999999,0.323237952,0.4935395402835118,1.0,0.4688,0.5084,,,0.0711,0.5865,3.102,,0.15177067150667967
est,fin,59.45,1,29,0.253822111,13581,2737,4.96200219218122,0.302519355,0.323237952,0.004108430957602,0.5,0.4287,0.383,,,0.0245,0.2736,2.736,,0.034085311502716986
est,bul,43.49,13,17,0.14958932,10022,2737,3.661673364998173,0.201446082,0.323237952,0.1419684708315342,1.0,0.4717,0.4717,,,0.0733,,3.166,,0.06381308597039348
est,slv,46.1,9,21,0.1766287889999999,9290,2737,3.394227256119839,0.237767323,0.323237952,0.0699180177653316,1.0,0.5304,0.5531,,,0.066,0.5952,3.178,,0.059973948935046706
est,slk,40.66,18,12,0.150001211,9543,2737,3.486664230909755,0.261917468,0.323237952,0.0359887245328721,1.0,,,,,0.0523,,3.33,,0.12191018205982851
est,ron,40.37,21,9,0.169117825,8795,2737,3.2133723054439165,0.167303215,0.323237952,0.2327239348879406,1.0,0.5032,0.5032,,,0.0596,,3.186,,0.06014228814665923
est,hrv,45.23,10,20,0.167688319,7832,2737,2.8615272195834858,0.216688845,0.323237952,0.1086563058187053,1.0,0.5127,0.5316,,,0.0686,0.5684,3.367,,0.049106613180729286
est,ara,22.2,28,2,0.097036804,6984,2737,2.5516989404457435,0.1033986809999999,0.323237952,0.4625576389534783,1.0,0.6714,0.6254,,,0.1526,0.5354,3.246,,0.0661058300679207
est,lav,55.3,2,28,0.1720495239999999,6475,2737,2.3657289002557547,0.268650981,0.323237952,0.0285189347479161,1.0,0.4824,0.4786,,,0.012,0.4675,3.184,,0.05232110333102458
est,heb,24.32,27,3,0.148717079,5725,2737,2.091706247716478,0.117344567,0.323237952,0.4057327779573904,1.0,0.5344,0.5671,,,0.1313,0.6188,3.246,,0.07002893091181461
est,ukr,43.28,14,16,0.153659778,5090,2737,1.8597004018998904,0.31926283,0.323237952,0.0001512363652728,1.0,0.4645,0.4621,,,0.0515,0.456,3.21,,0.04368746124078404
est,ind,31.23,25,5,0.1645143309999999,5036,2737,1.8399707709170623,0.197096308,0.323237952,0.1522903135203473,1.0,0.5622,0.5994,,,0.3764,0.6667,3.28,,0.06196909420495256
est,dan,47.27,6,24,0.160492332,4947,2737,1.8074534161490683,0.203165045,0.323237952,0.1379892827961402,1.0,0.5436,0.5628,,,0.0434,0.6018,3.201,,0.05964633639811634
est,swe,49.56,4,26,0.138904368,4807,2737,1.7563025210084031,0.193727962,0.323237952,0.1605320851444971,1.0,0.5314,0.5636,,,0.0172,0.6287,3.225,,0.0824641081222478
est,zho,35.17,23,7,0.141254573,4497,2737,1.6430398246255025,0.178585916,0.323237952,0.2002647019729475,1.0,0.6162,0.6695,,,0.2471,0.7911,3.107,,0.1086638779243585
pol,ces,81.75,1,29,0.338503344,114304,2827,40.43296781039972,0.091965586,0.3456103679999999,0.5386148709186046,0.4286,0.4676,0.4742,0.3125,0.4653,0.0137,0.5226,2.854,0.0,0.09641930135357979
pol,rus,76.8,4,26,0.182107023,55398,2827,19.596038203042095,0.123916395,0.3456103679999999,0.4114662779854123,0.4,0.4847,0.481,0.2804,0.4949,0.1425,0.4984,2.928,0.3498,0.08196617342538481
pol,nor,62.61,15,15,0.227675585,34170,2827,12.087018040325434,0.106159434,0.3456103679999999,0.4800202357354206,0.8333,0.4947,0.5683,0.39,0.6385,0.0434,,3.178,0.1864,0.14124731729427364
pol,spa,66.28,10,20,0.213586957,31546,2827,11.158825610187478,0.0791871859999999,0.3456103679999999,0.5942517878522839,0.9231,0.4437,0.45,0.3433,0.4801,0.0807,,3.094,0.0,0.10860078906956672
pol,kor,16.61,29,1,0.17027592,30426,2827,10.762645914396888,0.294432976,0.3456103679999999,0.0219271797124992,1.0,0.5892,0.5829,0.4477,0.5633,0.3018,0.6281,3.16,0.2566,0.11345254204081734
pol,est,61.86,17,13,0.2,23460,2827,8.298549699327909,0.221928097,0.3456103679999999,0.1280682210853182,1.0,0.5805,0.5841,,,0.0382,0.5909,3.254,,0.08524075506537643
pol,nld,61.59,19,11,0.214005017,19452,2827,6.880792359391581,0.133302703,0.3456103679999999,0.3773617027650814,0.9,0.5154,0.5262,0.2804,0.5368,0.0385,0.564,3.152,0.0,0.10755152715214089
pol,por,62.64,14,16,0.206772575,19763,2827,6.990802971347718,0.095460698,0.3456103679999999,0.5238733954921575,0.9333,0.4657,0.4753,0.0,0.4584,0.0832,0.5682,3.156,0.0,0.08710768407716574
pol,lat,51.48,25,5,0.0089046819999999,17140,2827,6.062964273081005,0.158874645,0.3456103679999999,0.2919317227140526,0.8333,0.4363,0.4606,0.2048,0.4697,0.0493,0.5446,3.182,0.0,0.06795491696417455
pol,fra,66.09,11,19,0.194941472,16032,2827,5.671029359745313,0.118520741,0.3456103679999999,0.43173878902491,0.9375,0.5621,0.5575,0.3064,0.5239,0.0519,0.6361,3.172,0.0,0.11740834865574645
pol,deu,63.52,13,17,0.19527592,14613,2827,5.169083834453485,0.187631727,0.3456103679999999,0.2089407850521638,0.8571,0.4821,0.5231,0.3695,0.5805,0.0232,,3.254,0.0,0.11037186522728515
pol,hin,36.22,28,2,0.098285953,14963,2827,5.292889989388044,0.060393443,0.3456103679999999,0.681046964789747,0.875,0.4959,0.537,0.3064,0.5925,0.2239,0.5507,3.19,0.4287,0.10270772682240314
pol,cat,65.89,12,18,0.213210702,14832,2827,5.246551114255395,0.074013319,0.3456103679999999,0.6175563175091049,0.9091,0.4864,0.4712,0.0,0.4568,0.0655,0.5177,3.107,0.0,0.08087250265340862
pol,ita,67.77,9,21,0.217725753,13685,2827,4.840820657941281,0.102554534,0.3456103679999999,0.4945823054697233,0.9,0.4702,0.4891,0.2163,0.498,0.0443,0.5682,3.162,0.0,0.07805618924875479
pol,eng,62.22,16,14,0.233110368,14545,2827,5.145030067209055,0.0961556319999999,0.3456103679999999,0.5209667216980977,0.9,0.5219,0.531,0.1864,0.5472,0.0549,0.5796,3.082,0.1864,0.19630657807875318
pol,fin,55.01,23,7,0.1947742469999999,13581,2827,4.804032543332154,0.302519355,0.3456103679999999,0.0155453277399957,1.0,0.5278,0.5279,0.2736,0.5146,0.0612,0.5909,3.24,0.0,0.09970777039068701
pol,bul,72.65,7,23,0.180351171,10022,2827,3.545100813583304,0.201446082,0.3456103679999999,0.1739970342567232,0.5714,0.3926,0.4445,0.2804,0.5078,0.0436,,2.871,0.0,0.10491009234836479
pol,slv,77.18,3,27,0.280267559,9290,2827,3.2861690838344533,0.237767323,0.3456103679999999,0.0973667690360263,0.5,0.4182,0.4822,0.3125,0.5281,0.0281,0.5831,2.895,0.0,0.08897268008837478
pol,slk,79.09,2,28,0.293060201,9543,2827,3.375663247258578,0.261917468,0.3456103679999999,0.0586413160555345,0.3333,,,,,0.0151,,3.074,0.0,0.19291861268338073
pol,ron,70.89,8,22,0.2005852839999999,8795,2827,3.111071807569862,0.167303215,0.3456103679999999,0.2661730043626791,0.8889,0.4083,0.4358,0.2871,0.4856,0.0301,,3.143,0.0,0.10254667994073441
pol,hrv,75.01,5,25,0.2691471569999999,7832,2827,2.7704280155642023,0.216688845,0.3456103679999999,0.1391481157632476,0.625,0.4434,0.4619,0.2952,0.4554,0.031,0.5416,3.154,0.0,0.07521656844943614
pol,ara,53.45,24,6,0.130894649,6984,2827,2.4704633887513263,0.1033986809999999,0.3456103679999999,0.4911528451567392,1.0,0.5999,0.588,,,0.1368,0.5606,3.27,0.5335,0.1070845316302389
pol,lav,60.52,20,10,0.197115385,6475,2827,2.2904138662893527,0.268650981,0.3456103679999999,0.0495849265984989,0.5,0.5259,0.515,0.3433,,0.0275,0.5335,2.975,0.0,0.0915345290611349
pol,heb,49.9,26,4,0.167725753,5725,2827,2.0251149628581535,0.117344567,0.3456103679999999,0.4362226131343624,1.0,0.5229,0.5631,0.5,0.6276,0.1085,0.5848,3.268,0.5829,0.11852921939642624
pol,ukr,74.05,6,24,0.1779682269999999,5090,2827,1.8004952246197383,0.31926283,0.3456103679999999,0.0058117450476138,0.5,0.453,0.4564,0.2163,0.4504,0.0239,0.5187,3.002,0.3498,0.08899708086437497
pol,ind,58.23,22,8,0.192683946,5036,2827,1.781393703572692,0.197096308,0.3456103679999999,0.1846552316729802,1.0,0.4826,0.4743,0.0,0.3821,0.3846,0.738,3.295,0.3776,0.1011890578342316
pol,dan,60.26,21,9,0.20020903,4947,2827,1.7499115670321896,0.203165045,0.3456103679999999,0.16987241608758,0.8571,0.5187,0.5456,,,0.0289,0.6058,3.17,0.1864,0.08855200944639574
pol,swe,61.7,18,12,0.1929765889999999,4807,2827,1.7003891050583655,0.193727962,0.3456103679999999,0.1931262962118644,0.8571,0.5429,0.5549,0.303,0.5444,0.0366,0.6285,3.197,0.1864,0.10711626872218372
pol,zho,43.48,27,3,0.155769231,4497,2827,1.59073222497347,0.178585916,0.3456103679999999,0.233553610896489,1.0,0.5513,0.5893,0.4034,0.552,0.2726,0.7695,3.158,0.4848,0.1369804532154596
nld,ces,54.75,18,12,0.189019539,114304,1472,77.65217391304348,0.091965586,0.241269561,0.3829461191684078,0.8571,0.4882,0.4808,0.4121,0.4427,0.0308,0.5159,3.066,0.0,0.0759445466905394
nld,rus,62.81,5,25,0.140394306,55398,1472,37.63451086956522,0.123916395,0.241269561,0.2365835549678011,0.8,0.5391,0.5237,0.4121,0.5297,0.1739,0.4591,3.033,0.3498,0.09096897153677952
nld,nor,65.65,2,28,0.28494386,34170,1472,23.213315217391305,0.106159434,0.241269561,0.3135961602435038,0.5,0.3549,0.4851,0.3498,0.5605,0.0389,,2.945,0.1864,0.08255357063702518
nld,spa,62.94,4,26,0.276368137,31546,1472,21.43070652173913,0.0791871859999999,0.241269561,0.451301228375134,0.9231,0.4963,0.5262,0.4638,0.557,0.0563,,3.021,0.0,0.09163684293688323
nld,kor,26.52,29,1,0.1249668459999999,30426,1472,20.66983695652174,0.294432976,0.241269561,0.0485535146749976,1.0,0.6529,0.5966,0.3498,0.5145,0.3235,0.6491,3.074,0.2566,0.12636287993982187
nld,est,48.89,21,9,0.153788348,23460,1472,15.9375,0.221928097,0.241269561,0.0064264867949053,1.0,0.5386,0.5354,,,0.0608,0.5224,3.17,,0.08215721131165221
nld,pol,53.32,19,11,0.1170983999999999,22646,1472,15.384510869565217,0.223329008,0.241269561,0.0055292545404892,0.8333,0.5154,0.5262,0.2804,0.5368,0.0385,0.564,3.152,0.0,0.10755152715214089
nld,por,60.57,10,20,0.256918044,19763,1472,13.425951086956522,0.095460698,0.241269561,0.3652269182858502,0.9333,0.4381,0.4547,0.2804,0.3863,0.0538,0.649,3.088,0.0,0.07080944509343845
nld,lat,42.43,23,7,0.094863407,17140,1472,11.644021739130435,0.158874645,0.241269561,0.1166261025995907,0.8333,0.5214,0.5165,0.3498,0.5171,0.0517,0.522,3.115,0.0,0.08544572099469616
nld,fra,63.1,3,27,0.267615595,16032,1472,10.891304347826088,0.118520741,0.241269561,0.258838922810029,0.9375,0.4813,0.4334,0.1864,0.3411,0.0203,0.5441,3.104,0.0,0.05648225164204346
nld,deu,66.82,1,29,0.233401114,14613,1472,9.927309782608695,0.187631727,0.241269561,0.0494239436458486,0.2857,0.298,0.3012,0.2736,0.3086,0.0268,,3.006,0.0,0.041015965254649234
nld,hin,32.21,27,3,0.118557157,14963,1472,10.16508152173913,0.060393443,0.241269561,0.5620272708614572,0.875,0.5761,0.5435,0.3277,0.4861,0.257,0.6667,3.086,0.4287,0.11831230462725228
nld,cat,62.09,6,24,0.2888338789999999,14832,1472,10.076086956521738,0.074013319,0.241269561,0.4805732589388305,0.9091,0.4857,0.4755,0.2804,0.4234,0.0466,0.5927,3.033,0.0,0.0816254701119632
nld,ita,61.96,7,23,0.187870215,13685,1472,9.296875,0.102554534,0.241269561,0.3305536473093956,0.9,0.4433,0.4706,0.3498,0.4305,0.0473,0.6185,3.094,0.0,0.06924779238861944
nld,eng,59.88,11,19,0.206613032,14545,1472,9.881114130434783,0.0961556319999999,0.241269561,0.3617538266736734,0.6,0.3913,0.4461,0.3433,0.4861,0.0174,0.5484,2.73,0.1864,0.15732970016266823
nld,fin,38.17,26,4,0.1559101759999999,13581,1472,9.226222826086955,0.302519355,0.241269561,0.0644472212536734,1.0,0.5784,0.5131,0.2804,0.4561,0.0754,0.5224,3.156,0.0,0.08722687631609305
nld,bul,59.18,16,14,0.122668199,10022,1472,6.8084239130434785,0.201446082,0.241269561,0.0272441540369483,0.8571,0.4434,0.4794,0.4121,0.5097,0.0727,,3.055,0.0,0.08083129099713549
nld,slv,59.34,15,15,0.165635222,9290,1472,6.311141304347826,0.237767323,0.241269561,0.0002107105321023,0.8333,0.5095,0.5093,0.4121,0.4622,0.0394,0.5952,3.066,0.0,0.0911350030713114
nld,slk,51.54,20,10,0.10259924,9543,1472,6.483016304347826,0.261917468,0.241269561,0.0073239775245166,0.8333,,,,,0.0433,,3.238,0.0,0.15632790305088462
nld,ron,59.5,13,17,0.2288922289999999,8795,1472,5.974864130434782,0.167303215,0.241269561,0.093986020519904,0.8889,0.5536,0.4836,0.2804,0.4679,0.0626,,3.07,0.0,0.0760617283744155
nld,hrv,59.44,14,16,0.1529484569999999,7832,1472,5.320652173913044,0.216688845,0.241269561,0.0103796806104846,0.875,0.4824,0.5015,0.4121,0.4766,0.0474,0.6019,3.28,0.0,0.08983925084808642
nld,ara,32.16,28,2,0.104809477,6984,1472,4.744565217391305,0.1033986809999999,0.241269561,0.3265427359805373,1.0,0.6205,0.6156,,,0.1673,0.5837,3.201,0.5335,0.1010878401298585
nld,lav,56.87,17,13,0.127663337,6475,1472,4.398777173913044,0.268650981,0.241269561,0.0128797331689504,0.75,0.5199,0.5297,0.4121,,0.0558,0.5653,3.068,0.0,0.09847217684282095
nld,heb,41.96,24,6,0.125232075,5725,1472,3.889266304347826,0.117344567,0.241269561,0.2638230550393133,1.0,0.5188,0.5374,0.4638,0.5448,0.1362,0.5629,3.2,0.5829,0.08901095867588493
nld,ukr,59.52,12,18,0.129652551,5090,1472,3.457880434782609,0.31926283,0.241269561,0.1044982889488551,0.8333,0.5118,0.4943,0.3498,0.4527,0.0593,0.5559,3.102,0.3498,0.0740890619087351
nld,ind,45.42,22,8,0.163115551,5036,1472,3.421195652173913,0.197096308,0.241269561,0.0335207477091608,1.0,0.5319,0.5245,0.2804,0.4829,0.4091,0.7763,3.21,0.3776,0.0919164228826922
nld,dan,61.43,8,22,0.217222173,4947,1472,3.360733695652174,0.203165045,0.241269561,0.0249429508688513,0.5714,0.3758,0.4412,,,0.0178,0.6123,2.936,0.1864,0.07346055037282151
nld,swe,61.29,9,21,0.200070728,4807,1472,3.265625,0.193727962,0.241269561,0.0388277747181815,0.5714,0.3318,0.4002,0.2804,0.46,0.0477,0.4899,2.965,0.1864,0.053696115059020166
nld,zho,39.7,25,5,0.130934489,4497,1472,3.0550271739130435,0.178585916,0.241269561,0.0674999446597657,1.0,0.6062,0.6008,0.2736,0.5837,0.2974,0.7911,3.068,0.4848,0.12150527993994753
por,ces,56.4,20,10,0.299517951,114304,1681,67.99762046400951,0.091965586,0.234453318,0.3693534678962779,0.8571,0.5008,0.4703,0.3125,0.4431,0.0706,0.4632,3.07,0.0,0.07402979937775533
por,rus,64.66,11,19,0.145046406,55398,1681,32.955383700178466,0.123916395,0.234453318,0.2222808124432115,0.8,0.4985,0.4838,0.3125,0.47,0.219,0.4825,3.045,0.3498,0.07708132697990977
por,nor,66.28,7,23,0.230400269,34170,1681,20.327186198691255,0.106159434,0.234453318,0.2994326404224219,0.8333,0.4385,0.5187,0.3824,0.5757,0.0907,,3.125,0.1864,0.10258649379949891
por,spa,76.78,1,29,0.57409406,31546,1681,18.76621058893516,0.0791871859999999,0.234453318,0.4385717980764162,0.1538,0.3053,0.4059,0.3824,0.4797,0.0129,,2.717,0.0,0.06693447849273826
por,kor,22.55,29,1,0.132791328,30426,1681,18.09994051160024,0.294432976,0.234453318,0.0654478227778703,1.0,0.6185,0.5866,0.3824,0.5185,0.3625,0.6587,3.076,0.2566,0.11430534481450405
por,est,44.63,24,6,0.154135789,23460,1681,13.955978584176084,0.221928097,0.234453318,0.0028540266780772,1.0,0.5016,0.5524,,,0.1126,0.649,3.201,,0.06702747170281675
por,pol,47.94,22,8,0.166846536,22646,1681,13.471743010113029,0.223329008,0.234453318,0.0022513001434927,0.8333,0.4657,0.4753,0.0,0.4584,0.0832,0.5682,3.156,0.0,0.08710768407716574
por,nld,65.74,9,21,0.252943857,19452,1681,11.571683521713268,0.133302703,0.234453318,0.186133390687975,0.9,0.4381,0.4547,0.2804,0.3863,0.0538,0.649,3.088,0.0,0.07080944509343845
por,lat,43.7,25,5,0.093316066,17140,1681,10.196311719214751,0.158874645,0.234453318,0.1039167984436046,0.1667,0.522,0.4929,0.2163,0.4682,0.0564,0.49,2.953,0.0,0.07506181843548576
por,fra,75.88,2,28,0.34765091,16032,1681,9.53718024985128,0.118520741,0.234453318,0.2445108935457341,0.4375,0.433,0.4202,0.3333,0.3947,0.0339,0.4467,2.818,0.0,0.05202299216199657
por,deu,64.01,12,18,0.179365422,14613,1681,8.693039857227841,0.187631727,0.234453318,0.0398822422703756,0.8571,0.4454,0.4361,0.4054,0.4343,0.0613,,3.193,0.0,0.08024830104365788
por,hin,30.37,27,3,0.1057390219999999,14963,1681,8.901249256395003,0.060393443,0.234453318,0.5511687270697662,0.875,0.5045,0.5071,0.3333,0.477,0.286,0.6104,3.137,0.4287,0.10272086843172357
por,cat,72.99,4,26,0.420869607,14832,1681,8.823319452706722,0.074013319,0.234453318,0.4682874669223663,0.0909,0.2786,0.2875,0.0,0.2848,0.0259,0.3548,2.77,0.0,0.033680105209926925
por,ita,74.55,3,27,0.3133079119999999,13685,1681,8.14098750743605,0.102554534,0.234453318,0.3164964308924257,0.3,0.2805,0.2843,0.2163,0.351,0.0568,0.1707,2.865,0.0,0.027037303489467646
por,eng,68.22,6,24,0.234333405,14545,1681,8.65258774538965,0.0961556319999999,0.234453318,0.3479501760119854,0.9,0.398,0.4365,0.2048,0.4235,0.0512,0.6082,3.012,0.1864,0.15301848299521603
por,fin,29.35,28,2,0.158140873,13581,1681,8.079119571683522,0.302519355,0.234453318,0.0842845872494934,1.0,0.5232,0.5099,0.303,0.454,0.1275,0.6185,3.186,0.0,0.07928277066663347
por,bul,66.18,8,22,0.135045687,10022,1681,5.96192742415229,0.201446082,0.234453318,0.01982008671231,0.8571,0.298,0.3736,0.3125,0.4276,0.0972,,3.06,0.0,0.07598613784630548
