task_lang,transfer_lang,accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,genetic,syntactic,featural,phonological,inventory,geographic,morphological,hyper_genetic,scriptural,islands
cat,pol,46.73,22,8,0.135332113,22646,1846,12.267605633802816,0.223329008,0.1680080139999999,0.108422633932986,0.8333,0.4864,0.4712,0.0,0.4568,0.0655,0.5177,3.107,0.0,0.08087250265340862
cat,nld,64.89,7,23,0.2203896239999999,19452,1846,10.537378114842904,0.133302703,0.1680080139999999,0.0426709080478115,0.9,0.4857,0.4755,0.2804,0.4234,0.0466,0.5927,3.033,0.0,0.0816254701119632
cat,por,74.48,3,27,0.334772547,19763,1846,10.705850487540628,0.095460698,0.1680080139999999,0.1864587219629473,0.3333,0.2786,0.2875,0.0,0.2848,0.0259,0.3548,2.77,0.0,0.033680105209926925
cat,lat,44.86,23,7,0.0840040069999999,17140,1846,9.284940411700974,0.158874645,0.1680080139999999,0.0029553029812995,0.1667,0.4869,0.4617,0.2048,0.4259,0.031,0.4883,2.852,0.0,0.06414461966909879
cat,fra,74.61,2,28,0.38445995,16032,1846,8.684723726977248,0.118520741,0.1680080139999999,0.0867614994461357,0.4375,0.4571,0.4467,0.3064,0.4096,0.0284,0.5127,2.793,0.0,0.06988413231636992
cat,deu,59.97,14,16,0.144381887,14613,1846,7.916034669555796,0.187631727,0.1680080139999999,0.0136427641406108,0.8571,0.4827,0.4654,0.3695,0.4707,0.0426,,3.145,0.0,0.0889441729974293
cat,hin,30.97,28,2,0.082363304,14963,1846,8.105633802816902,0.060393443,0.1680080139999999,0.4102817140714079,0.875,0.5005,0.4865,0.3064,0.4535,0.2653,0.5609,3.084,0.4287,0.09686966108564787
cat,ita,74.2,4,26,0.305481676,13685,1846,7.413326110509209,0.102554534,0.1680080139999999,0.1517768333431264,0.3,0.3068,0.3323,0.2163,0.3459,0.0318,0.3988,2.852,0.0,0.0326888643896488
cat,eng,65.23,6,24,0.175745225,14545,1846,7.87919826652221,0.0961556319999999,0.1680080139999999,0.1829036381083169,0.9,0.4171,0.4539,0.1864,0.4581,0.0526,0.6159,2.953,0.1864,0.15922850166036528
cat,fin,32.08,27,3,0.126109634,13581,1846,7.356988082340195,0.302519355,0.1680080139999999,0.6409996738259952,1.0,0.5821,0.528,0.2736,0.4287,0.118,0.626,3.14,0.0,0.07786756966904906
cat,bul,63.1,10,20,0.108562744,10022,1846,5.429035752979415,0.201446082,0.1680080139999999,0.0396115974603767,0.8571,0.4583,0.4465,0.2804,0.4681,0.0728,,3.008,0.0,0.08162128864838436
cat,slv,58.97,16,14,0.125850575,9290,1846,5.032502708559047,0.237767323,0.1680080139999999,0.1724028114847278,0.8333,0.4193,0.4013,0.3125,0.3295,0.0425,0.467,3.02,0.0,0.05703219691099504
cat,slk,53.96,19,11,0.127197679,9543,1846,5.169555796316359,0.261917468,0.1680080139999999,0.3124342487797922,0.8333,,,,,0.058,,3.195,0.0,0.15949670821229645
cat,ron,68.44,5,25,0.289471866,8795,1846,4.764355362946913,0.167303215,0.1680080139999999,1.7598293731392416e-05,0.3333,0.3418,0.3502,0.2871,0.3681,0.071,,2.81,0.0,0.059438607468285776
cat,hrv,60.69,13,17,0.163966702,7832,1846,4.242686890574214,0.216688845,0.1680080139999999,0.083956817977569,0.875,0.4312,0.4031,0.2952,0.3776,0.0471,0.3903,3.242,0.0,0.050850247334222054
cat,ara,44.03,24,6,0.059341646,6984,1846,3.783315276273022,0.1033986809999999,0.1680080139999999,0.1478871770413047,1.0,0.5687,0.5696,,,0.159,0.5447,3.172,0.5335,0.07374502650720083
cat,lav,50.83,21,9,0.127750337,6475,1846,3.5075839653304444,0.268650981,0.1680080139999999,0.3588449730804342,0.75,0.4957,0.4914,0.3433,,0.0912,0.5018,3.03,0.0,0.07318903686095202
cat,heb,52.1,20,10,0.106265759,5725,1846,3.101300108342362,0.117344567,0.1680080139999999,0.0909346653891854,1.0,0.478,0.5354,0.5,0.58,0.1237,0.5869,3.168,0.5829,0.0816872663314806
cat,ukr,61.48,12,18,0.104262374,5090,1846,2.7573131094257857,0.31926283,0.1680080139999999,0.8105100923813674,0.8333,0.4798,0.4313,0.2163,0.4021,0.0732,0.3988,3.06,0.3498,0.06311511661245528
cat,ind,56.32,18,12,0.129028358,5036,1846,2.728060671722643,0.197096308,0.1680080139999999,0.0299761950426921,1.0,0.5351,0.461,0.0,0.3295,0.4152,0.7168,3.19,0.3776,0.07515311460611629
cat,dan,63.23,9,21,0.165313806,4947,1846,2.679848320693391,0.203165045,0.1680080139999999,0.0437889354903947,0.8571,0.4633,0.4598,,,0.0619,0.4477,3.059,0.1864,0.048379246348484006
cat,swe,59.12,15,15,0.144450969,4807,1846,2.604008667388949,0.193727962,0.1680080139999999,0.0234358212120194,0.8571,0.4594,0.4855,0.303,0.5094,0.0904,0.5613,3.092,0.1864,0.0731665978696211
cat,zho,35.9,26,4,0.102604401,4497,1846,2.4360780065005416,0.178585916,0.1680080139999999,0.0039640496192867,1.0,0.602,0.6065,0.4034,0.5706,0.3246,0.8044,3.033,0.4848,0.1277554202297405
ita,ces,69.28,13,17,0.228664683,114304,482,237.14522821576764,0.091965586,0.330421427,0.5208102525182119,0.8571,0.4917,0.4697,0.2301,0.4371,0.0322,0.4949,3.076,0.0,0.06022590179629039
ita,rus,70.41,11,19,0.12623596,55398,482,114.93360995850622,0.123916395,0.330421427,0.3905933748347234,0.8,0.5419,0.5025,0.2301,0.4693,0.1768,0.4825,3.049,0.3498,0.07070678240771588
ita,nor,72.87,7,23,0.228568686,34170,482,70.89211618257261,0.106159434,0.330421427,0.4606541094530622,0.8333,0.4848,0.5756,0.4601,0.639,0.0776,,3.13,0.1864,0.11463916155137321
ita,spa,81.13,2,28,0.376019967,31546,482,65.44813278008299,0.0791871859999999,0.330421427,0.5781243399398716,0.4615,0.3508,0.4259,0.3217,0.5037,0.0485,,2.805,0.0,0.07277567183660605
ita,kor,24.27,29,1,0.119900163,30426,482,63.12448132780083,0.294432976,0.330421427,0.0118628736204346,1.0,0.6258,0.6127,0.4601,0.5861,0.3328,0.6587,3.078,0.2566,0.10604920144181418
ita,est,52.11,23,7,0.153403091,23460,482,48.67219917012448,0.221928097,0.330421427,0.10781263823205,1.0,0.5593,0.5893,,,0.0819,0.649,3.203,,0.0794529432485982
ita,pol,62.64,20,10,0.166842661,22646,482,46.98340248962656,0.223329008,0.330421427,0.1050463706358845,0.8333,0.4702,0.4891,0.2163,0.498,0.0443,0.5682,3.162,0.0,0.07805618924875479
ita,nld,70.89,9,21,0.192473841,19452,482,40.35684647302904,0.133302703,0.330421427,0.3558929241405358,0.9,0.4433,0.4706,0.3498,0.4305,0.0473,0.6185,3.094,0.0,0.06924779238861944
ita,por,80.44,3,27,0.27531919,19763,482,41.00207468879668,0.095460698,0.330421427,0.5056548265729772,0.5333,0.2805,0.2843,0.2163,0.351,0.0568,0.1707,2.865,0.0,0.027037303489467646
ita,lat,52.02,24,6,0.1379475859999999,17140,482,35.560165975103736,0.158874645,0.330421427,0.2695434274011327,0.1667,0.4817,0.4715,0.3217,0.4225,0.0053,0.5237,2.998,0.0,0.0581353359102218
ita,fra,82.93,1,29,0.340597101,16032,482,33.261410788381745,0.118520741,0.330421427,0.4112712209302478,0.5625,0.4634,0.4608,0.3918,0.4379,0.041,0.4815,2.906,0.0,0.062602871008971
ita,deu,68.19,15,15,0.19343381,14613,482,30.317427385892117,0.187631727,0.330421427,0.1867486011350093,0.8571,0.4643,0.4776,0.4638,0.4819,0.0257,,3.2,0.0,0.07975446581509915
ita,hin,35.24,27,3,0.097532879,14963,482,31.043568464730292,0.060393443,0.330421427,0.6678534028548968,0.875,0.5196,0.5423,0.3918,0.5418,0.2384,0.6104,3.145,0.4287,0.10494391515424562
ita,cat,77.19,4,26,0.310070078,14832,482,30.771784232365142,0.074013319,0.330421427,0.6021810758488804,0.3636,0.3068,0.3323,0.2163,0.3459,0.0318,0.3988,2.852,0.0,0.0326888643896488
ita,eng,75.63,6,24,0.2175290389999999,14545,482,30.176348547717843,0.0961556319999999,0.330421427,0.5026681395919032,0.9,0.4467,0.4841,0.2952,0.5064,0.0615,0.5754,3.018,0.1864,0.1594819756113227
ita,fin,34.77,28,2,0.144475377,13581,482,28.176348547717843,0.302519355,0.330421427,0.0071307712559043,1.0,0.5818,0.5556,0.3824,0.4906,0.1038,0.6185,3.188,0.0,0.09306473182628627
ita,bul,72.53,8,22,0.117884228,10022,482,20.79253112033195,0.201446082,0.330421427,0.1523621146224809,0.8571,0.3673,0.4347,0.2301,0.5052,0.0413,,3.066,0.0,0.07533216916252428
ita,slv,70.29,12,18,0.212345205,9290,482,19.273858921161825,0.237767323,0.330421427,0.0786308402033698,0.8333,0.432,0.4592,0.2301,0.4312,0.0163,0.593,3.08,0.0,0.06273553172078394
ita,slk,65.05,18,12,0.168858597,9543,482,19.79875518672199,0.261917468,0.330421427,0.042982823179299,0.8333,,,,,0.0319,,3.246,0.0,0.14776748347359336
ita,ron,76.93,5,25,0.289526735,8795,482,18.24688796680498,0.167303215,0.330421427,0.2437072783978777,0.3333,0.3964,0.3751,0.2163,0.3812,0.0406,,2.926,0.0,0.05814809326057491
ita,hrv,66.96,17,13,0.202649515,7832,482,16.24896265560166,0.216688845,0.330421427,0.1184768210118859,0.875,0.4829,0.4663,0.2301,0.4263,0.0169,0.5245,3.29,0.0,0.05733302597667711
ita,ara,50.72,25,5,0.074013632,6984,482,14.489626556016598,0.1033986809999999,0.330421427,0.4720655847684814,1.0,0.5829,0.5635,,,0.1318,0.5122,3.22,0.5335,0.0671626479458638
ita,lav,61.56,21,9,0.134107709,6475,482,13.433609958506224,0.268650981,0.330421427,0.034948220665823,0.75,0.5047,0.4837,0.2301,,0.0714,0.4725,3.09,0.0,0.07047612923755164
ita,heb,58.14,22,8,0.11500432,5725,482,11.877593360995853,0.117344567,0.330421427,0.4158494883265691,1.0,0.4807,0.5407,0.5702,0.6332,0.0969,0.535,3.217,0.5829,0.081203969932922
ita,ukr,68.86,14,16,0.1202841509999999,5090,482,10.560165975103734,0.31926283,0.330421427,0.0011404671519864,0.8333,0.4617,0.4151,0.0,0.3926,0.0442,0.3838,3.117,0.3498,0.05705071366248737
ita,ind,62.76,19,11,0.226744744,5036,482,10.448132780082988,0.197096308,0.330421427,0.1628124287924446,1.0,0.5468,0.5223,0.2163,0.4312,0.3956,0.7502,3.236,0.3776,0.08625195127176466
ita,dan,70.56,10,20,0.161658827,4947,482,10.263485477178424,0.203165045,0.330421427,0.1483278625798036,0.8571,0.4638,0.4781,,,0.0549,0.5165,3.12,0.1864,0.04952938970106435
ita,swe,67.13,16,14,0.144475377,4807,482,9.973029045643154,0.193727962,0.330421427,0.1711429839994475,0.8571,0.4674,0.5132,0.3824,0.5422,0.0774,0.6023,3.148,0.1864,0.07296704488521677
ita,zho,43.5,26,4,0.1006047809999999,4497,482,9.3298755186722,0.178585916,0.330421427,0.2111593448493463,1.0,0.5577,0.6205,0.4638,0.6245,0.3036,0.8625,3.086,0.4848,0.13444626391741188
eng,ces,44.6,23,7,0.2835511639999999,114304,2077,55.03322099181512,0.091965586,0.22433854,0.3481695152535835,0.8571,0.5199,0.5376,0.369,0.5368,0.0481,0.5999,2.988,0.1864,0.1786738965477489
eng,rus,56.23,13,17,0.141098183,55398,2077,26.67212325469427,0.123916395,0.22433854,0.2003785404469327,0.8,0.508,0.5335,0.3333,0.5594,0.1849,0.567,2.953,0.3918,0.18197902049851
eng,nor,69.32,1,29,0.270879821,34170,2077,16.451612903225808,0.106159434,0.22433854,0.2775067954133109,0.5,0.3625,0.4397,0.427,0.4769,0.0423,,2.844,0.0,0.15307248462973266
eng,spa,61.13,7,23,0.251554033,31546,2077,15.188252286952336,0.0791871859999999,0.22433854,0.4186339104652969,0.9231,0.3887,0.4605,0.2677,0.5481,0.0575,,2.94,0.1864,0.1600928424951812
eng,kor,20.45,29,1,0.12328658,30426,2077,14.649012999518536,0.294432976,0.22433854,0.0976246102347909,1.0,0.6345,0.5951,0.4788,0.4866,0.3292,0.6965,2.996,0.3141,0.22209485137944796
eng,est,49.56,20,10,0.179112209,23460,2077,11.295137217140104,0.221928097,0.22433854,0.0001154478777951,1.0,0.4688,0.5084,,,0.0711,0.5865,3.102,,0.15177067150667967
eng,pol,52.46,18,12,0.195927638,22646,2077,10.903225806451612,0.223329008,0.22433854,2.0250343812201745e-05,0.8333,0.5219,0.531,0.1864,0.5472,0.0549,0.5796,3.082,0.1864,0.19630657807875318
eng,nld,58.0,9,21,0.244062799,19452,2077,9.365430909966298,0.133302703,0.22433854,0.1646709537183049,0.6,0.3913,0.4461,0.3433,0.4861,0.0174,0.5484,2.73,0.1864,0.15732970016266823
eng,por,61.61,5,25,0.2325071719999999,19763,2077,9.515166104959077,0.095460698,0.22433854,0.3300264383583686,0.9333,0.398,0.4365,0.2048,0.4235,0.0512,0.6082,3.012,0.1864,0.15301848299521603
eng,lat,39.39,25,5,0.056383487,17140,2077,8.2522869523351,0.158874645,0.22433854,0.0851522062665444,0.8333,0.5528,0.5437,0.2804,0.5099,0.0653,0.6159,3.041,0.1864,0.1787351935470377
eng,fra,64.5,2,28,0.261316544,16032,2077,7.718825228695233,0.118520741,0.22433854,0.2224895766797907,0.9375,0.4471,0.4836,0.3881,0.4753,0.0246,0.6323,3.03,0.1864,0.16578026419506786
eng,deu,61.91,4,26,0.223103283,14613,2077,7.035628310062591,0.187631727,0.22433854,0.0267722936804593,0.4286,0.3539,0.4054,0.409,0.4364,0.0437,,2.85,0.1864,0.14970154637061306
eng,hin,37.35,26,4,0.09722665,14963,2077,7.204140587385653,0.060393443,0.22433854,0.5340588149853859,0.875,0.5648,0.5409,0.3881,0.4684,0.2707,0.7177,3.004,0.3918,0.19350526114185462
eng,cat,55.12,15,15,0.213021996,14832,2077,7.1410688493018775,0.074013319,0.22433854,0.4490099072723593,0.9091,0.4171,0.4539,0.1864,0.4581,0.0526,0.6159,2.953,0.1864,0.15922850166036528
eng,ita,61.2,6,24,0.221549251,13685,2077,6.588830043331728,0.102554534,0.22433854,0.2946949768381732,0.9,0.4467,0.4841,0.2952,0.5064,0.0615,0.5754,3.018,0.1864,0.1594819756113227
eng,fin,46.4,22,8,0.167397195,13581,2077,6.538757823784304,0.302519355,0.22433854,0.1214486267778477,1.0,0.5478,0.516,0.3277,0.4694,0.0812,0.5865,3.086,0.1864,0.16818266885799493
eng,bul,57.37,10,20,0.127271278,10022,2077,4.82522869523351,0.201446082,0.22433854,0.0104130289031191,0.8571,0.4097,0.4647,0.3333,0.521,0.0896,,2.977,0.1864,0.17528098739561349
eng,slv,55.4,14,16,0.198876315,9290,2077,4.472797303803563,0.237767323,0.22433854,0.0035831544917024,0.8333,0.5018,0.4999,0.369,0.4546,0.0559,0.5841,2.988,0.1864,0.16406471725591287
eng,slk,52.41,19,11,0.176801084,9543,2077,4.594607607125662,0.261917468,0.22433854,0.0280595689850886,0.8333,,,,,0.0605,,3.174,0.1864,0.24906870872769182
eng,ron,56.29,12,18,0.187599617,8795,2077,4.234472797303804,0.167303215,0.22433854,0.0646368320565959,0.8889,0.4524,0.469,0.3433,0.4997,0.0797,,2.992,0.1864,0.15257103422763163
eng,hrv,54.3,17,13,0.200589735,7832,2077,3.770823302840636,0.216688845,0.22433854,0.001162734238974,0.875,0.5139,0.5183,0.3498,0.5093,0.0639,0.5792,3.217,0.1864,0.1747549275139526
eng,ara,35.87,27,3,0.08610934,6984,2077,3.3625421280693306,0.1033986809999999,0.22433854,0.2906237736117813,1.0,0.5819,0.5978,,,0.1832,0.6156,3.135,0.5574,0.18526865019199423
eng,lav,54.51,16,14,0.150023908,6475,2077,3.117477130476649,0.268650981,0.22433854,0.039016074357463,0.75,0.5335,0.5435,0.3862,,0.0683,0.6031,2.99,0.1864,0.1767305902011591
eng,heb,32.93,28,2,0.1143210069999999,5725,2077,2.7563793933558016,0.117344567,0.22433854,0.2274630460139778,1.0,0.4891,0.5421,0.5319,0.5549,0.1521,0.6188,3.133,0.6035,0.17333242797635529
eng,ukr,57.06,11,19,0.128187759,5090,2077,2.4506499759268174,0.31926283,0.22433854,0.1790387085866543,0.8333,0.4746,0.4798,0.2952,0.4661,0.0762,0.5559,3.027,0.3918,0.15120142884375742
eng,ind,47.68,21,9,0.1773987889999999,5036,2077,2.4246509388541164,0.197096308,0.22433854,0.0147461143037948,1.0,0.5143,0.4961,0.2617,0.4546,0.4185,0.7168,3.145,0.4161,0.17036841383195145
eng,dan,59.87,8,22,0.180387313,4947,2077,2.381800674049109,0.203165045,0.22433854,0.0089079408191613,0.5714,0.403,0.4718,,,0.0292,0.6667,2.83,0.0,0.16229917704959107
eng,swe,63.95,3,27,0.1431702259999999,4807,2077,2.3143957631198844,0.193727962,0.22433854,0.0186180967179346,0.5714,0.3466,0.4717,0.3613,0.5242,0.0557,0.7233,2.857,0.0,0.1669703985439953
eng,zho,41.86,24,6,0.107467325,4497,2077,2.165142031776601,0.178585916,0.22433854,0.0415933820420587,1.0,0.5615,0.5878,0.439,0.5926,0.3047,0.786,2.99,0.5126,0.21073317487603827
fin,ces,48.35,7,23,0.188679245,114304,1555,73.50739549839228,0.091965586,0.433011739,0.620335977423725,1.0,0.5298,0.4973,0.3125,0.4818,0.0724,0.4813,3.16,0.0,0.08000760942392826
fin,rus,46.95,9,21,0.159450596,55398,1555,35.62572347266881,0.123916395,0.433011739,0.5095485684747457,1.0,0.4644,0.479,0.2804,0.5099,0.1151,0.4911,3.135,0.3498,0.05753688243552946
fin,nor,52.94,3,27,0.197804287,34170,1555,21.974276527331188,0.106159434,0.433011739,0.5697754902019659,1.0,0.3937,0.4237,0.2736,0.4626,0.0394,,3.193,0.1864,0.08029228846188663
fin,spa,45.0,17,13,0.1822632,31546,1555,20.286816720257235,0.0791871859999999,0.433011739,0.66769264579555,1.0,0.4413,0.4987,0.4477,0.5617,0.1295,,3.127,0.0,0.06408193715857158
fin,kor,17.06,29,1,0.151133501,30426,1555,19.566559485530547,0.294432976,0.433011739,0.102422181137376,1.0,0.6166,0.5207,0.4477,0.3638,0.2641,0.4838,3.148,0.2566,0.08839352682165014
fin,est,63.35,1,29,0.258590371,23460,1555,15.086816720257234,0.221928097,0.433011739,0.23763467776393,0.3333,0.4287,0.383,,,0.0245,0.2736,2.736,,0.034085311502716986
fin,pol,44.78,18,12,0.158832755,22646,1555,14.563344051446943,0.223329008,0.433011739,0.2344908971669842,1.0,0.5278,0.5279,0.2736,0.5146,0.0612,0.5909,3.24,0.0,0.09970777039068701
fin,nld,43.37,22,8,0.171522266,19452,1555,12.509324758842444,0.133302703,0.433011739,0.4790714973446182,1.0,0.5784,0.5131,0.2804,0.4561,0.0754,0.5224,3.156,0.0,0.08722687631609305
fin,por,45.26,15,15,0.180409676,19763,1555,12.709324758842444,0.095460698,0.433011739,0.6076864641213487,1.0,0.5232,0.5099,0.303,0.454,0.1275,0.6185,3.186,0.0,0.07928277066663347
fin,lat,30.26,26,4,0.018867925,17140,1555,11.02250803858521,0.158874645,0.433011739,0.4008078961906041,1.0,0.608,0.53,0.3613,0.4369,0.1088,0.443,3.219,0.0,0.0693932203854839
fin,fra,45.13,16,14,0.1977092339999999,16032,1555,10.309967845659164,0.118520741,0.433011739,0.5274934810326573,1.0,0.6342,0.535,0.3455,0.3996,0.0952,0.5779,3.2,0.0,0.0842692187154912
fin,deu,46.68,10,20,0.172567844,14613,1555,9.39742765273312,0.187631727,0.433011739,0.3211286297306338,1.0,0.4932,0.4323,0.2566,0.4201,0.08,,3.26,0.0,0.06879816660958293
fin,hin,30.75,25,5,0.127608003,14963,1555,9.62250803858521,0.060393443,0.433011739,0.7405067307400819,1.0,0.5717,0.5412,0.432,0.5129,0.2248,0.5609,3.23,0.4287,0.10692402182684657
fin,cat,43.52,21,9,0.2182881039999999,14832,1555,9.538263665594856,0.074013319,0.433011739,0.6873623399778026,1.0,0.5821,0.528,0.2736,0.4287,0.118,0.626,3.14,0.0,0.07786756966904906
fin,ita,45.69,14,16,0.178746257,13685,1555,8.80064308681672,0.102554534,0.433011739,0.5824130666868985,1.0,0.5818,0.5556,0.3824,0.4906,0.1038,0.6185,3.188,0.0,0.09306473182628627
fin,eng,48.73,5,25,0.193051661,14545,1555,9.353697749196142,0.0961556319999999,0.433011739,0.6051868879007872,1.0,0.5478,0.516,0.3277,0.4694,0.0812,0.5865,3.086,0.1864,0.16818266885799493
fin,bul,46.33,12,18,0.155410865,10022,1555,6.445016077170418,0.201446082,0.433011739,0.2859887572506159,1.0,0.3337,0.3974,0.2804,0.4599,0.0971,,3.15,0.0,0.06023672473404007
fin,slv,45.76,13,17,0.1939071339999999,9290,1555,5.97427652733119,0.237767323,0.433011739,0.2033096080888712,1.0,0.5269,0.511,0.3125,0.4533,0.0883,0.5952,3.162,0.0,0.06783198323981088
fin,slk,43.56,20,10,0.148281926,9543,1555,6.136977491961415,0.261917468,0.433011739,0.1561246920509825,1.0,,,,,0.0757,,3.316,0.0,0.12833890551670601
fin,ron,43.58,19,11,0.183071147,8795,1555,5.655948553054662,0.167303215,0.433011739,0.3765404465007584,1.0,0.4405,0.4572,0.4097,0.4795,0.0836,,3.17,0.0,0.06811096785830839
fin,hrv,47.21,8,22,0.173280738,7832,1555,5.036655948553054,0.216688845,0.433011739,0.2495776138045938,1.0,0.5,0.4825,0.2952,0.448,0.0916,0.5335,3.355,0.0,0.05219605061527999
fin,ara,26.4,27,3,0.10047051,6984,1555,4.491318327974277,0.1033986809999999,0.433011739,0.5794413396981587,1.0,0.61,0.5827,,,0.1717,0.5157,3.232,0.5335,0.07881381491583062
fin,lav,55.96,2,28,0.171902476,6475,1555,4.163987138263666,0.268650981,0.433011739,0.1440777542137231,1.0,0.5297,0.4967,0.3433,,0.0365,0.4675,3.17,0.0,0.06612793456997046
fin,heb,25.3,28,2,0.15013545,5725,1555,3.681672025723473,0.117344567,0.433011739,0.5314464354420632,1.0,0.5083,0.542,0.5,0.552,0.1529,0.597,3.232,0.5829,0.07987113767871656
fin,ukr,46.56,11,19,0.156979231,5090,1555,3.2733118971061095,0.31926283,0.433011739,0.0690073164964103,1.0,0.4843,0.4735,0.3824,0.4906,0.0756,0.4304,3.197,0.3498,0.05186787702808504
fin,ind,35.31,24,6,0.1680528489999999,5036,1555,3.2385852090032152,0.197096308,0.433011739,0.2968338032539756,1.0,0.5413,0.4926,0.3277,0.4034,0.3776,0.6667,3.266,0.3776,0.07674255193226898
fin,dan,48.68,6,24,0.166817166,4947,1555,3.1813504823151124,0.203165045,0.433011739,0.2817586010554727,1.0,0.5416,0.5584,,,0.0582,0.6018,3.186,0.1864,0.06882510829846744
fin,swe,49.96,4,26,0.158167387,4807,1555,3.0913183279742764,0.193727962,0.433011739,0.3053705630948995,1.0,0.5518,0.5087,0.0,0.4418,0.0286,0.6287,3.21,0.1864,0.08577311590348646
fin,zho,37.0,23,7,0.150705765,4497,1555,2.891961414790997,0.178585916,0.433011739,0.3452415322776843,1.0,0.5967,0.6096,0.4034,0.5823,0.2377,0.8446,3.092,0.4848,0.11858954841361014
bul,ces,75.85,1,29,0.157593488,114304,1116,102.42293906810036,0.091965586,0.379928771,0.5744729331125719,0.5714,0.4977,0.4499,0.0,0.4507,0.0432,,2.76,0.0,0.07933343104474266
bul,rus,71.42,6,24,0.442444671,55398,1116,49.63978494623656,0.123916395,0.379928771,0.4540645062852003,0.4,0.3327,0.3237,0.0,0.345,0.145,,2.736,0.3498,0.05811619472151597
bul,nor,66.92,15,15,0.15689392,34170,1116,30.618279569892472,0.106159434,0.379928771,0.5192365347533118,0.8333,0.4689,0.5401,0.4054,0.5964,0.0863,,3.082,0.1864,0.09437876936109912
bul,spa,70.47,7,23,0.158293055,31546,1116,28.267025089605735,0.0791871859999999,0.379928771,0.6265887642001022,0.9231,0.2923,0.4657,0.3613,0.5933,0.0891,,2.992,0.0,0.06753978783790038
bul,kor,16.97,29,1,0.14913508,30426,1116,27.263440860215052,0.294432976,0.379928771,0.0506390027670555,1.0,0.6156,0.5874,0.5641,0.5671,0.3077,,3.064,0.2566,0.11536244991255362
bul,est,53.3,22,8,0.157021114,23460,1116,21.021505376344088,0.221928097,0.379928771,0.1729471913931529,1.0,0.4717,0.4717,,,0.0733,,3.166,,0.06381308597039348
bul,pol,69.42,9,21,0.141821419,22646,1116,20.2921146953405,0.223329008,0.379928771,0.1698939193484291,0.5,0.3926,0.4445,0.2804,0.5078,0.0436,,2.871,0.0,0.10491009234836479
bul,nld,64.72,19,11,0.15689392,19452,1116,17.43010752688172,0.133302703,0.379928771,0.4213796832678002,0.9,0.4434,0.4794,0.4121,0.5097,0.0727,,3.055,0.0,0.08083129099713549
bul,por,70.18,8,22,0.158038667,19763,1116,17.70878136200717,0.095460698,0.379928771,0.5606123956085541,0.9333,0.298,0.3736,0.3125,0.4276,0.0972,,3.06,0.0,0.07598613784630548
bul,lat,44.96,24,6,6.36e-05,17140,1116,15.3584229390681,0.158874645,0.379928771,0.3385266670375308,0.8333,0.4535,0.4824,0.3824,0.5098,0.0429,,3.09,0.0,0.08891155604059786
bul,fra,69.07,11,19,0.157657085,16032,1116,14.365591397849462,0.118520741,0.379928771,0.4734057002059204,0.9375,0.4454,0.4601,0.4078,0.4788,0.076,,3.078,0.0,0.08078439715518781
bul,deu,65.58,17,13,0.158165861,14613,1116,13.094086021505376,0.187631727,0.379928771,0.2561774220929253,0.8571,0.4097,0.467,0.3743,0.5162,0.0467,,3.164,0.0,0.07652596155811797
bul,hin,29.01,28,2,0.1330450269999999,14963,1116,13.407706093189963,0.060393443,0.379928771,0.7073484340700095,0.875,0.4788,0.5109,0.4078,0.5418,0.202,,3.094,0.4287,0.11306543028800764
bul,cat,68.97,12,18,0.157211905,14832,1116,13.290322580645162,0.074013319,0.379928771,0.648333499962735,0.9091,0.4583,0.4465,0.2804,0.4681,0.0728,,3.008,0.0,0.08162128864838436
bul,ita,71.8,5,25,0.156766726,13685,1116,12.262544802867383,0.102554534,0.379928771,0.5330008181074961,0.9,0.3673,0.4347,0.2301,0.5052,0.0413,,3.066,0.0,0.07533216916252428
bul,eng,68.71,13,17,0.156703129,14545,1116,13.0331541218638,0.0961556319999999,0.379928771,0.5578766738619433,0.9,0.4097,0.4647,0.3333,0.521,0.0896,,2.977,0.1864,0.17528098739561349
bul,fin,49.49,23,7,0.156766726,13581,1116,12.169354838709678,0.302519355,0.379928771,0.041512913688175,1.0,0.3337,0.3974,0.2804,0.4599,0.0971,,3.15,0.0,0.06023672473404007
bul,slv,72.22,4,26,0.153586874,9290,1116,8.324372759856631,0.237767323,0.379928771,0.140010082399631,0.3333,0.3808,0.3879,0.0,0.4225,0.0359,,2.68,0.0,0.07449701208921933
bul,slk,69.19,10,20,0.144238107,9543,1116,8.551075268817204,0.261917468,0.379928771,0.0964812331384171,0.5,,,,,0.031,,2.994,0.0,0.12222920404000004
bul,ron,73.02,2,28,0.157021114,8795,1116,7.880824372759856,0.167303215,0.379928771,0.313203465679976,0.8889,0.4288,0.4529,0.2952,0.4946,0.0141,,3.047,0.0,0.05805985348793696
bul,hrv,72.42,3,27,0.155113203,7832,1116,7.017921146953405,0.216688845,0.379928771,0.1846071054868492,0.5,0.4164,0.4088,0.0,0.4403,0.0283,,2.988,0.0,0.06460969530989857
bul,ara,41.71,26,4,0.1054439069999999,6984,1116,6.258064516129032,0.1033986809999999,0.379928771,0.5297615382266375,1.0,0.5544,0.5544,,,0.0979,,3.184,0.5335,0.08930823599541582
