,Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
130,kor,eng,16.31,5,25,0.1219189369999999,14545,3276,4.43986568986569,0.0961556319999999,0.465899158,0.6298212446473307,1.0,0.3414,0.3736,0.4326,0.4619,0.4405,0.4285,0.37669240559119516
131,kor,fin,17.88,2,28,0.1170491719999999,13581,3276,4.145604395604396,0.302519355,0.465899158,0.1229738825851344,1.0,0.3172,0.3197,0.3789,0.3429,0.3414,0.3862,0.3360334279277901
132,kor,bul,14.06,18,12,0.116025273,10022,3276,3.059218559218559,0.201446082,0.465899158,0.3221909925003948,1.0,0.5462,0.5921,0.5342,0.5338,0.4068,0.4232,0.39651620566195034
133,kor,slv,15.27,12,18,0.1129286019999999,9290,3276,2.835775335775336,0.237767323,0.465899158,0.2397661868239756,1.0,0.3453,0.3926,0.7252,0.5155,0.4283,0.4128,0.4225111760235246
134,kor,slk,14.9,14,16,0.1026396619999999,9543,3276,2.913003663003663,0.261917468,0.465899158,0.1916895863003541,1.0,0.654,0.7813,1.1892,1.2579,0.4085,0.4717,0.40147018948612767
135,kor,ron,13.98,19,11,0.118647454,8795,3276,2.6846764346764345,0.167303215,0.465899158,0.4107560362133504,1.0,0.5299,0.5833,0.6162,0.5349,0.3995,0.4157,0.38728693337042397
136,kor,hrv,15.65,8,22,0.119321729,7832,3276,2.3907203907203907,0.216688845,0.465899158,0.2861199695521397,1.0,0.6362,0.6568,0.7252,0.5146,0.4261,0.4485,0.41533212615761567
137,kor,ara,6.64,29,1,0.0994680719999999,6984,3276,2.131868131868132,0.1033986809999999,0.465899158,0.6053873106909048,1.0,0.4542,0.6429,1.1892,1.2579,1.0,0.4151,0.3643794368452892
138,kor,lav,16.21,6,24,0.114177259,6475,3276,1.9764957264957264,0.268650981,0.465899158,0.1792429756131941,1.0,0.3386,0.5573,0.5152,1.2579,0.3666,0.3462,0.3559777109383041
139,kor,heb,8.55,28,2,0.115500837,5725,3276,1.7475579975579976,0.117344567,0.465899158,0.5597031662689154,1.0,0.3511,0.4009,0.6736,0.548,0.4099,0.396,0.3976631980820534
140,kor,ukr,15.16,13,17,0.112828709,5090,3276,1.5537240537240538,0.31926283,0.465899158,0.0990602232113709,1.0,0.3658,0.4067,0.691,0.5486,0.3932,0.4144,0.3561259042921141
141,kor,ind,11.24,27,3,0.119096971,5036,3276,1.537240537240537,0.197096308,0.465899158,0.3328770752351244,1.0,0.4564,0.4694,0.4326,0.4287,0.2665,0.3967,0.2347278477822745
142,kor,dan,13.52,22,8,0.107908998,4947,3276,1.51007326007326,0.203165045,0.465899158,0.3180160785780253,1.0,0.4074,0.6249,1.1892,1.2579,0.41,0.4046,0.39769840516573884
143,kor,swe,15.54,10,20,0.114377045,4807,3276,1.4673382173382172,0.193727962,0.465899158,0.3412718543789162,1.0,0.4108,0.4331,0.6572,0.4757,0.374,0.4318,0.35766655777438927
144,kor,zho,16.68,4,26,0.109956796,4497,3276,1.3727106227106227,0.178585916,0.465899158,0.3803009709638579,1.0,0.2839,0.3368,0.3891,0.5198,1.0,0.2132,0.10970523259562101
145,est,ces,47.94,5,25,0.184067066,114304,2737,41.76251370113263,0.091965586,0.323237952,0.5119208212568355,0.9744,0.33,0.5555,0.8425,1.2528,0.0591,0.42,0.06432040111968411
146,est,rus,46.5,8,22,0.1566883919999999,55398,2737,20.240409207161125,0.123916395,0.323237952,0.3802452950952518,0.9791,0.3907,0.5919,1.1251,1.2423,0.1505,0.2941,0.15181991814801973
147,est,nor,51.58,3,27,0.204613185,34170,2737,12.48447204968944,0.106159434,0.323237952,0.4510129406743042,0.9766,0.502,0.731,1.1101,1.3461,0.0359,0.16,0.05151390953694414
148,est,spa,40.93,17,13,0.174181668,31546,2737,11.525758129338692,0.0791871859999999,0.323237952,0.5700535535715152,0.9638,0.5795,0.7501,1.3012,1.2476,0.1347,0.5111,0.4515472139774913
149,est,kor,16.7,29,1,0.1469725969999999,30426,2737,11.116550968213373,0.294432976,0.323237952,0.0079412769556886,0.9896,0.4262,0.6149,1.1892,1.2579,0.3622,0.4041,0.34837762396035316
150,est,pol,42.9,15,15,0.153054055,22646,2737,8.274022652539276,0.223329008,0.323237952,0.0955353379893279,0.9766,0.3741,0.5958,1.1101,1.273,0.0447,0.227,0.046117588756028186
151,est,nld,44.48,12,18,0.168875536,19452,2737,7.107051516258678,0.133302703,0.323237952,0.3452760447024556,0.9687,0.3577,0.6012,0.9525,1.3287,0.0693,0.1319,0.08201489114701005
152,est,por,40.02,22,8,0.1680759819999999,19763,2737,7.220679576178298,0.095460698,0.323237952,0.496564894342052,0.9654,0.3631,0.5955,0.9005,1.3016,0.1341,0.2962,0.4926648213341896
153,est,lat,28.26,26,4,0.025828023,17140,2737,6.262331019364267,0.158874645,0.323237952,0.258562208426816,0.9766,0.2841,0.4997,1.0848,0.9932,0.1043,0.4197,0.11087341202486549
154,est,fra,40.64,19,11,0.190584644,16032,2737,5.857508220679576,0.118520741,0.323237952,0.4011104896084247,0.9638,0.4136,0.6471,1.2677,1.3331,0.093,0.5119,0.1750950349423574
155,est,deu,46.6,7,23,0.16654956,14613,2737,5.339057362075265,0.187631727,0.323237952,0.1760007666606915,0.9744,0.5445,0.75,1.2237,1.3198,0.0691,0.4632,0.07220355862152544
156,est,hin,32.07,24,6,0.103263635,14963,2737,5.466934599926927,0.060393443,0.323237952,0.6612308758881671,0.9724,0.3848,0.6576,1.2677,1.4001,0.2818,0.4156,0.29167320993233997
157,est,cat,40.56,20,10,0.187895234,14832,2737,5.419071976616734,0.074013319,0.323237952,0.5944799850352049,0.967,0.3184,0.5775,1.1421,1.2875,0.1185,0.2803,0.15609923017678798
158,est,ita,41.28,16,14,0.1726067889999999,13685,2737,5.0,0.102554534,0.323237952,0.4661167510778185,0.9687,0.3657,0.5783,0.8723,1.2579,0.098,0.4669,0.11570713198652839
159,est,eng,44.7,11,19,0.1939282339999999,14545,2737,5.31421264157837,0.0961556319999999,0.323237952,0.4935395402835118,0.9687,0.4234,0.6476,1.2006,1.3375,0.0814,0.4768,0.28209244933733074
160,est,fin,59.45,1,29,0.253822111,13581,2737,4.96200219218122,0.302519355,0.323237952,0.004108430957602,0.9819,0.39,0.6032,1.2141,1.2827,0.0298,0.0338,0.03134724999113994
161,est,bul,43.49,13,17,0.14958932,10022,2737,3.661673364998173,0.201446082,0.323237952,0.1419684708315342,0.9744,0.5418,0.734,1.0582,1.2922,0.0902,0.3803,0.09007834520516882
162,est,slv,46.1,9,21,0.1766287889999999,9290,2737,3.394227256119839,0.237767323,0.323237952,0.0699180177653316,0.9766,0.3454,0.5668,0.8425,1.263,0.0785,0.4817,0.08494148938330505
163,est,slk,40.66,18,12,0.150001211,9543,2737,3.486664230909755,0.261917468,0.323237952,0.0359887245328721,0.9766,0.5103,0.4834,0.0,0.0,0.0625,0.4573,0.06324839837453215
164,est,ron,40.37,21,9,0.169117825,8795,2737,3.2133723054439165,0.167303215,0.323237952,0.2327239348879406,0.9705,0.5194,0.7178,1.0549,1.2779,0.0732,0.4796,0.07266870791414985
165,est,hrv,45.23,10,20,0.167688319,7832,2737,2.8615272195834858,0.216688845,0.323237952,0.1086563058187053,0.9724,0.4878,0.6819,0.8425,1.2476,0.0822,0.1037,0.08460210998690405
166,est,ara,22.2,28,2,0.097036804,6984,2737,2.5516989404457435,0.1033986809999999,0.323237952,0.4625576389534783,0.9744,0.409,0.3476,0.0,0.0,1.0,0.4802,0.1644803597495544
167,est,lav,55.3,2,28,0.1720495239999999,6475,2737,2.3657289002557547,0.268650981,0.323237952,0.0285189347479161,0.9819,0.3645,0.3517,1.1515,0.0,0.0157,0.0998,0.012390956022266163
168,est,heb,24.32,27,3,0.148717079,5725,2737,2.091706247716478,0.117344567,0.323237952,0.4057327779573904,0.9724,0.4251,0.6059,0.9198,1.2261,0.1644,0.3702,0.16230797574714712
169,est,ukr,43.28,14,16,0.153659778,5090,2737,1.8597004018998904,0.31926283,0.323237952,0.0001512363652728,0.9766,0.3684,0.5843,0.8723,1.2579,0.0634,0.361,0.05870158836034549
170,est,ind,31.23,25,5,0.1645143309999999,5036,2737,1.8399707709170623,0.197096308,0.323237952,0.1522903135203473,0.9705,0.5058,0.6818,1.2006,1.263,0.5264,0.0229,0.5143314703771257
171,est,dan,47.27,6,24,0.160492332,4947,2737,1.8074534161490683,0.203165045,0.323237952,0.1379892827961402,0.9744,0.3738,0.3088,0.0,0.0,0.048,0.4928,0.051937149975054664
172,est,swe,49.56,4,26,0.138904368,4807,2737,1.7563025210084031,0.193727962,0.323237952,0.1605320851444971,0.9744,0.3833,0.6142,0.9005,1.3198,0.0153,0.284,0.03599553626512966
173,est,zho,35.17,23,7,0.141254573,4497,2737,1.6430398246255025,0.178585916,0.323237952,0.2002647019729475,0.9791,0.4166,0.645,1.2832,1.3108,1.0,0.2687,0.29938384132946455
174,pol,ces,81.75,1,29,0.338503344,114304,2827,40.43296781039972,0.091965586,0.3456103679999999,0.5386148709186046,0.4788,0.2446,0.2993,0.5641,0.437,0.0165,0.3728,0.026967066030539145
175,pol,rus,76.8,4,26,0.182107023,55398,2827,19.59603820304209,0.123916395,0.3456103679999999,0.4114662779854123,0.5319,0.2827,0.3123,0.3125,0.4639,0.1763,0.2372,0.18230023283087612
176,pol,nor,62.61,15,15,0.227675585,34170,2827,12.087018040325434,0.106159434,0.3456103679999999,0.4800202357354206,0.8718,0.5524,0.6281,0.303,0.6057,0.0526,0.2971,0.06053205107202734
177,pol,spa,66.28,10,20,0.213586957,31546,2827,11.158825610187478,0.0791871859999999,0.3456103679999999,0.5942517878522839,0.9176,0.5807,0.644,0.5464,0.4505,0.0984,0.4826,0.4370110662995282
178,pol,kor,16.61,29,1,0.17027592,30426,2827,10.762645914396888,0.294432976,0.3456103679999999,0.0219271797124992,1.0,0.3327,0.3773,0.4544,0.5287,0.3976,0.2833,0.38367731597207555
179,pol,est,61.86,17,13,0.2,23460,2827,8.298549699327909,0.221928097,0.3456103679999999,0.1280682210853182,0.9766,0.3741,0.5958,1.1101,1.273,0.0447,0.227,0.04611758875602817
180,pol,nld,61.59,19,11,0.214005017,19452,2827,6.880792359391581,0.133302703,0.3456103679999999,0.3773617027650814,0.9047,0.2897,0.3366,0.5295,0.5091,0.0466,0.1031,0.05243684129751696
181,pol,por,62.64,14,16,0.206772575,19763,2827,6.990802971347718,0.095460698,0.3456103679999999,0.5238733954921575,0.9139,0.2292,0.2928,0.5032,0.4335,0.1016,0.2489,0.4605077037540429
182,pol,lat,51.48,25,5,0.0089046819999999,17140,2827,6.062964273081005,0.158874645,0.3456103679999999,0.2919317227140526,0.8718,0.3268,0.3854,0.5187,0.7345,0.0599,0.2612,0.07191661438444295
183,pol,fra,66.09,11,19,0.194941472,16032,2827,5.671029359745313,0.118520741,0.3456103679999999,0.43173878902491,0.9176,0.3389,0.3684,0.4196,0.4972,0.063,0.4793,0.14194948840297203
184,pol,deu,63.52,13,17,0.19527592,14613,2827,5.169083834453485,0.187631727,0.3456103679999999,0.2089407850521638,0.8831,0.5563,0.628,0.3729,0.5494,0.0282,0.4394,0.0432880883213737
185,pol,hin,36.22,28,2,0.098285953,14963,2827,5.292889989388044,0.060393443,0.3456103679999999,0.681046964789747,0.8919,0.3036,0.3605,0.4196,0.5662,0.2847,0.3839,0.3057408886692751
186,pol,cat,65.89,12,18,0.213210702,14832,2827,5.246551114255395,0.074013319,0.3456103679999999,0.6175563175091049,0.9097,0.2981,0.3113,0.1515,0.4311,0.0797,0.2535,0.1178900283692525
187,pol,ita,67.77,9,21,0.217725753,13685,2827,4.840820657941281,0.102554534,0.3456103679999999,0.4945823054697233,0.9047,0.2193,0.2911,0.5337,0.4678,0.0537,0.4772,0.07135937056904744
188,pol,eng,62.22,16,14,0.233110368,14545,2827,5.145030067209055,0.0961556319999999,0.3456103679999999,0.5209667216980977,0.9047,0.3276,0.3531,0.2649,0.5194,0.0666,0.4412,0.2787767577061891
189,pol,fin,55.01,23,7,0.1947742469999999,13581,2827,4.804032543332154,0.302519355,0.3456103679999999,0.0155453277399957,1.0,0.3314,0.3517,0.3508,0.485,0.0745,0.2235,0.07325585122439728
190,pol,bul,72.65,7,23,0.180351171,10022,2827,3.545100813583304,0.201446082,0.3456103679999999,0.1739970342567232,0.631,0.5557,0.621,0.2163,0.4792,0.0528,0.3131,0.0616475239148679
191,pol,slv,77.18,3,27,0.280267559,9290,2827,3.2861690838344533,0.237767323,0.3456103679999999,0.0973667690360263,0.5903,0.2361,0.303,0.5641,0.4962,0.0341,0.4324,0.04469897044211246
192,pol,slk,79.09,2,28,0.293060201,9543,2827,3.375663247258578,0.261917468,0.3456103679999999,0.0586413160555345,0.4097,0.6755,0.8191,1.1101,1.273,0.0183,0.4743,0.025940024668929956
193,pol,ron,70.89,8,22,0.2005852839999999,8795,2827,3.111071807569862,0.167303215,0.3456103679999999,0.2661730043626791,0.8989,0.54,0.6113,0.3729,0.4575,0.0365,0.4318,0.045684325781805805
194,pol,hrv,75.01,5,25,0.2691471569999999,7832,2827,2.7704280155642023,0.216688845,0.3456103679999999,0.1391481157632476,0.6614,0.6516,0.6875,0.5641,0.4275,0.0375,0.2478,0.04362524823557086
195,pol,ara,53.45,24,6,0.130894649,6984,2827,2.4704633887513263,0.1033986809999999,0.3456103679999999,0.4911528451567392,1.0,0.3946,0.6199,1.1101,1.273,1.0,0.4321,0.1548026329343315
196,pol,lav,60.52,20,10,0.197115385,6475,2827,2.2904138662893527,0.268650981,0.3456103679999999,0.0495849265984989,0.6545,0.2961,0.5369,0.3508,1.273,0.0332,0.2228,0.03496088330124363
197,pol,heb,49.9,26,4,0.167725753,5725,2827,2.025114962858153,0.117344567,0.3456103679999999,0.4362226131343624,1.0,0.3543,0.4136,0.6764,0.5856,0.1332,0.2757,0.13545388895549115
198,pol,ukr,74.05,6,24,0.1779682269999999,5090,2827,1.8004952246197383,0.31926283,0.3456103679999999,0.0058117450476138,0.5903,0.2907,0.3508,0.5337,0.4233,0.0289999999999999,0.2848,0.05354984306069336
199,pol,ind,58.23,22,8,0.192683946,5036,2827,1.781393703572692,0.197096308,0.3456103679999999,0.1846552316729802,1.0,0.4743,0.5022,0.344,0.3596,0.5357,0.2074,0.5383749178055566
200,pol,dan,60.26,21,9,0.20020903,4947,2827,1.7499115670321896,0.203165045,0.3456103679999999,0.16987241608758,0.8831,0.3255,0.5855,1.1101,1.273,0.035,0.4445,0.0420770541737789
201,pol,swe,61.7,18,12,0.1929765889999999,4807,2827,1.7003891050583655,0.193727962,0.3456103679999999,0.1931262962118644,0.8831,0.3493,0.3898,0.5468,0.5156,0.0444,0.2435,0.06539642091086871
202,pol,zho,43.48,27,3,0.155769231,4497,2827,1.59073222497347,0.178585916,0.3456103679999999,0.233553610896489,1.0,0.3364,0.3759,0.4327,0.5221,1.0,0.0834,0.331357331731453
203,nld,ces,54.75,18,12,0.189019539,114304,1472,77.65217391304348,0.091965586,0.241269561,0.3829461191684078,0.9131,0.2275,0.2659,0.2677,0.42,0.0373,0.3958,0.047519022724584005
204,nld,rus,62.81,5,25,0.140394306,55398,1472,37.63451086956522,0.123916395,0.241269561,0.2365835549678011,0.8934,0.3221,0.3537,0.6326,0.5011,0.2171,0.248,0.22235756758805217
205,nld,nor,65.65,2,28,0.28494386,34170,1472,23.213315217391305,0.106159434,0.241269561,0.3135961602435038,0.7048,0.4928,0.5588,0.6082,0.5351,0.047,0.228,0.05535151742032076
206,nld,spa,62.94,4,26,0.276368137,31546,1472,21.43070652173913,0.0791871859999999,0.241269561,0.451301228375134,0.9386,0.561,0.6112,0.7794,0.5268,0.0683,0.5082,0.3966006163604822
207,nld,kor,26.52,29,1,0.1249668459999999,30426,1472,20.66983695652174,0.294432976,0.241269561,0.0485535146749976,1.0,0.3766,0.4033,0.6326,0.4875,0.4315,0.3405,0.42415161090378967
208,nld,est,48.89,21,9,0.153788348,23460,1472,15.9375,0.221928097,0.241269561,0.0064264867949053,0.9687,0.3577,0.6012,0.9525,1.3287,0.0693,0.1319,0.08201489114701009
209,nld,pol,53.32,19,11,0.1170983999999999,22646,1472,15.384510869565217,0.223329008,0.241269561,0.0055292545404892,0.9047,0.2897,0.3366,0.5295,0.5091,0.0466,0.1031,0.05243684129751685
210,nld,por,60.57,10,20,0.256918044,19763,1472,13.425951086956522,0.095460698,0.241269561,0.3652269182858502,0.9359,0.2619,0.2874,0.1864,0.3679,0.0653,0.2561,0.4164139203679506
211,nld,lat,42.43,23,7,0.094863407,17140,1472,11.644021739130435,0.158874645,0.241269561,0.1166261025995907,0.9047,0.3281,0.3978,0.5549,0.7895,0.0627,0.3377,0.07003705642301943
212,nld,fra,63.1,3,27,0.267615595,16032,1472,10.891304347826088,0.118520741,0.241269561,0.258838922810029,0.9386,0.2978,0.3175,0.5956,0.3259,0.0247,0.5065,0.12045220127002228
213,nld,deu,66.82,1,29,0.233401114,14613,1472,9.927309782608695,0.187631727,0.241269561,0.0494239436458486,0.5236,0.5077,0.5492,0.5698,0.2945,0.0323,0.4576,0.03162976225465039
214,nld,hin,32.21,27,3,0.118557157,14963,1472,10.16508152173913,0.060393443,0.241269561,0.5620272708614572,0.9196,0.3565,0.3861,0.631,0.4669,0.3313,0.4001,0.35371223967077825
215,nld,cat,62.09,6,24,0.2888338789999999,14832,1472,10.076086956521738,0.074013319,0.241269561,0.4805732589388305,0.9328,0.273,0.3089,0.5549,0.4026,0.0564,0.2501,0.0783753492600027
216,nld,ita,61.96,7,23,0.187870215,13685,1472,9.296875,0.102554534,0.241269561,0.3305536473093956,0.9291,0.253,0.2857,0.2301,0.4086,0.0574,0.4827,0.06770365894560747
217,nld,eng,59.88,11,19,0.206613032,14545,1472,9.881114130434783,0.0961556319999999,0.241269561,0.3617538266736734,0.7068,0.3156,0.3445,0.595,0.4641,0.021,0.4655,0.28282925247965507
218,nld,fin,38.17,26,4,0.1559101759999999,13581,1472,9.226222826086955,0.302519355,0.241269561,0.0644472212536734,1.0,0.3675,0.3733,0.6063,0.4334,0.0919,0.1309,0.09699556839886866
219,nld,bul,59.18,16,14,0.122668199,10022,1472,6.808423913043479,0.201446082,0.241269561,0.0272441540369483,0.9131,0.5332,0.5807,0.5804,0.4844,0.0886,0.3402,0.09621232104730441
220,nld,slv,59.34,15,15,0.165635222,9290,1472,6.311141304347826,0.237767323,0.241269561,0.0002107105321023,0.9047,0.284,0.3083,0.2677,0.4385,0.0477,0.4628,0.05224369190410038
221,nld,slk,51.54,20,10,0.10259924,9543,1472,6.483016304347826,0.261917468,0.241269561,0.0073239775245166,0.9047,0.6259,0.7778,0.9525,1.3287,0.0525,0.4762,0.055057598013965384
222,nld,ron,59.5,13,17,0.2288922289999999,8795,1472,5.974864130434782,0.167303215,0.241269561,0.093986020519904,0.9248,0.5235,0.5666,0.4407,0.4444,0.0761,0.4614,0.085486656947106
223,nld,hrv,59.44,14,16,0.1529484569999999,7832,1472,5.320652173913044,0.216688845,0.241269561,0.0103796806104846,0.9196,0.6038,0.6173,0.2677,0.4516,0.0574,0.168,0.056452017642882144
224,nld,ara,32.16,28,2,0.104809477,6984,1472,4.744565217391305,0.1033986809999999,0.241269561,0.3265427359805373,1.0,0.4141,0.6392,0.9525,1.3287,1.0,0.4618,0.19614815604912983
225,nld,lav,56.87,17,13,0.127663337,6475,1472,4.398777173913044,0.268650981,0.241269561,0.0128797331689504,0.8767,0.2825,0.5637,0.6854,1.3287,0.0676,0.1469,0.07576290004809415
226,nld,heb,41.96,24,6,0.125232075,5725,1472,3.889266304347826,0.117344567,0.241269561,0.2638230550393133,1.0,0.3844,0.4006,0.3617,0.5145,0.1682,0.3137,0.17222359048975436
227,nld,ukr,59.52,12,18,0.129652551,5090,1472,3.457880434782609,0.31926283,0.241269561,0.1044982889488551,0.9047,0.311,0.3398,0.2301,0.4295,0.0721,0.3135,0.10292524521442396
228,nld,ind,45.42,22,8,0.163115551,5036,1472,3.421195652173913,0.197096308,0.241269561,0.0335207477091608,1.0,0.472,0.4953,0.6334,0.458,0.5823,0.1106,0.5882316856195192
229,nld,dan,61.43,8,22,0.217222173,4947,1472,3.360733695652174,0.203165045,0.241269561,0.0249429508688513,0.7323,0.2454,0.5677,0.9525,1.3287,0.0215,0.4756,0.03472288891733437
230,nld,swe,61.29,9,21,0.200070728,4807,1472,3.265625,0.193727962,0.241269561,0.0388277747181815,0.7323,0.2501,0.2872,0.1864,0.4385,0.0578,0.246,0.07895266229944897
231,nld,zho,39.7,25,5,0.130934489,4497,1472,3.0550271739130435,0.178585916,0.241269561,0.0674999446597657,1.0,0.3898,0.4169,0.645,0.5552,1.0,0.16,0.37820135152611806
232,por,ces,56.4,20,10,0.299517951,114304,1681,67.99762046400951,0.091965586,0.234453318,0.3693534678962779,0.9214,0.2448,0.2665,0.195,0.4184,0.0859,0.1826,0.4462839030240603
233,por,rus,64.66,11,19,0.145046406,55398,1681,32.955383700178466,0.123916395,0.234453318,0.2222808124432115,0.9037,0.2752,0.3134,0.614,0.4431,0.2778,0.0148,0.6167510045054747
234,por,nor,66.28,7,23,0.230400269,34170,1681,20.32718619869125,0.106159434,0.234453318,0.2994326404224219,0.9139,0.5382,0.5993,0.6271,0.5482,0.1109,0.2155,0.4548842248675687
235,por,spa,76.78,1,29,0.57409406,31546,1681,18.76621058893516,0.0791871859999999,0.234453318,0.4385717980764162,0.1864,0.5462,0.6054,0.7691,0.4523,0.0156,0.3858,0.23046637311992782
236,por,kor,22.55,29,1,0.132791328,30426,1681,18.09994051160024,0.294432976,0.234453318,0.0654478227778703,1.0,0.3269,0.3875,0.6572,0.4892,0.4962,0.4298,0.8059078362115903
237,por,est,44.63,24,6,0.154135789,23460,1681,13.955978584176084,0.221928097,0.234453318,0.0028540266780772,0.9654,0.3631,0.5955,0.9005,1.3016,0.1341,0.2962,0.4926648213341892
238,por,pol,47.94,22,8,0.166846536,22646,1681,13.471743010113029,0.223329008,0.234453318,0.0022513001434927,0.9139,0.2292,0.2928,0.5032,0.4335,0.1016,0.2489,0.4605077037540426
239,por,nld,65.74,9,21,0.252943857,19452,1681,11.571683521713268,0.133302703,0.234453318,0.186133390687975,0.9359,0.2619,0.2874,0.1864,0.3679,0.0653,0.2561,0.41641392036795033
240,por,lat,43.7,25,5,0.093316066,17140,1681,10.196311719214751,0.158874645,0.234453318,0.1039167984436046,0.529,0.3524,0.4063,0.5307,0.7772,0.0686,0.3764,0.41969382713671183
241,por,fra,75.88,2,28,0.34765091,16032,1681,9.53718024985128,0.118520741,0.234453318,0.2445108935457341,0.427,0.2848,0.3131,0.6486,0.3761,0.0411,0.3832,0.36684852015040503
242,por,deu,64.01,12,18,0.179365422,14613,1681,8.693039857227841,0.187631727,0.234453318,0.0398822422703756,0.9214,0.5358,0.588,0.6271,0.413,0.0745,0.2761,0.42692235391913813
243,por,hin,30.37,27,3,0.1057390219999999,14963,1681,8.901249256395003,0.060393443,0.234453318,0.5511687270697662,0.9273,0.2852,0.3414,0.6486,0.4576,0.3738,0.1869,0.7043258795776427
244,por,cat,72.99,4,26,0.420869607,14832,1681,8.823319452706722,0.074013319,0.234453318,0.4682874669223663,0.195,0.2418,0.2604,0.5307,0.2702,0.0313,0.0271,0.3553547604739188
245,por,ita,74.55,3,27,0.3133079119999999,13685,1681,8.14098750743605,0.102554534,0.234453318,0.3164964308924257,0.5032,0.1542,0.1704,0.1368,0.332,0.069,0.3263,0.41018786224664044
246,por,eng,68.22,6,24,0.234333405,14545,1681,8.65258774538965,0.0961556319999999,0.234453318,0.3479501760119854,0.9359,0.2799,0.3185,0.5739,0.4037,0.0621,0.2917,0.5008684592194137
247,por,fin,29.35,28,2,0.158140873,13581,1681,8.079119571683522,0.302519355,0.234453318,0.0842845872494934,1.0,0.3186,0.3488,0.6289,0.4298,0.1571,0.3179,0.5012515691166453
248,por,bul,66.18,8,22,0.135045687,10022,1681,5.96192742415229,0.201446082,0.234453318,0.01982008671231,0.9214,0.533,0.5845,0.5582,0.4053,0.119,0.1133,0.46546168461621157
249,por,slv,61.97,13,17,0.167494064,9290,1681,5.526472337894111,0.237767323,0.234453318,0.0001997991112604,0.9139,0.2403,0.2621,0.195,0.3177,0.0789,0.2917,0.43229908509489906
250,por,slk,56.99,19,11,0.170515864,9543,1681,5.676977989292088,0.261917468,0.234453318,0.0137220677178468,0.9139,0.6546,0.7913,0.9005,1.3016,0.0963,0.3172,0.4520078966389975
251,por,ron,69.52,5,25,0.351392186,8795,1681,5.232004759071981,0.167303215,0.234453318,0.0820314899448396,0.5582,0.519,0.5717,0.4565,0.3999,0.115,0.2885,0.47039611481414756
252,por,hrv,58.04,17,13,0.19020553,7832,1681,4.659131469363474,0.216688845,0.234453318,0.0057410574120414,0.9273,0.6351,0.6425,0.195,0.3596,0.0861,0.2235,0.4374787299771864
253,por,ara,47.43,23,7,0.084370578,6984,1681,4.154669839381321,0.1033986809999999,0.234453318,0.3124582651502401,1.0,0.3875,0.6069,0.9005,1.3016,1.0,0.2893,0.5356473539316382
254,por,lav,56.0,21,9,0.137204115,6475,1681,3.851873884592505,0.268650981,0.234453318,0.0212755154124792,0.8886,0.2559,0.5373,0.67,1.3016,0.1301,0.3578,0.48673990370007614
255,por,heb,57.59,18,12,0.13243159,5725,1681,3.405710886377157,0.117344567,0.234453318,0.2494973468306835,1.0,0.3289,0.3652,0.375,0.5592,0.1833,0.1053,0.4880365640734217
256,por,ukr,61.14,15,15,0.137707749,5090,1681,3.027959547888162,0.31926283,0.234453318,0.1308507938994225,0.9139,0.2834,0.2983,0.1368,0.3826,0.1164,0.0863,0.49968799153907983
257,por,ind,61.01,16,14,0.16368084,5036,1681,2.9958358120166566,0.197096308,0.234453318,0.0253881731010627,1.0,0.4463,0.4775,0.6148,0.3931,0.6254,0.2846,0.8763326575075892
258,por,dan,64.76,10,20,0.166750606,4947,1681,2.942891136228436,0.203165045,0.234453318,0.0178094463291403,0.9214,0.3123,0.5741,0.9005,1.3016,0.0867,0.3164,0.44592534266831607
259,por,swe,61.47,14,16,0.14734873,4807,1681,2.8596073765615704,0.193727962,0.234453318,0.0301728971353833,0.9214,0.3054,0.3289,0.1927,0.4685,0.1231,0.0153,0.4815640732288245
260,por,zho,38.79,26,4,0.12638799,4497,1681,2.6751933372992265,0.178585916,0.234453318,0.0567811501298797,1.0,0.3343,0.3908,0.7012,0.5565,1.0,0.3099,0.7809940364031449
261,lat,ces,34.87,17,13,0.071251153,114304,1260,90.71746031746032,0.091965586,0.365410546,0.5599866733266483,0.8831,0.3186,0.3657,0.5931,0.7063,0.0454,0.3782,0.04759196267499594
262,lat,rus,35.8,9,21,0.001845149,55398,1260,43.96666666666667,0.123916395,0.365410546,0.436768268125641,0.8564,0.3848,0.415,0.6035,0.7139,0.2255,0.3676,0.23803509428421782
263,lat,nor,35.52,11,19,0.116315379,34170,1260,27.11904761904762,0.106159434,0.365410546,0.503360464001041,0.8718,0.5479,0.6296,0.6126,0.8544,0.1009,0.4704,0.10756064579807391
264,lat,spa,36.14,7,23,0.097438081,31546,1260,25.03650793650793,0.0791871859999999,0.365410546,0.6135472258597676,0.5533,0.5984,0.6515,0.6879,0.7327,0.0573,0.3654,0.43407338314542127
265,lat,kor,10.18,29,1,0.000567738,30426,1260,24.14761904761905,0.294432976,0.365410546,0.0377294173846647,1.0,0.4144,0.4633,0.6529,0.8105,0.4515,0.1005,0.447635796679623
