Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
ita,hrv,66.96,17,13,0.202649515,7832,482,16.24896265560166,0.216688845,0.330421427,0.1184768210118859,0.9196,0.5703,0.541,0.2804,0.4263,0.0205,0.4159,0.0169
ita,ara,50.72,25,5,0.074013632,6984,482,14.489626556016598,0.1033986809999999,0.330421427,0.4720655847684814,1.0,0.5591,0.5068,0.195,0.3971,1.0,0.1172,0.1318
ita,lav,61.56,21,9,0.134107709,6475,482,13.433609958506224,0.268650981,0.330421427,0.034948220665823,0.8767,0.5125,0.4682,0.2736,0.3891,0.0869,0.5015,0.0714
ita,heb,58.14,22,8,0.11500432,5725,482,11.877593360995853,0.117344567,0.330421427,0.4158494883265691,1.0,0.4772,0.5326,0.4816,0.6332,0.1187,0.293,0.0969
ita,ukr,68.86,14,16,0.1202841509999999,5090,482,10.560165975103734,0.31926283,0.330421427,0.0011404671519864,0.9047,0.4557,0.4198,0.0,0.3926,0.0537,0.2838,0.0442
ita,ind,62.76,19,11,0.226744744,5036,482,10.448132780082988,0.197096308,0.330421427,0.1628124287924446,1.0,0.5674,0.5512,0.3277,0.4312,0.5564,0.4695,0.3956
ita,dan,70.56,10,20,0.161658827,4947,482,10.263485477178424,0.203165045,0.330421427,0.1483278625798036,0.9131,0.4508,0.4326,0.3277,0.3444,0.0667,0.1167,0.0549
ita,swe,67.13,16,14,0.144475377,4807,482,9.973029045643154,0.193727962,0.330421427,0.1711429839994475,0.9131,0.4557,0.5027,0.3277,0.5422,0.0945,0.3339,0.0774
ita,zho,43.5,26,4,0.1006047809999999,4497,482,9.3298755186722,0.178585916,0.330421427,0.2111593448493463,1.0,0.5584,0.6155,0.4835,0.6245,1.0,0.4935,0.3036
eng,ces,44.6,23,7,0.2835511639999999,114304,2077,55.03322099181512,0.091965586,0.22433854,0.3481695152535835,0.9131,0.6202,0.5987,0.319,0.5368,0.0583,0.1249,0.0481
eng,rus,56.23,13,17,0.141098183,55398,2077,26.67212325469427,0.123916395,0.22433854,0.2003785404469327,0.8934,0.6097,0.5974,0.319,0.5594,0.2316,0.2983,0.1849
eng,nor,69.32,1,29,0.270879821,34170,2077,16.451612903225808,0.106159434,0.22433854,0.2775067954133109,0.7048,0.53,0.5297,0.4413,0.4769,0.0513,0.3914,0.0423
eng,spa,61.13,7,23,0.251554033,31546,2077,15.188252286952336,0.0791871859999999,0.22433854,0.4186339104652969,0.9386,0.56,0.5541,0.2566,0.5481,0.0698,0.1268,0.0575
eng,kor,20.45,29,1,0.12328658,30426,2077,14.649012999518536,0.294432976,0.22433854,0.0976246102347909,1.0,0.7054,0.6561,0.5335,0.4866,0.4405,0.4285,0.3292
eng,est,49.56,20,10,0.179112209,23460,2077,11.295137217140104,0.221928097,0.22433854,0.0001154478777951,0.9687,0.5848,0.5593,0.2566,0.4823,0.0814,0.4768,0.0711
eng,pol,52.46,18,12,0.195927638,22646,2077,10.903225806451612,0.223329008,0.22433854,2.0250343812201745e-05,0.9047,0.6135,0.5923,0.1789,0.5472,0.0666,0.4412,0.0549
eng,nld,58.0,9,21,0.244062799,19452,2077,9.365430909966298,0.133302703,0.22433854,0.1646709537183049,0.7068,0.535,0.5292,0.3418,0.4861,0.021,0.4655,0.0174
eng,por,61.61,5,25,0.2325071719999999,19763,2077,9.515166104959077,0.095460698,0.22433854,0.3300264383583686,0.9359,0.5368,0.522,0.2513,0.4235,0.0621,0.2917,0.0512
eng,lat,39.39,25,5,0.056383487,17140,2077,8.2522869523351,0.158874645,0.22433854,0.0851522062665444,0.9047,0.6443,0.6112,0.3141,0.5256,0.0794,0.3801,0.0653
eng,fra,64.5,2,28,0.261316544,16032,2077,7.718825228695233,0.118520741,0.22433854,0.2224895766797907,0.9386,0.5686,0.5589,0.3743,0.4753,0.0297,0.1242,0.0246
eng,deu,61.91,4,26,0.223103283,14613,2077,7.035628310062591,0.187631727,0.22433854,0.0267722936804593,0.6336,0.5393,0.5162,0.3931,0.4364,0.053,0.0335,0.0437
eng,hin,37.35,26,4,0.09722665,14963,2077,7.204140587385653,0.060393443,0.22433854,0.5340588149853859,0.9196,0.6535,0.6076,0.3743,0.4684,0.3511,0.1233,0.2707
eng,cat,55.12,15,15,0.213021996,14832,2077,7.1410688493018775,0.074013319,0.22433854,0.4490099072723593,0.9328,0.5416,0.5302,0.1789,0.4581,0.0638,0.3012,0.0526
eng,ita,61.2,6,24,0.221549251,13685,2077,6.588830043331728,0.102554534,0.22433854,0.2946949768381732,0.9291,0.5645,0.5536,0.2566,0.5064,0.0748,0.0937,0.0615
eng,fin,46.4,22,8,0.167397195,13581,2077,6.538757823784304,0.302519355,0.22433854,0.1214486267778477,1.0,0.6446,0.5876,0.3141,0.4694,0.0991,0.4898,0.0812
eng,bul,57.37,10,20,0.127271278,10022,2077,4.82522869523351,0.201446082,0.22433854,0.0104130289031191,0.9131,0.603,0.5657,0.319,0.521,0.1095,0.1992,0.0896
eng,slv,55.4,14,16,0.198876315,9290,2077,4.472797303803563,0.237767323,0.22433854,0.0035831544917024,0.9047,0.6016,0.5667,0.319,0.4546,0.0678,0.0283,0.0559
eng,slk,52.41,19,11,0.176801084,9543,2077,4.594607607125662,0.261917468,0.22433854,0.0280595689850886,0.9047,0.6597,0.6459,0.5426,0.6054,0.0735,0.1033,0.0605
eng,ron,56.29,12,18,0.187599617,8795,2077,4.234472797303804,0.167303215,0.22433854,0.0646368320565959,0.9248,0.5927,0.5601,0.3141,0.4997,0.0972,0.0247,0.0797
eng,hrv,54.3,17,13,0.200589735,7832,2077,3.770823302840636,0.216688845,0.22433854,0.001162734238974,0.9196,0.6602,0.613,0.3743,0.5093,0.0777,0.4247,0.0639
eng,ara,35.87,27,3,0.08610934,6984,2077,3.3625421280693306,0.1033986809999999,0.22433854,0.2906237736117813,1.0,0.6916,0.6499,0.319,0.5506,1.0,0.0253,0.1832
eng,lav,54.51,16,14,0.150023908,6475,2077,3.117477130476649,0.268650981,0.22433854,0.039016074357463,0.8767,0.6234,0.5987,0.3695,0.5026,0.083,0.5091,0.0683
eng,heb,32.93,28,2,0.1143210069999999,5725,2077,2.7563793933558016,0.117344567,0.22433854,0.2274630460139778,1.0,0.6058,0.6074,0.4576,0.5549,0.1887,0.2331,0.1521
eng,ukr,57.06,11,19,0.128187759,5090,2077,2.450649975926817,0.31926283,0.22433854,0.1790387085866543,0.9047,0.5904,0.5599,0.2566,0.4661,0.0929,0.2306,0.0762
eng,ind,47.68,21,9,0.1773987889999999,5036,2077,2.4246509388541164,0.197096308,0.22433854,0.0147461143037948,1.0,0.6388,0.5882,0.3141,0.4546,0.6014,0.4747,0.4185
eng,dan,59.87,8,22,0.180387313,4947,2077,2.381800674049109,0.203165045,0.22433854,0.0089079408191613,0.7323,0.5357,0.5321,0.3141,0.4332,0.0354,0.0447,0.0292
eng,swe,63.95,3,27,0.1431702259999999,4807,2077,2.3143957631198844,0.193727962,0.22433854,0.0186180967179346,0.7323,0.5126,0.5496,0.3141,0.5242,0.0676,0.3023,0.0557
eng,zho,41.86,24,6,0.107467325,4497,2077,2.165142031776601,0.178585916,0.22433854,0.0415933820420587,1.0,0.6488,0.6443,0.4685,0.5926,1.0,0.4554,0.3047
fin,ces,48.35,7,23,0.188679245,114304,1555,73.50739549839228,0.091965586,0.433011739,0.620335977423725,1.0,0.5177,0.488,0.2677,0.4818,0.0882,0.4378,0.0724
fin,rus,46.95,9,21,0.159450596,55398,1555,35.62572347266881,0.123916395,0.433011739,0.5095485684747457,1.0,0.4553,0.4728,0.2677,0.5099,0.1415,0.315,0.1151
fin,nor,52.94,3,27,0.197804287,34170,1555,21.974276527331188,0.106159434,0.433011739,0.5697754902019659,1.0,0.4999,0.4639,0.3141,0.4626,0.0478,0.1907,0.0394
fin,spa,45.0,17,13,0.1822632,31546,1555,20.286816720257235,0.0791871859999999,0.433011739,0.66769264579555,1.0,0.5221,0.5119,0.427,0.5617,0.1597,0.5168,0.1295
fin,kor,17.06,29,1,0.151133501,30426,1555,19.566559485530547,0.294432976,0.433011739,0.102422181137376,1.0,0.6196,0.5291,0.5096,0.3638,0.3414,0.3862,0.2641
fin,est,63.35,1,29,0.258590371,23460,1555,15.086816720257234,0.221928097,0.433011739,0.23763467776393,0.9819,0.3993,0.3648,0.1864,0.3861,0.0298,0.0338,0.0245
fin,pol,44.78,18,12,0.158832755,22646,1555,14.563344051446943,0.223329008,0.433011739,0.2344908971669842,1.0,0.5162,0.5202,0.2617,0.5146,0.0745,0.2235,0.0612
fin,nld,43.37,22,8,0.171522266,19452,1555,12.509324758842444,0.133302703,0.433011739,0.4790714973446182,1.0,0.562,0.5064,0.2952,0.4561,0.0919,0.1309,0.0754
fin,por,45.26,15,15,0.180409676,19763,1555,12.709324758842444,0.095460698,0.433011739,0.6076864641213487,1.0,0.5139,0.5025,0.3141,0.454,0.1571,0.3179,0.1275
fin,lat,30.26,26,4,0.018867925,17140,1555,11.02250803858521,0.158874645,0.433011739,0.4008078961906041,1.0,0.554,0.511,0.3729,0.4701,0.1336,0.4084,0.1088
fin,fra,45.13,16,14,0.1977092339999999,16032,1555,10.309967845659164,0.118520741,0.433011739,0.5274934810326573,1.0,0.6218,0.5294,0.3333,0.3996,0.1165,0.5176,0.0952
fin,deu,46.68,10,20,0.172567844,14613,1555,9.39742765273312,0.187631727,0.433011739,0.3211286297306338,1.0,0.552,0.4801,0.2468,0.4201,0.0976,0.478,0.08
fin,hin,30.75,25,5,0.127608003,14963,1555,9.62250803858521,0.060393443,0.433011739,0.7405067307400819,1.0,0.5733,0.5412,0.4161,0.5129,0.2859,0.4344,0.2248
fin,cat,43.52,21,9,0.2182881039999999,14832,1555,9.538263665594856,0.074013319,0.433011739,0.6873623399778026,1.0,0.5612,0.5199,0.2617,0.4287,0.145,0.3037,0.118
fin,ita,45.69,14,16,0.178746257,13685,1555,8.80064308681672,0.102554534,0.433011739,0.5824130666868985,1.0,0.5632,0.5414,0.3277,0.4906,0.1272,0.4803,0.1038
fin,eng,48.73,5,25,0.193051661,14545,1555,9.353697749196142,0.0961556319999999,0.433011739,0.6051868879007872,1.0,0.6446,0.5876,0.3141,0.4694,0.0991,0.4898,0.0812
fin,bul,46.33,12,18,0.155410865,10022,1555,6.445016077170418,0.201446082,0.433011739,0.2859887572506159,1.0,0.4326,0.4246,0.2677,0.4599,0.1189,0.3988,0.0971
fin,slv,45.76,13,17,0.1939071339999999,9290,1555,5.97427652733119,0.237767323,0.433011739,0.2033096080888712,1.0,0.533,0.5093,0.2677,0.4533,0.1079,0.4937,0.0883
fin,slk,43.56,20,10,0.148281926,9543,1555,6.136977491961415,0.261917468,0.433011739,0.1561246920509825,1.0,0.7605,0.7242,0.5641,0.6566,0.0923,0.4718,0.0757
fin,ron,43.58,19,11,0.183071147,8795,1555,5.655948553054662,0.167303215,0.433011739,0.3765404465007584,1.0,0.5133,0.4786,0.3729,0.4795,0.1021,0.4919,0.0836
fin,hrv,47.21,8,22,0.173280738,7832,1555,5.036655948553054,0.216688845,0.433011739,0.2495776138045938,1.0,0.5669,0.5129,0.3333,0.448,0.1119,0.136,0.0916
fin,ara,26.4,27,3,0.10047051,6984,1555,4.491318327974277,0.1033986809999999,0.433011739,0.5794413396981587,1.0,0.604,0.5496,0.3862,0.4756,1.0,0.4924,0.1717
fin,lav,55.96,2,28,0.171902476,6475,1555,4.163987138263666,0.268650981,0.433011739,0.1440777542137231,1.0,0.5352,0.4815,0.3277,0.4135,0.0442,0.0668,0.0365
fin,heb,25.3,28,2,0.15013545,5725,1555,3.681672025723473,0.117344567,0.433011739,0.5314464354420632,1.0,0.5044,0.5314,0.427,0.552,0.1898,0.3865,0.1529
fin,ukr,46.56,11,19,0.156979231,5090,1555,3.273311897106109,0.31926283,0.433011739,0.0690073164964103,1.0,0.4643,0.463,0.3277,0.4906,0.0922,0.3793,0.0756
fin,ind,35.31,24,6,0.1680528489999999,5036,1555,3.2385852090032152,0.197096308,0.433011739,0.2968338032539756,1.0,0.5935,0.536,0.3729,0.4034,0.5231,0.0421,0.3776
fin,dan,48.68,6,24,0.166817166,4947,1555,3.1813504823151124,0.203165045,0.433011739,0.2817586010554727,1.0,0.5378,0.4966,0.2617,0.4034,0.0708,0.5031,0.0582
fin,swe,49.96,4,26,0.158167387,4807,1555,3.0913183279742764,0.193727962,0.433011739,0.3053705630948995,1.0,0.5415,0.5033,0.0,0.4418,0.0347,0.3063,0.0286
fin,zho,37.0,23,7,0.150705765,4497,1555,2.891961414790997,0.178585916,0.433011739,0.3452415322776843,1.0,0.5937,0.6096,0.439,0.5823,1.0,0.2564,0.2377
bul,ces,75.85,1,29,0.157593488,114304,1116,102.42293906810036,0.091965586,0.379928771,0.5744729331125719,0.6667,0.5216,0.5036,0.0,0.4507,0.0523,0.082,0.0432
bul,rus,71.42,6,24,0.442444671,55398,1116,49.63978494623656,0.123916395,0.379928771,0.4540645062852003,0.5804,0.4576,0.4479,0.0,0.345,0.1796,0.1181,0.145
bul,nor,66.92,15,15,0.15689392,34170,1116,30.618279569892472,0.106159434,0.379928771,0.5192365347533118,0.8831,0.4609,0.4973,0.4208,0.5964,0.1054,0.295,0.0863
bul,spa,70.47,7,23,0.158293055,31546,1116,28.26702508960573,0.0791871859999999,0.379928771,0.6265887642001022,0.9248,0.3889,0.4538,0.3433,0.5933,0.1089,0.3049,0.0891
bul,kor,16.97,29,1,0.14913508,30426,1116,27.26344086021505,0.294432976,0.379928771,0.0506390027670555,1.0,0.6237,0.6118,0.6123,0.5671,0.4068,0.4232,0.3077
bul,est,53.3,22,8,0.157021114,23460,1116,21.021505376344088,0.221928097,0.379928771,0.1729471913931529,0.9744,0.4678,0.4708,0.195,0.5098,0.0902,0.3803,0.0733
bul,pol,69.42,9,21,0.141821419,22646,1116,20.2921146953405,0.223329008,0.379928771,0.1698939193484291,0.631,0.4948,0.5102,0.2677,0.5078,0.0528,0.3131,0.0436
bul,nld,64.72,19,11,0.15689392,19452,1116,17.43010752688172,0.133302703,0.379928771,0.4213796832678002,0.9131,0.5177,0.508,0.3918,0.5097,0.0886,0.3402,0.0727
bul,por,70.18,8,22,0.158038667,19763,1116,17.70878136200717,0.095460698,0.379928771,0.5606123956085541,0.9214,0.4108,0.4421,0.319,0.4276,0.119,0.1133,0.0972
bul,lat,44.96,24,6,6.36e-05,17140,1116,15.3584229390681,0.158874645,0.379928771,0.3385266670375308,0.8831,0.5563,0.5539,0.3862,0.5557,0.0521,0.358,0.0429
bul,fra,69.07,11,19,0.157657085,16032,1116,14.365591397849462,0.118520741,0.379928771,0.4734057002059204,0.9248,0.5296,0.5201,0.4196,0.4788,0.0927,0.3013,0.076
bul,deu,65.58,17,13,0.158165861,14613,1116,13.094086021505376,0.187631727,0.379928771,0.2561774220929253,0.8934,0.446,0.4555,0.359,0.5162,0.0566,0.1873,0.0467
bul,hin,29.01,28,2,0.1330450269999999,14963,1116,13.407706093189963,0.060393443,0.379928771,0.7073484340700095,0.9014,0.5418,0.548,0.4196,0.5418,0.2548,0.0976,0.202
bul,cat,68.97,12,18,0.157211905,14832,1116,13.290322580645162,0.074013319,0.379928771,0.648333499962735,0.9176,0.4693,0.4801,0.2677,0.4681,0.0886,0.132,0.0728
bul,ita,71.8,5,25,0.156766726,13685,1116,12.262544802867383,0.102554534,0.379928771,0.5330008181074961,0.9131,0.457,0.4846,0.195,0.5052,0.0502,0.2541,0.0413
bul,eng,68.71,13,17,0.156703129,14545,1116,13.0331541218638,0.0961556319999999,0.379928771,0.5578766738619433,0.9131,0.603,0.5657,0.319,0.521,0.1095,0.1992,0.0896
bul,fin,49.49,23,7,0.156766726,13581,1116,12.169354838709678,0.302519355,0.379928771,0.041512913688175,1.0,0.4326,0.4246,0.2677,0.4599,0.1189,0.3988,0.0971
bul,slv,72.22,4,26,0.153586874,9290,1116,8.324372759856631,0.237767323,0.379928771,0.140010082399631,0.4788,0.4714,0.4739,0.0,0.4225,0.0435,0.1956,0.0359
bul,slk,69.19,10,20,0.144238107,9543,1116,8.551075268817204,0.261917468,0.379928771,0.0964812331384171,0.631,0.7644,0.7316,0.6082,0.6478,0.0376,0.2487,0.031
bul,ron,73.02,2,28,0.157021114,8795,1116,7.880824372759856,0.167303215,0.379928771,0.313203465679976,0.9078,0.3986,0.4171,0.2677,0.4946,0.0171,0.1923,0.0141
bul,hrv,72.42,3,27,0.155113203,7832,1116,7.017921146953405,0.216688845,0.379928771,0.1846071054868492,0.5765,0.455,0.4386,0.2048,0.4403,0.0342,0.3139,0.0283
bul,ara,41.71,26,4,0.1054439069999999,6984,1116,6.258064516129032,0.1033986809999999,0.379928771,0.5297615382266375,1.0,0.6092,0.5849,0.2871,0.5412,1.0,0.1932,0.0979
bul,lav,65.34,18,12,0.1535232769999999,6475,1116,5.801971326164875,0.268650981,0.379928771,0.0857852494056047,0.6875,0.5392,0.51,0.195,0.4576,0.0748,0.4304,0.0616
bul,heb,40.84,27,3,0.153777665,5725,1116,5.129928315412187,0.117344567,0.379928771,0.4776753480830625,1.0,0.4806,0.5411,0.4477,0.6063,0.081,0.0519,0.0665
bul,ukr,68.13,14,16,0.310862376,5090,1116,4.560931899641577,0.31926283,0.379928771,0.0254967902515171,0.631,0.4668,0.4647,0.195,0.4367,0.0268,0.0361,0.0222
bul,ind,56.67,21,9,0.156130756,5036,1116,4.512544802867383,0.197096308,0.379928771,0.2315806422954218,1.0,0.5301,0.5143,0.3862,0.4918,0.5066,0.3709,0.3682
bul,dan,66.15,16,14,0.153396082,4947,1116,4.432795698924731,0.203165045,0.379928771,0.2164621308921012,0.8934,0.5287,0.5058,0.2677,0.4225,0.0853,0.223,0.07
bul,swe,64.11,20,10,0.137624014,4807,1116,4.307347670250896,0.193727962,0.379928771,0.2401921234324127,0.8934,0.507,0.5296,0.2677,0.5343,0.0949,0.1276,0.0778
bul,zho,41.84,25,5,0.1305647419999999,4497,1116,4.029569892473118,0.178585916,0.379928771,0.2808458944428199,1.0,0.5118,0.5691,0.5273,0.5762,1.0,0.355,0.2756
slv,ces,68.04,1,29,0.308193591,114304,1898,60.22339304531086,0.091965586,0.321766562,0.5100607643158581,0.631,0.4016,0.4021,0.0,0.4204,0.0201,0.1261,0.0167
slv,rus,60.68,6,24,0.0890752119999999,55398,1898,29.18756585879873,0.123916395,0.321766562,0.3780863705335823,0.5319,0.457,0.4508,0.0,0.4254,0.2038,0.2972,0.1637
slv,nor,56.5,8,22,0.161464387,34170,1898,18.003161222339305,0.106159434,0.321766562,0.4489980023440247,0.8718,0.4817,0.5132,0.4208,0.5251,0.078,0.4025,0.0641
slv,spa,54.74,14,16,0.148140462,31546,1898,16.620653319283456,0.0791871859999999,0.321766562,0.5683631711590974,0.9176,0.5003,0.5338,0.3433,0.5118,0.0717,0.127,0.059
slv,kor,16.5,29,1,0.083513199,30426,1898,16.030558482613277,0.294432976,0.321766562,0.0072162472340334,1.0,0.6184,0.6128,0.6123,0.55,0.4283,0.4128,0.3214
slv,est,51.73,20,10,0.11439482,23460,1898,12.360379346680716,0.221928097,0.321766562,0.0962750981322369,0.9766,0.4981,0.4858,0.195,0.434,0.0785,0.4817,0.066
slv,pol,58.75,7,23,0.179935248,22646,1898,11.931506849315069,0.223329008,0.321766562,0.0935922325409781,0.5903,0.4192,0.4751,0.2677,0.5281,0.0341,0.4324,0.0281
slv,nld,52.57,18,12,0.149925286,19452,1898,10.24868282402529,0.133302703,0.321766562,0.3430633614308395,0.9047,0.5021,0.5025,0.3918,0.4622,0.0477,0.4628,0.0394
slv,por,52.93,17,13,0.137223975,19763,1898,10.412539515279242,0.095460698,0.321766562,0.4946634185691856,0.9139,0.406,0.4161,0.319,0.3356,0.0789,0.2917,0.0649
slv,lat,41.17,24,6,0.074298522,17140,1898,9.030558482613277,0.158874645,0.321766562,0.256281494724265,0.8718,0.4347,0.4531,0.3862,0.4892,0.0259,0.3607,0.0214
slv,fra,54.02,15,15,0.147766894,16032,1898,8.446786090621707,0.118520741,0.321766562,0.398989465324629,0.9176,0.5078,0.508,0.4196,0.4688,0.0492,0.1227,0.0406
slv,deu,55.1,12,18,0.132741159,14613,1898,7.6991570073761855,0.187631727,0.321766562,0.1737806184039699,0.8831,0.4943,0.487,0.359,0.4255,0.0159,0.0582,0.0131
slv,hin,30.78,27,3,0.07807571,14963,1898,7.883561643835616,0.060393443,0.321766562,0.6598420983791251,0.8919,0.4791,0.5018,0.4196,0.4816,0.2962,0.1304,0.2322
slv,cat,53.03,16,14,0.1412087,14832,1898,7.8145416227608,0.074013319,0.321766562,0.5928664513092208,0.9097,0.4251,0.4022,0.2677,0.3295,0.0514,0.3033,0.0425
slv,ita,55.92,9,21,0.1763655989999999,13685,1898,7.210221285563751,0.102554534,0.321766562,0.4641377999779357,0.9047,0.4363,0.4553,0.195,0.4312,0.0197,0.1191,0.0163
slv,eng,55.85,10,20,0.148431014,14545,1898,7.663329820864067,0.0961556319999999,0.321766562,0.4916300846559093,0.9047,0.6016,0.5667,0.319,0.4546,0.0678,0.0283,0.0559
slv,fin,47.84,22,8,0.128507388,13581,1898,7.155426765015807,0.302519355,0.321766562,0.0035781093907703,1.0,0.533,0.5093,0.2677,0.4533,0.1079,0.4937,0.0883
slv,bul,62.25,4,26,0.083388677,10022,1898,5.280295047418335,0.201446082,0.321766562,0.1398290126977033,0.4788,0.4714,0.4739,0.0,0.4225,0.0435,0.1956,0.0359
slv,slk,63.35,3,27,0.235555371,9543,1898,5.027924130663857,0.261917468,0.321766562,0.0345965936319616,0.5903,0.7359,0.7098,0.6082,0.6746,0.0197,0.1298,0.0163
slv,ron,55.03,13,17,0.1264320109999999,8795,1898,4.633825079030559,0.167303215,0.321766562,0.2304459404081643,0.8989,0.4817,0.4722,0.2677,0.3931,0.0362,0.0056,0.0299
slv,hrv,65.51,2,28,0.374647186,7832,1898,4.1264488935721815,0.216688845,0.321766562,0.1066447391729252,0.359,0.5408,0.5051,0.2048,0.3141,0.0099,0.4322,0.0082
slv,ara,33.07,26,4,0.046280923,6984,1898,3.679662802950474,0.1033986809999999,0.321766562,0.4605700563873497,1.0,0.5528,0.5278,0.2871,0.47,1.0,0.0043,0.1317
slv,lav,52.31,19,11,0.126348996,6475,1898,3.4114857744994733,0.268650981,0.321766562,0.0272497205112233,0.6545,0.4503,0.43,0.195,0.4007,0.0672,0.5108,0.0554
slv,heb,30.12,28,2,0.0811887759999999,5725,1898,3.0163329820864067,0.117344567,0.321766562,0.4036206935260771,1.0,0.5121,0.552,0.4477,0.572,0.1209,0.2251,0.0988
slv,ukr,61.72,5,25,0.087290387,5090,1898,2.6817702845100104,0.31926283,0.321766562,6.054717151393151e-05,0.5903,0.3536,0.3839,0.195,0.404,0.0378,0.226,0.0312
slv,ind,42.99,23,7,0.098414411,5036,1898,2.6533192834562698,0.197096308,0.321766562,0.1501218363367819,1.0,0.5993,0.5796,0.3862,0.4413,0.5483,0.4786,0.3914
slv,dan,50.87,21,9,0.111157231,4947,1898,2.6064278187565857,0.203165045,0.321766562,0.1358622077663447,0.8831,0.4341,0.4259,0.2677,0.3578,0.0515,0.0314,0.0424
slv,swe,55.79,11,19,0.0981653659999999,4807,1898,2.5326659641728133,0.193727962,0.321766562,0.1583434172291881,0.8831,0.5011,0.5263,0.2677,0.5107,0.0757,0.3029,0.0623
slv,zho,35.54,25,5,0.077951187,4497,1898,2.369336143308746,0.178585916,0.321766562,0.1980098590638468,1.0,0.5934,0.6199,0.5273,0.5945,1.0,0.4437,0.2921
slk,ces,87.98,1,29,0.485108996,114304,1061,107.73232799245994,0.091965586,0.464307645,0.6430911350608838,0.2677,0.7546,0.72,0.6082,0.6839,0.0153,0.1781,0.0126
slk,rus,73.86,4,26,0.15950261,55398,1061,52.21300659754948,0.123916395,0.464307645,0.5374587111246487,0.5319,0.7359,0.7038,0.6082,0.6933,0.1843,0.3265,0.1487
slk,nor,57.41,19,11,0.196806877,34170,1061,32.205466540999055,0.106159434,0.464307645,0.5949958042115601,0.8718,0.7508,0.7078,0.5426,0.5972,0.0696,0.3598,0.0573
slk,spa,61.35,10,20,0.2200644769999999,31546,1061,29.732327992459943,0.0791871859999999,0.464307645,0.6879890276670428,0.9176,0.7585,0.7326,0.5859,0.6885,0.0904,0.1483,0.0742
slk,kor,19.86,29,1,0.15128953,30426,1061,28.676720075400567,0.294432976,0.464307645,0.1338583840773104,1.0,0.7323,0.7119,0.5859,0.6792,0.4085,0.4717,0.3089
slk,est,57.16,20,10,0.189361375,23460,1061,22.11121583411876,0.221928097,0.464307645,0.2725086381689973,0.9766,0.7644,0.7402,0.5859,0.7127,0.0625,0.4573,0.0523
slk,pol,73.28,5,25,0.257291986,22646,1061,21.344015080113103,0.223329008,0.464307645,0.2693676380455534,0.4097,0.7028,0.6759,0.5641,0.6655,0.0183,0.4743,0.0151
slk,nld,60.48,12,18,0.195809027,19452,1061,18.333647502356268,0.133302703,0.464307645,0.5082264771877633,0.9047,0.7269,0.6931,0.5,0.6137,0.0525,0.4762,0.0433
slk,por,59.71,14,16,0.2093951489999999,19763,1061,18.626767200754006,0.095460698,0.464307645,0.6310746238240643,0.9139,0.7216,0.6921,0.5426,0.6391,0.0963,0.3172,0.079
slk,lat,45.06,24,6,0.035769113,17140,1061,16.154571159283694,0.158874645,0.464307645,0.4327332302949891,0.8718,0.7062,0.7028,0.5641,0.7127,0.0444,0.4404,0.0366
slk,fra,59.62,16,14,0.232038686,16032,1061,15.110273327049953,0.118520741,0.464307645,0.5546326261838536,0.9176,0.7451,0.696,0.4788,0.6096,0.062,0.1518,0.0511
slk,deu,59.76,13,17,0.1858305189999999,14613,1061,13.772855796418472,0.187631727,0.464307645,0.3550839563029296,0.8831,0.7508,0.7149,0.5212,0.6221,0.0232,0.0863,0.0192
slk,hin,31.58,28,2,0.136321768,14963,1061,14.10273327049953,0.060393443,0.464307645,0.7567746539887527,0.8919,0.7269,0.6759,0.4788,0.5451,0.2819,0.1609,0.2219
slk,cat,60.8,11,19,0.198111759,14832,1061,13.979264844486334,0.074013319,0.464307645,0.7065986546867244,0.9097,0.7147,0.695,0.5641,0.6522,0.0705,0.3182,0.058
slk,ita,64.53,9,21,0.207936752,13685,1061,12.898209236569274,0.102554534,0.464307645,0.6070338093364069,0.9047,0.7199,0.7019,0.5859,0.6792,0.0387,0.0206,0.0319
slk,eng,57.99,17,13,0.208857845,14545,1061,13.708765315739868,0.0961556319999999,0.464307645,0.6286988846101719,0.9047,0.6597,0.6459,0.5426,0.6054,0.0735,0.1033,0.0605
slk,fin,52.6,22,8,0.166487565,13581,1061,12.80018850141376,0.302519355,0.464307645,0.1214178394249579,1.0,0.7605,0.7242,0.5641,0.6566,0.0923,0.4718,0.0757
slk,bul,72.25,7,23,0.15059871,10022,1061,9.445805843543829,0.201446082,0.464307645,0.3205106779176552,0.631,0.7644,0.7316,0.6082,0.6478,0.0376,0.2487,0.031
slk,slv,74.57,2,28,0.295210316,9290,1061,8.755890669180019,0.237767323,0.464307645,0.2380561238137825,0.5903,0.7359,0.7098,0.6082,0.6746,0.0197,0.1298,0.0163
slk,ron,65.3,8,22,0.209548664,8795,1061,8.289349670122526,0.167303215,0.464307645,0.4091797994659021,0.8989,0.7508,0.7242,0.5641,0.6611,0.0237,0.1269,0.0196
slk,hrv,74.5,3,27,0.29474977,7832,1061,7.381715362865221,0.216688845,0.464307645,0.2844170058279311,0.6614,0.8052,0.7736,0.631,0.6885,0.02,0.4036,0.0166
