Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Word overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHICAL,Unnamed: 18,GEOGRAPHIC
kor,ron,13.98,19,11,0.118647454,8795,3276,2.6846764346764345,0.167303215,0.465899158,0.4107560362133504,1.0,0.6355,0.6071,0.5829,0.5696,0.3995,0.4157,0.3029
kor,hrv,15.65,8,22,0.119321729,7832,3276,2.3907203907203907,0.216688845,0.465899158,0.2861199695521397,1.0,0.6685,0.623,0.5879,0.5505,0.4261,0.4485,0.3201
kor,ara,6.64,29,1,0.0994680719999999,6984,3276,2.131868131868132,0.1033986809999999,0.465899158,0.6053873106909048,1.0,0.7303,0.6423,0.5348,0.4901,1.0,0.4151,0.2926
kor,lav,16.21,6,24,0.114177259,6475,3276,1.9764957264957264,0.268650981,0.465899158,0.1792429756131941,1.0,0.6631,0.6081,0.6327,0.55,0.3666,0.3462,0.2813
kor,heb,8.55,28,2,0.115500837,5725,3276,1.7475579975579976,0.117344567,0.465899158,0.5597031662689154,1.0,0.6567,0.639,0.5609,0.5886,0.4099,0.396,0.3097
kor,ukr,15.16,13,17,0.112828709,5090,3276,1.5537240537240538,0.31926283,0.465899158,0.0990602232113709,1.0,0.6055,0.5914,0.5609,0.5861,0.3932,0.4144,0.2988
kor,ind,11.24,27,3,0.119096971,5036,3276,1.537240537240537,0.197096308,0.465899158,0.3328770752351244,1.0,0.6727,0.617,0.5096,0.4569,0.2665,0.3967,0.2106
kor,dan,13.52,22,8,0.107908998,4947,3276,1.51007326007326,0.203165045,0.465899158,0.3180160785780253,1.0,0.6126,0.5939,0.5829,0.5052,0.41,0.4046,0.3098
kor,swe,15.54,10,20,0.114377045,4807,3276,1.4673382173382172,0.193727962,0.465899158,0.3412718543789162,1.0,0.645,0.602,0.5096,0.5026,0.374,0.4318,0.2862
kor,zho,16.68,4,26,0.109956796,4497,3276,1.3727106227106227,0.178585916,0.465899158,0.3803009709638579,1.0,0.5008,0.5578,0.4835,0.5505,1.0,0.2132,0.0436
est,ces,47.94,5,25,0.184067066,114304,2737,41.76251370113263,0.091965586,0.323237952,0.5119208212568355,0.9744,0.5482,0.5038,0.195,0.4714,0.0591,0.42,0.0506
est,rus,46.5,8,22,0.1566883919999999,55398,2737,20.240409207161125,0.123916395,0.323237952,0.3802452950952518,0.9791,0.4434,0.4723,0.195,0.5079,0.1505,0.2941,0.1182
est,nor,51.58,3,27,0.204613185,34170,2737,12.48447204968944,0.106159434,0.323237952,0.4510129406743042,0.9766,0.4307,0.4634,0.3695,0.5153,0.0359,0.16,0.0342
est,spa,40.93,17,13,0.174181668,31546,2737,11.525758129338692,0.0791871859999999,0.323237952,0.5700535535715152,0.9638,0.5263,0.4968,0.39,0.4617,0.1347,0.5111,0.1129
est,kor,16.7,29,1,0.1469725969999999,30426,2737,11.116550968213373,0.294432976,0.323237952,0.0079412769556886,0.9896,0.6237,0.557,0.5609,0.4528,0.3622,0.4041,0.2754
est,pol,42.9,15,15,0.153054055,22646,2737,8.274022652539276,0.223329008,0.323237952,0.0955353379893279,0.9766,0.5291,0.5081,0.1864,0.453,0.0447,0.227,0.0382
est,nld,44.48,12,18,0.168875536,19452,2737,7.107051516258678,0.133302703,0.323237952,0.3452760447024556,0.9687,0.5298,0.5127,0.3455,0.5145,0.0693,0.1319,0.0608
est,por,40.02,22,8,0.1680759819999999,19763,2737,7.220679576178298,0.095460698,0.323237952,0.496564894342052,0.9654,0.4917,0.4902,0.2566,0.4244,0.1341,0.2962,0.1126
est,lat,28.26,26,4,0.025828023,17140,2737,6.262331019364267,0.158874645,0.323237952,0.258562208426816,0.9766,0.5563,0.5002,0.3277,0.4028,0.1043,0.4197,0.0869
est,fra,40.64,19,11,0.190584644,16032,2737,5.857508220679576,0.118520741,0.323237952,0.4011104896084247,0.9638,0.5549,0.5312,0.3776,0.4985,0.093,0.5119,0.0798
est,deu,46.6,7,23,0.16654956,14613,2737,5.339057362075265,0.187631727,0.323237952,0.1760007666606915,0.9744,0.4896,0.4815,0.3064,0.5026,0.0691,0.4632,0.0591
est,hin,32.07,24,6,0.103263635,14963,2737,5.466934599926927,0.060393443,0.323237952,0.6612308758881671,0.9724,0.5053,0.5195,0.3776,0.5365,0.2818,0.4156,0.218
est,cat,40.56,20,10,0.187895234,14832,2737,5.419071976616734,0.074013319,0.323237952,0.5944799850352049,0.967,0.5299,0.4968,0.1864,0.3964,0.1185,0.2803,0.0996
est,ita,41.28,16,14,0.1726067889999999,13685,2737,5.0,0.102554534,0.323237952,0.4661167510778185,0.9687,0.5434,0.5327,0.2736,0.4805,0.098,0.4669,0.0819
est,eng,44.7,11,19,0.1939282339999999,14545,2737,5.31421264157837,0.0961556319999999,0.323237952,0.4935395402835118,0.9687,0.5848,0.5593,0.2566,0.4823,0.0814,0.4768,0.0711
est,fin,59.45,1,29,0.253822111,13581,2737,4.96200219218122,0.302519355,0.323237952,0.004108430957602,0.9819,0.3993,0.3648,0.1864,0.3861,0.0298,0.0338,0.0245
est,bul,43.49,13,17,0.14958932,10022,2737,3.661673364998173,0.201446082,0.323237952,0.1419684708315342,0.9744,0.4678,0.4708,0.195,0.5098,0.0902,0.3803,0.0733
est,slv,46.1,9,21,0.1766287889999999,9290,2737,3.3942272561198394,0.237767323,0.323237952,0.0699180177653316,0.9766,0.4981,0.4858,0.195,0.434,0.0785,0.4817,0.066
est,slk,40.66,18,12,0.150001211,9543,2737,3.486664230909755,0.261917468,0.323237952,0.0359887245328721,0.9766,0.7644,0.7402,0.5859,0.7127,0.0625,0.4573,0.0523
est,ron,40.37,21,9,0.169117825,8795,2737,3.2133723054439165,0.167303215,0.323237952,0.2327239348879406,0.9705,0.517,0.4811,0.3277,0.4618,0.0732,0.4796,0.0596
est,hrv,45.23,10,20,0.167688319,7832,2737,2.8615272195834858,0.216688845,0.323237952,0.1086563058187053,0.9724,0.5424,0.4849,0.2804,0.3673,0.0822,0.1037,0.0686
est,ara,22.2,28,2,0.097036804,6984,2737,2.5516989404457435,0.1033986809999999,0.323237952,0.4625576389534783,0.9744,0.6216,0.5505,0.3433,0.4149,1.0,0.4802,0.1526
est,lav,55.3,2,28,0.1720495239999999,6475,2737,2.3657289002557547,0.268650981,0.323237952,0.0285189347479161,0.9819,0.4988,0.4411,0.2736,0.3212,0.0157,0.0998,0.012
est,heb,24.32,27,3,0.148717079,5725,2737,2.091706247716478,0.117344567,0.323237952,0.4057327779573904,0.9724,0.5335,0.5424,0.39,0.5077,0.1644,0.3702,0.1313
est,ukr,43.28,14,16,0.153659778,5090,2737,1.8597004018998904,0.31926283,0.323237952,0.0001512363652728,0.9766,0.4236,0.442,0.2736,0.4805,0.0634,0.361,0.0515
est,ind,31.23,25,5,0.1645143309999999,5036,2737,1.8399707709170623,0.197096308,0.323237952,0.1522903135203473,0.9705,0.5723,0.5095,0.3277,0.2992,0.5264,0.0229,0.3764
est,dan,47.27,6,24,0.160492332,4947,2737,1.8074534161490683,0.203165045,0.323237952,0.1379892827961402,0.9744,0.5029,0.4652,0.1864,0.3374,0.048,0.4928,0.0434
est,swe,49.56,4,26,0.138904368,4807,2737,1.7563025210084031,0.193727962,0.323237952,0.1605320851444971,0.9744,0.4939,0.5049,0.1864,0.5026,0.0153,0.284,0.0172
est,zho,35.17,23,7,0.141254573,4497,2737,1.6430398246255025,0.178585916,0.323237952,0.2002647019729475,0.9791,0.5621,0.5833,0.4835,0.5351,1.0,0.2687,0.2471
pol,ces,81.75,1,29,0.338503344,114304,2827,40.43296781039972,0.091965586,0.3456103679999999,0.5386148709186046,0.4788,0.4737,0.4743,0.2677,0.4653,0.0165,0.3728,0.0137
pol,rus,76.8,4,26,0.182107023,55398,2827,19.59603820304209,0.123916395,0.3456103679999999,0.4114662779854123,0.5319,0.4765,0.4773,0.2677,0.4949,0.1763,0.2372,0.1425
pol,nor,62.61,15,15,0.227675585,34170,2827,12.087018040325434,0.106159434,0.3456103679999999,0.4800202357354206,0.8718,0.5276,0.584,0.409,0.6385,0.0526,0.2971,0.0434
pol,spa,66.28,10,20,0.213586957,31546,2827,11.158825610187478,0.0791871859999999,0.3456103679999999,0.5942517878522839,0.9176,0.5426,0.5245,0.3277,0.4801,0.0984,0.4826,0.0807
pol,kor,16.61,29,1,0.17027592,30426,2827,10.762645914396888,0.294432976,0.3456103679999999,0.0219271797124992,1.0,0.5835,0.5871,0.5096,0.5633,0.3976,0.2833,0.3018
pol,est,61.86,17,13,0.2,23460,2827,8.298549699327909,0.221928097,0.3456103679999999,0.1280682210853182,0.9766,0.5291,0.5081,0.1864,0.453,0.0447,0.227,0.0382
pol,nld,61.59,19,11,0.214005017,19452,2827,6.880792359391581,0.133302703,0.3456103679999999,0.3773617027650814,0.9047,0.5174,0.5236,0.2952,0.5368,0.0466,0.1031,0.0385
pol,por,62.64,14,16,0.206772575,19763,2827,6.990802971347718,0.095460698,0.3456103679999999,0.5238733954921575,0.9139,0.4466,0.4653,0.1789,0.4584,0.1016,0.2489,0.0832
pol,lat,51.48,25,5,0.0089046819999999,17140,2827,6.062964273081005,0.158874645,0.3456103679999999,0.2919317227140526,0.8718,0.4096,0.441,0.2617,0.453,0.0599,0.2612,0.0493
pol,fra,66.09,11,19,0.194941472,16032,2827,5.671029359745313,0.118520741,0.3456103679999999,0.43173878902491,0.9176,0.5398,0.5471,0.3333,0.5239,0.063,0.4793,0.0519
pol,deu,63.52,13,17,0.19527592,14613,2827,5.169083834453485,0.187631727,0.3456103679999999,0.2089407850521638,0.8831,0.5485,0.5678,0.3548,0.5805,0.0282,0.4394,0.0232
pol,hin,36.22,28,2,0.098285953,14963,2827,5.292889989388044,0.060393443,0.3456103679999999,0.681046964789747,0.8919,0.4973,0.5384,0.3333,0.5925,0.2847,0.3839,0.2239
pol,cat,65.89,12,18,0.213210702,14832,2827,5.246551114255395,0.074013319,0.3456103679999999,0.6175563175091049,0.9097,0.4635,0.459,0.0,0.4568,0.0797,0.2535,0.0655
pol,ita,67.77,9,21,0.217725753,13685,2827,4.840820657941281,0.102554534,0.3456103679999999,0.4945823054697233,0.9047,0.451,0.4762,0.1864,0.498,0.0537,0.4772,0.0443
pol,eng,62.22,16,14,0.233110368,14545,2827,5.145030067209055,0.0961556319999999,0.3456103679999999,0.5209667216980977,0.9047,0.6135,0.5923,0.1789,0.5472,0.0666,0.4412,0.0549
pol,fin,55.01,23,7,0.1947742469999999,13581,2827,4.804032543332154,0.302519355,0.3456103679999999,0.0155453277399957,1.0,0.5162,0.5202,0.2617,0.5146,0.0745,0.2235,0.0612
pol,bul,72.65,7,23,0.180351171,10022,2827,3.545100813583304,0.201446082,0.3456103679999999,0.1739970342567232,0.631,0.4948,0.5102,0.2677,0.5078,0.0528,0.3131,0.0436
pol,slv,77.18,3,27,0.280267559,9290,2827,3.2861690838344533,0.237767323,0.3456103679999999,0.0973667690360263,0.5903,0.4192,0.4751,0.2677,0.5281,0.0341,0.4324,0.0281
pol,slk,79.09,2,28,0.293060201,9543,2827,3.375663247258578,0.261917468,0.3456103679999999,0.0586413160555345,0.4097,0.7028,0.6759,0.5641,0.6655,0.0183,0.4743,0.0151
pol,ron,70.89,8,22,0.2005852839999999,8795,2827,3.111071807569862,0.167303215,0.3456103679999999,0.2661730043626791,0.8989,0.5061,0.5095,0.2617,0.4856,0.0365,0.4318,0.0301
pol,hrv,75.01,5,25,0.2691471569999999,7832,2827,2.7704280155642023,0.216688845,0.3456103679999999,0.1391481157632476,0.6614,0.5847,0.5632,0.3333,0.4554,0.0375,0.2478,0.031
pol,ara,53.45,24,6,0.130894649,6984,2827,2.4704633887513263,0.1033986809999999,0.3456103679999999,0.4911528451567392,1.0,0.5765,0.546,0.2677,0.4588,1.0,0.4321,0.1368
pol,lav,60.52,20,10,0.197115385,6475,2827,2.2904138662893527,0.268650981,0.3456103679999999,0.0495849265984989,0.6545,0.534,0.5074,0.3277,0.4492,0.0332,0.2228,0.0275
pol,heb,49.9,26,4,0.167725753,5725,2827,2.025114962858153,0.117344567,0.3456103679999999,0.4362226131343624,1.0,0.5335,0.5689,0.427,0.6276,0.1332,0.2757,0.1085
pol,ukr,74.05,6,24,0.1779682269999999,5090,2827,1.8004952246197383,0.31926283,0.3456103679999999,0.0058117450476138,0.5903,0.4494,0.4603,0.1864,0.4504,0.0289999999999999,0.2848,0.0239
pol,ind,58.23,22,8,0.192683946,5036,2827,1.781393703572692,0.197096308,0.3456103679999999,0.1846552316729802,1.0,0.5617,0.5359,0.2617,0.3821,0.5357,0.2074,0.3846
pol,dan,60.26,21,9,0.20020903,4947,2827,1.7499115670321896,0.203165045,0.3456103679999999,0.16987241608758,0.8831,0.5,0.4933,0.2617,0.4094,0.035,0.4445,0.0289
pol,swe,61.7,18,12,0.1929765889999999,4807,2827,1.7003891050583655,0.193727962,0.3456103679999999,0.1931262962118644,0.8831,0.5349,0.5477,0.2617,0.5444,0.0444,0.2435,0.0366
pol,zho,43.48,27,3,0.155769231,4497,2827,1.59073222497347,0.178585916,0.3456103679999999,0.233553610896489,1.0,0.5573,0.5915,0.439,0.552,1.0,0.0834,0.2726
nld,ces,54.75,18,12,0.189019539,114304,1472,77.65217391304348,0.091965586,0.241269561,0.3829461191684078,0.9131,0.4804,0.4748,0.3918,0.4427,0.0373,0.3958,0.0308
nld,rus,62.81,5,25,0.140394306,55398,1472,37.63451086956522,0.123916395,0.241269561,0.2365835549678011,0.8934,0.5133,0.509,0.3918,0.5297,0.2171,0.248,0.1739
nld,nor,65.65,2,28,0.28494386,34170,1472,23.213315217391305,0.106159434,0.241269561,0.3135961602435038,0.7048,0.4526,0.4845,0.3418,0.5605,0.047,0.228,0.0389
nld,spa,62.94,4,26,0.276368137,31546,1472,21.43070652173913,0.0791871859999999,0.241269561,0.451301228375134,0.9386,0.5076,0.5231,0.432,0.557,0.0683,0.5082,0.0563
nld,kor,26.52,29,1,0.1249668459999999,30426,1472,20.66983695652174,0.294432976,0.241269561,0.0485535146749976,1.0,0.6318,0.592,0.432,0.5145,0.4315,0.3405,0.3235
nld,est,48.89,21,9,0.153788348,23460,1472,15.9375,0.221928097,0.241269561,0.0064264867949053,0.9687,0.5298,0.5127,0.3455,0.5145,0.0693,0.1319,0.0608
nld,pol,53.32,19,11,0.1170983999999999,22646,1472,15.384510869565217,0.223329008,0.241269561,0.0055292545404892,0.9047,0.5174,0.5236,0.2952,0.5368,0.0466,0.1031,0.0385
nld,por,60.57,10,20,0.256918044,19763,1472,13.425951086956522,0.095460698,0.241269561,0.3652269182858502,0.9359,0.4439,0.4566,0.3418,0.3863,0.0653,0.2561,0.0538
nld,lat,42.43,23,7,0.094863407,17140,1472,11.644021739130435,0.158874645,0.241269561,0.1166261025995907,0.9047,0.5406,0.5214,0.2952,0.5145,0.0627,0.3377,0.0517
nld,fra,63.1,3,27,0.267615595,16032,1472,10.891304347826088,0.118520741,0.241269561,0.258838922810029,0.9386,0.4801,0.4363,0.2817,0.3411,0.0247,0.5065,0.0203
nld,deu,66.82,1,29,0.233401114,14613,1472,9.927309782608695,0.187631727,0.241269561,0.0494239436458486,0.5236,0.3979,0.3646,0.2914,0.3086,0.0323,0.4576,0.0268
nld,hin,32.21,27,3,0.118557157,14963,1472,10.16508152173913,0.060393443,0.241269561,0.5620272708614572,0.9196,0.5825,0.5472,0.3661,0.4861,0.3313,0.4001,0.257
nld,cat,62.09,6,24,0.2888338789999999,14832,1472,10.076086956521738,0.074013319,0.241269561,0.4805732589388305,0.9328,0.472,0.4671,0.2952,0.4234,0.0564,0.2501,0.0466
nld,ita,61.96,7,23,0.187870215,13685,1472,9.296875,0.102554534,0.241269561,0.3305536473093956,0.9291,0.4483,0.4691,0.3455,0.4305,0.0574,0.4827,0.0473
nld,eng,59.88,11,19,0.206613032,14545,1472,9.881114130434783,0.0961556319999999,0.241269561,0.3617538266736734,0.7068,0.535,0.5292,0.3418,0.4861,0.021,0.4655,0.0174
nld,fin,38.17,26,4,0.1559101759999999,13581,1472,9.226222826086955,0.302519355,0.241269561,0.0644472212536734,1.0,0.562,0.5064,0.2952,0.4561,0.0919,0.1309,0.0754
nld,bul,59.18,16,14,0.122668199,10022,1472,6.808423913043479,0.201446082,0.241269561,0.0272441540369483,0.9131,0.5177,0.508,0.3918,0.5097,0.0886,0.3402,0.0727
nld,slv,59.34,15,15,0.165635222,9290,1472,6.311141304347826,0.237767323,0.241269561,0.0002107105321023,0.9047,0.5021,0.5025,0.3918,0.4622,0.0477,0.4628,0.0394
nld,slk,51.54,20,10,0.10259924,9543,1472,6.483016304347826,0.261917468,0.241269561,0.0073239775245166,0.9047,0.7269,0.6931,0.5,0.6137,0.0525,0.4762,0.0433
nld,ron,59.5,13,17,0.2288922289999999,8795,1472,5.974864130434782,0.167303215,0.241269561,0.093986020519904,0.9248,0.5483,0.4949,0.2952,0.4679,0.0761,0.4614,0.0626
nld,hrv,59.44,14,16,0.1529484569999999,7832,1472,5.320652173913044,0.216688845,0.241269561,0.0103796806104846,0.9196,0.6249,0.5685,0.4359,0.4766,0.0574,0.168,0.0474
nld,ara,32.16,28,2,0.104809477,6984,1472,4.744565217391305,0.1033986809999999,0.241269561,0.3265427359805373,1.0,0.6454,0.5943,0.3918,0.5176,1.0,0.4618,0.1673
nld,lav,56.87,17,13,0.127663337,6475,1472,4.398777173913044,0.268650981,0.241269561,0.0128797331689504,0.8767,0.5096,0.515,0.432,0.4907,0.0676,0.1469,0.0558
nld,heb,41.96,24,6,0.125232075,5725,1472,3.889266304347826,0.117344567,0.241269561,0.2638230550393133,1.0,0.5196,0.537,0.432,0.5448,0.1682,0.3137,0.1362
nld,ukr,59.52,12,18,0.129652551,5090,1472,3.457880434782609,0.31926283,0.241269561,0.1044982889488551,0.9047,0.498,0.4885,0.3455,0.4527,0.0721,0.3135,0.0593
nld,ind,45.42,22,8,0.163115551,5036,1472,3.421195652173913,0.197096308,0.241269561,0.0335207477091608,1.0,0.5906,0.5655,0.3881,0.4829,0.5823,0.1106,0.4091
nld,dan,61.43,8,22,0.217222173,4947,1472,3.360733695652174,0.203165045,0.241269561,0.0249429508688513,0.7323,0.3923,0.4343,0.3881,0.4183,0.0215,0.4756,0.0178
nld,swe,61.29,9,21,0.200070728,4807,1472,3.265625,0.193727962,0.241269561,0.0388277747181815,0.7323,0.3392,0.4024,0.2952,0.46,0.0578,0.246,0.0477
nld,zho,39.7,25,5,0.130934489,4497,1472,3.0550271739130435,0.178585916,0.241269561,0.0674999446597657,1.0,0.6079,0.6025,0.3789,0.5837,1.0,0.16,0.2974
por,ces,56.4,20,10,0.299517951,114304,1681,67.99762046400951,0.091965586,0.234453318,0.3693534678962779,0.9214,0.4923,0.4649,0.319,0.4431,0.0859,0.1826,0.0706
por,rus,64.66,11,19,0.145046406,55398,1681,32.955383700178466,0.123916395,0.234453318,0.2222808124432115,0.9037,0.4911,0.4781,0.319,0.47,0.2778,0.0148,0.219
por,nor,66.28,7,23,0.230400269,34170,1681,20.32718619869125,0.106159434,0.234453318,0.2994326404224219,0.9139,0.4401,0.519,0.4413,0.5757,0.1109,0.2155,0.0907
por,spa,76.78,1,29,0.57409406,31546,1681,18.76621058893516,0.0791871859999999,0.234453318,0.4385717980764162,0.1864,0.3872,0.4392,0.3695,0.4797,0.0156,0.3858,0.0129
por,kor,22.55,29,1,0.132791328,30426,1681,18.09994051160024,0.294432976,0.234453318,0.0654478227778703,1.0,0.6111,0.5982,0.5335,0.5185,0.4962,0.4298,0.3625
por,est,44.63,24,6,0.154135789,23460,1681,13.955978584176084,0.221928097,0.234453318,0.0028540266780772,0.9654,0.4917,0.4902,0.2566,0.4244,0.1341,0.2962,0.1126
por,pol,47.94,22,8,0.166846536,22646,1681,13.471743010113029,0.223329008,0.234453318,0.0022513001434927,0.9139,0.4466,0.4653,0.1789,0.4584,0.1016,0.2489,0.0832
por,nld,65.74,9,21,0.252943857,19452,1681,11.571683521713268,0.133302703,0.234453318,0.186133390687975,0.9359,0.4439,0.4566,0.3418,0.3863,0.0653,0.2561,0.0538
por,lat,43.7,25,5,0.093316066,17140,1681,10.196311719214751,0.158874645,0.234453318,0.1039167984436046,0.529,0.5021,0.4857,0.3141,0.4757,0.0686,0.3764,0.0564
por,fra,75.88,2,28,0.34765091,16032,1681,9.53718024985128,0.118520741,0.234453318,0.2445108935457341,0.427,0.4175,0.4084,0.2851,0.3947,0.0411,0.3832,0.0339
por,deu,64.01,12,18,0.179365422,14613,1681,8.693039857227841,0.187631727,0.234453318,0.0398822422703756,0.9214,0.453,0.4709,0.3931,0.4343,0.0745,0.2761,0.0613
por,hin,30.37,27,3,0.1057390219999999,14963,1681,8.901249256395003,0.060393443,0.234453318,0.5511687270697662,0.9273,0.5004,0.501,0.2851,0.477,0.3738,0.1869,0.286
por,cat,72.99,4,26,0.420869607,14832,1681,8.823319452706722,0.074013319,0.234453318,0.4682874669223663,0.195,0.2567,0.2815,0.1789,0.2848,0.0313,0.0271,0.0259
por,ita,74.55,3,27,0.3133079119999999,13685,1681,8.14098750743605,0.102554534,0.234453318,0.3164964308924257,0.5032,0.2686,0.2795,0.2566,0.351,0.069,0.3263,0.0568
por,eng,68.22,6,24,0.234333405,14545,1681,8.65258774538965,0.0961556319999999,0.234453318,0.3479501760119854,0.9359,0.5368,0.522,0.2513,0.4235,0.0621,0.2917,0.0512
por,fin,29.35,28,2,0.158140873,13581,1681,8.079119571683522,0.302519355,0.234453318,0.0842845872494934,1.0,0.5139,0.5025,0.3141,0.454,0.1571,0.3179,0.1275
por,bul,66.18,8,22,0.135045687,10022,1681,5.96192742415229,0.201446082,0.234453318,0.01982008671231,0.9214,0.4108,0.4421,0.319,0.4276,0.119,0.1133,0.0972
por,slv,61.97,13,17,0.167494064,9290,1681,5.526472337894111,0.237767323,0.234453318,0.0001997991112604,0.9139,0.406,0.4161,0.319,0.3356,0.0789,0.2917,0.0649
por,slk,56.99,19,11,0.170515864,9543,1681,5.676977989292088,0.261917468,0.234453318,0.0137220677178468,0.9139,0.7216,0.6921,0.5426,0.6391,0.0963,0.3172,0.079
por,ron,69.52,5,25,0.351392186,8795,1681,5.232004759071981,0.167303215,0.234453318,0.0820314899448396,0.5582,0.4133,0.4358,0.3141,0.4225,0.115,0.2885,0.094
por,hrv,58.04,17,13,0.19020553,7832,1681,4.659131469363474,0.216688845,0.234453318,0.0057410574120414,0.9273,0.5255,0.5042,0.3743,0.3806,0.0861,0.2235,0.0707
por,ara,47.43,23,7,0.084370578,6984,1681,4.154669839381321,0.1033986809999999,0.234453318,0.3124582651502401,1.0,0.5211,0.5015,0.319,0.4792,1.0,0.2893,0.1826
por,lav,56.0,21,9,0.137204115,6475,1681,3.851873884592505,0.268650981,0.234453318,0.0212755154124792,0.8886,0.4851,0.4588,0.3695,0.4231,0.1301,0.3578,0.1062
por,heb,57.59,18,12,0.13243159,5725,1681,3.405710886377157,0.117344567,0.234453318,0.2494973468306835,1.0,0.4361,0.5,0.4576,0.5958,0.1833,0.1053,0.1479
por,ukr,61.14,15,15,0.137707749,5090,1681,3.027959547888162,0.31926283,0.234453318,0.1308507938994225,0.9139,0.4265,0.4051,0.2566,0.4048,0.1164,0.0863,0.0951
por,ind,61.01,16,14,0.16368084,5036,1681,2.9958358120166566,0.197096308,0.234453318,0.0253881731010627,1.0,0.5156,0.5142,0.3141,0.4158,0.6254,0.2846,0.4299
por,dan,64.76,10,20,0.166750606,4947,1681,2.942891136228436,0.203165045,0.234453318,0.0178094463291403,0.9214,0.434,0.4106,0.3141,0.3048,0.0867,0.3164,0.0711
por,swe,61.47,14,16,0.14734873,4807,1681,2.8596073765615704,0.193727962,0.234453318,0.0301728971353833,0.9214,0.4265,0.4659,0.3141,0.493,0.1231,0.0153,0.1005
por,zho,38.79,26,4,0.12638799,4497,1681,2.6751933372992265,0.178585916,0.234453318,0.0567811501298797,1.0,0.5448,0.5939,0.4685,0.5869,1.0,0.3099,0.3376
lat,ces,34.87,17,13,0.071251153,114304,1260,90.71746031746032,0.091965586,0.365410546,0.5599866733266483,0.8831,0.4899,0.4598,0.3862,0.4714,0.0454,0.3782,0.0375
lat,rus,35.8,9,21,0.001845149,55398,1260,43.96666666666667,0.123916395,0.365410546,0.436768268125641,0.8564,0.4692,0.4668,0.3862,0.4803,0.2255,0.3676,0.1802
lat,nor,35.52,11,19,0.116315379,34170,1260,27.11904761904762,0.106159434,0.365410546,0.503360464001041,0.8718,0.5532,0.5582,0.3141,0.5945,0.1009,0.4704,0.0826
lat,spa,36.14,7,23,0.097438081,31546,1260,25.03650793650793,0.0791871859999999,0.365410546,0.6135472258597676,0.5533,0.5687,0.5346,0.427,0.4617,0.0573,0.3654,0.0472
lat,kor,10.18,29,1,0.000567738,30426,1260,24.14761904761905,0.294432976,0.365410546,0.0377294173846647,1.0,0.5876,0.5619,0.427,0.507,0.4515,0.1005,0.3358
lat,est,32.05,22,8,0.07969626,23460,1260,18.61904761904762,0.221928097,0.365410546,0.1541826149229524,0.9766,0.5563,0.5002,0.3277,0.4028,0.1043,0.4197,0.0869
lat,pol,37.2,4,26,0.016251508,22646,1260,17.97301587301587,0.223329008,0.365410546,0.1511865458071628,0.8718,0.4096,0.441,0.2617,0.453,0.0599,0.2612,0.0493
lat,nld,33.02,21,9,0.0630189479999999,19452,1260,15.438095238095238,0.133302703,0.365410546,0.4034757865024531,0.9047,0.5406,0.5214,0.2952,0.5145,0.0627,0.3377,0.0517
lat,por,36.86,5,25,0.088638138,19763,1260,15.684920634920635,0.095460698,0.365410546,0.5457629129513049,0.529,0.5021,0.4857,0.3141,0.4757,0.0686,0.3764,0.0564
lat,fra,35.25,14,16,0.167340856,16032,1260,12.723809523809525,0.118520741,0.365410546,0.4565035496683721,0.5533,0.5841,0.5422,0.4161,0.4985,0.0532,0.3602,0.0438
lat,deu,35.55,10,20,0.0549286779999999,14613,1260,11.597619047619048,0.187631727,0.365410546,0.2366997935652907,0.8831,0.5634,0.5513,0.439,0.5248,0.0375,0.3981,0.0309
lat,hin,23.4,27,3,0.0,14963,1260,11.875396825396823,0.060393443,0.365410546,0.696764843310528,0.8919,0.5008,0.5304,0.4161,0.5545,0.3061,0.3964,0.2392
lat,cat,35.35,13,17,0.084380101,14832,1260,11.771428571428572,0.074013319,0.365410546,0.6359290649724375,0.5,0.4767,0.457,0.2617,0.4251,0.0374,0.3922,0.031
lat,ita,37.74,3,27,0.143070045,13685,1260,10.86111111111111,0.102554534,0.365410546,0.5174562950757358,0.4646,0.4752,0.4653,0.3277,0.4236,0.0064,0.4314,0.0053
lat,eng,34.38,18,12,0.057696402,14545,1260,11.543650793650794,0.0961556319999999,0.365410546,0.5429566063049449,0.9047,0.6443,0.6112,0.3141,0.5256,0.0794,0.3801,0.0653
lat,fin,30.86,24,6,0.031154638,13581,1260,10.778571428571428,0.302519355,0.365410546,0.0296222118806252,1.0,0.554,0.511,0.3729,0.4701,0.1336,0.4084,0.1088
lat,bul,36.48,6,24,0.000141935,10022,1260,7.953968253968254,0.201446082,0.365410546,0.2013433604770541,0.8831,0.5563,0.5539,0.3862,0.5557,0.0521,0.358,0.0429
lat,slv,39.77,1,29,0.074089845,9290,1260,7.373015873015873,0.237767323,0.365410546,0.1220206597337923,0.8718,0.4347,0.4531,0.3862,0.4892,0.0259,0.3607,0.0214
lat,slk,35.43,12,18,0.015541835,9543,1260,7.5738095238095235,0.261917468,0.365410546,0.0802158985385471,0.8718,0.7062,0.7028,0.5641,0.7127,0.0444,0.4404,0.0366
