Target lang,Transfer lang,Accuracy,Rank,Accuracy level,Entity overlap,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
pan,rus,0.05,44,10,0.0,10000,7902,1.2655024044545684,0.8,0.5646,0.6088,0.6162,0.5856,0.1333
pan,sna,0.14,19,35,0.00012655024044545683,592,7902,0.07491774234371046,1.0,0.9009,0.6559999999999999,0.0002,0.5169,0.3595
pan,som,0.04,47,7,0.00012655024044545683,1246,7902,0.15768159959503922,1.0,0.5821,0.547,0.5687,0.4674,0.2127
pan,spa,0.15,16,38,0.0,10000,7902,1.2655024044545684,0.9231,0.6124,0.6167,0.5922,0.5577,0.3423
pan,swa,0.08,37,17,0.0,10000,7902,1.2655024044545684,1.0,0.5788,0.6003,0.0002,0.5732,1.0
pan,swe,0.1,32,22,0.0,10000,7902,1.2655024044545684,0.8571,0.6458,0.5701,0.0002,0.5228,0.2699
pan,tam,0.21,6,48,0.0,10000,7902,1.2655024044545684,1.0,0.5265,0.457,0.0002,0.4131,0.1096
pan,tel,0.46,2,52,0.0,5991,7902,0.7581624905087321,1.0,0.5997,0.4417,0.6409999999999999,0.2687,0.077
pan,tgk,0.13,21,33,0.0,10000,7902,1.2655024044545684,0.8,0.7277,0.8359,0.0002,0.5732,0.0586
pan,tgl,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.6868,0.6023,0.5922,0.4781,0.2513
pan,tha,0.07,41,13,0.00012655024044545683,10000,7902,1.2655024044545684,1.0,0.7858,0.6192,0.5687,0.4365,0.1553
pan,tir,0.02,52,2,0.0,81,7902,0.010250569476082005,1.0,0.7092,0.6283,0.0002,0.5825,0.2041
pan,tuk,0.17,10,44,0.0,1152,7902,0.14578587699316628,1.0,0.6143,0.7817,0.879,0.5732,0.0856
pan,tur,0.13,21,33,0.0,10000,7902,1.2655024044545684,1.0,0.5978,0.5959,0.5922,0.5479999999999999,0.2004
pan,ukr,0.17,10,44,0.0,10000,7902,1.2655024044545684,0.8333,0.518,0.5105,0.0002,0.5008,0.2376
pan,uig,0.12,26,28,0.0,1167,7902,0.14768413059984814,1.0,0.5824,0.772,0.7877,0.5732,0.0779
pan,uzb,0.17,10,44,0.0,10000,7902,1.2655024044545684,1.0,0.5788,0.6003,0.0002,0.5732,1.0
pan,vie,0.1,32,22,0.0,10000,7902,1.2655024044545684,1.0,0.7692,0.6322,0.5456,0.4909,0.1696
pan,xho,0.03,49,5,0.00012655024044545683,218,7902,0.027587952417109592,1.0,0.8792,0.6441,0.0002,0.5008,0.4222
pan,yor,0.08,37,17,0.00012655024044545683,7227,7902,0.9145785876993168,1.0,0.7867,0.6463,0.5922,0.4832,0.3937
pan,zul,0.12,26,28,0.0,462,7902,0.058466211085801065,1.0,0.7111,0.6484,0.5228,0.5342,0.3877
tel,amh,0.22,6,48,0.00016691704223001166,2028,5991,0.3385077616424637,1.0,0.5770000000000001,0.5416,0.3498,0.5211,0.2123
tel,ben,0.3,5,49,0.0,10000,5991,1.669170422300117,1.0,0.631,0.4095,0.2163,0.3198,0.0722
tel,cat,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.7973,0.5502,0.2163,0.4565,0.3793
tel,ceb,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.9549,0.6827,0.6409999999999999,0.5587,0.2512
tel,ckb,0.18,9,45,0.00016691704223001166,6279,5991,1.0480721081622433,1.0,0.762,0.8911,0.6409999999999999,0.5608,0.1943
tel,deu,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.6558,0.5698,0.3918,0.5367,0.345
tel,fra,0.09,39,15,0.0,10000,5991,1.669170422300117,1.0,0.7637,0.5713,0.3918,0.4777,0.3834
tel,hau,0.16,15,39,0.0,1071,5991,0.17876815222834253,1.0,0.879,0.6547,0.3918,0.5594,0.3767
tel,hin,0.47,1,53,0.0,10000,5991,1.669170422300117,1.0,0.5997,0.4097,0.2952,0.3131,0.0483
tel,hun,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.601,0.5231,0.2952,0.4744,0.317
tel,ilo,0.13,29,25,0.00016691704223001166,3549,5991,0.5923885828743115,1.0,0.8302,0.6206,0.6409999999999999,0.496,0.2252
tel,ind,0.19,7,47,0.0,10000,5991,1.669170422300117,1.0,0.8186,0.5976,0.3498,0.4878,0.2157
tel,ita,0.15,21,33,0.0,10000,5991,1.669170422300117,1.0,0.7183,0.6241,0.6409999999999999,0.5157,0.3414
tel,jav,0.18,9,45,0.00016691704223001166,9243,5991,1.5428142213319982,1.0,0.8718,0.5165,0.4196,0.4304,0.2001
tel,kaz,0.12,32,22,0.0,10000,5991,1.669170422300117,1.0,0.7048,0.8806,1.0,0.5608,0.1541
tel,kin,0.05,47,7,0.0,864,5991,0.1442163244867301,1.0,0.7823,0.61,0.6409999999999999,0.5114,0.2869
tel,kir,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.5489,0.5328,0.3918,0.5442,0.1437
tel,kur,0.17,12,42,0.0,4006,5991,0.6686696711734268,1.0,0.7468,0.8844,0.6409999999999999,0.5608,0.1947
tel,lao,0.01,52,2,0.0,521,5991,0.08696377900183609,1.0,0.8502,0.6576,0.6409999999999999,0.5309,0.1379
tel,mar,0.36,3,51,0.0,10000,5991,1.669170422300117,1.0,0.5199,0.4486,0.6409999999999999,0.3556,0.0136
tel,mlt,0.08,40,14,0.0,1390,5991,0.23201468869971625,1.0,0.9362,0.6585,0.6409999999999999,0.5629,0.332
tel,mya,0.01,52,2,0.0,3282,5991,0.5478217325988983,1.0,0.6331,0.5106,0.4259,0.4426,0.0839
tel,nld,0.11,35,19,0.0,10000,5991,1.669170422300117,1.0,0.6679,0.5914,0.6409999999999999,0.518,0.3729
tel,nya,0.03,49,5,0.0,237,5991,0.039559339008512766,1.0,0.9176,0.9617,0.6409999999999999,0.5608,0.3058
tel,pan,0.44,2,52,0.0,7902,5991,1.3189784677015524,1.0,0.5997,0.4417,0.6409999999999999,0.2687,0.077
tel,pol,0.13,29,25,0.0,10000,5991,1.669170422300117,1.0,0.6392,0.5603,0.2163,0.5379,0.3266
tel,por,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.7684,0.6102,0.6409999999999999,0.4797,0.4104
tel,ron,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.7183,0.5759,0.3217,0.5114,0.2994
tel,rus,0.04,48,6,0.0,10000,5991,1.669170422300117,1.0,0.6918,0.6122,0.2163,0.5801,0.2099
tel,sna,0.15,21,33,0.0,592,5991,0.09881488900016693,1.0,0.8648,0.6436,0.6409999999999999,0.5311,0.3267
tel,som,0.06,45,9,0.0,1246,5991,0.20797863461859456,1.0,0.6854,0.5291,0.3498,0.4681,0.1939
tel,spa,0.18,9,45,0.0,10000,5991,1.669170422300117,1.0,0.7938,0.654,0.4278,0.5702,0.3988
tel,swa,0.12,32,22,0.00016691704223001166,10000,5991,1.669170422300117,1.0,0.7016,0.6145,0.6409999999999999,0.5608,1.0
tel,swe,0.08,40,14,0.0,10000,5991,1.669170422300117,1.0,0.7223,0.5917,0.6409999999999999,0.4904,0.342
tel,tam,0.33,4,50,0.00016691704223001166,10000,5991,1.669170422300117,0.9091,0.319,0.4451,0.6409999999999999,0.4327,0.033
tel,tgk,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.6945,0.8619,0.6409999999999999,0.5608,0.1337
tel,tgl,0.16,15,39,0.0,10000,5991,1.669170422300117,1.0,0.8544,0.6051,0.2952,0.4763,0.2307
tel,tha,0.07,44,10,0.0,10000,5991,1.669170422300117,1.0,0.9218,0.5964,0.3498,0.4364,0.1183
tel,tir,0.02,51,3,0.0,81,5991,0.013520280420630946,1.0,0.6667,0.6244,0.6409999999999999,0.5796,0.2123
tel,tuk,0.16,15,39,0.00016691704223001166,1152,5991,0.19228843264897347,1.0,0.5533,0.8132,1.0,0.5608,0.1494
tel,tur,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.5673,0.5465,0.2952,0.5461,0.2557
tel,ukr,0.17,12,42,0.0,10000,5991,1.669170422300117,1.0,0.6622,0.6049,0.6409999999999999,0.5157,0.3014
tel,uig,0.15,21,33,0.0,1167,5991,0.19479218828242365,1.0,0.4297,0.7788,1.0,0.5608,0.1513
tel,uzb,0.14,25,29,0.0,10000,5991,1.669170422300117,1.0,0.7016,0.6145,0.6409999999999999,0.5608,1.0
tel,vie,0.1,37,17,0.0,10000,5991,1.669170422300117,1.0,0.9159999999999999,0.644,0.4934,0.5367,0.149
tel,xho,0.03,49,5,0.0,218,5991,0.03638791520614255,1.0,0.8684,0.6509,0.6409999999999999,0.5319,0.3776
tel,yor,0.11,35,19,0.00016691704223001166,7227,5991,1.2063094641962944,1.0,0.9143,0.6241,0.4278,0.4798,0.4093
tel,zul,0.13,29,25,0.0,462,5991,0.0771156735102654,1.0,0.8320000000000001,0.644,0.5184,0.5309,0.3457
tir,amh,0.63,1,53,0.382716049382716,2028,81,25.037037037037038,0.5,0.5770000000000001,0.5261,0.5687,0.3973,0.0204
tir,ben,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.6983,0.6444,0.6162,0.5877,0.2701
tir,cat,0.23,39,15,0.0,10000,81,123.45679012345678,1.0,0.7671,0.6193,0.6162,0.4901,0.2248
tir,ceb,0.28,29,25,0.012345679012345678,10000,81,123.45679012345678,1.0,0.8174,0.6098,0.0002,0.5195,0.4635
tir,ckb,0.33,14,40,0.0,6279,81,77.51851851851852,1.0,0.762,0.8731,0.0002,0.6284,0.1179
tir,deu,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.6558,0.5949,0.5456,0.4997,0.2208
tir,fra,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.6874,0.604,0.5456,0.5,0.2476
tir,hau,0.29,26,28,0.0,1071,81,13.222222222222221,0.8333,0.727,0.629,0.5456,0.511,0.1645
tir,hin,0.42,3,51,0.0,10000,81,123.45679012345678,1.0,0.7092,0.6125,0.5922,0.5302,0.2049
tir,hun,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.6791,0.5852,0.5922,0.4488,0.1967
tir,ilo,0.31,19,35,0.0,3549,81,43.81481481481482,1.0,0.7952,0.6237,0.0002,0.5396,0.4357
tir,ind,0.36,12,42,0.0,10000,81,123.45679012345678,1.0,0.8451,0.6578,0.5687,0.47,0.4093
tir,ita,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.7183,0.5752,0.0002,0.4608,0.1981
tir,jav,0.28,29,25,0.0,9243,81,114.11111111111113,1.0,0.8718,0.6259,0.7223,0.5235,0.4043
tir,kaz,0.22,40,14,0.0,10000,81,123.45679012345678,1.0,0.7048,0.8608,0.879,0.6284,0.1955
tir,kin,0.29,26,28,0.0,864,81,10.666666666666666,1.0,0.7440000000000001,0.5471,0.0002,0.4531,0.1069
tir,kir,0.31,19,35,0.0,10000,81,123.45679012345678,1.0,0.6754,0.635,0.5456,0.5648,0.2235
tir,kur,0.38,7,47,0.0,4006,81,49.45679012345679,1.0,0.7015,0.8424,0.0002,0.6284,0.1199
tir,lao,0.02,53,1,0.012345679012345678,521,81,6.432098765432099,1.0,0.8195,0.6175,0.0002,0.4997,0.3495
tir,mar,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.762,0.6126,0.0002,0.5354,0.2011
tir,mlt,0.16,45,9,0.0,1390,81,17.160493827160494,0.625,0.9362,0.5479,0.0002,0.4042,0.1666
tir,mya,0.07,52,2,0.012345679012345678,3282,81,40.518518518518526,1.0,0.7721,0.65,0.5228,0.5236,0.29100000000000004
tir,nld,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.637,0.5329,0.0002,0.4757,0.2527
tir,nya,0.1,49,5,0.0,237,81,2.9259259259259265,1.0,0.8619,0.9255,0.0002,0.6284,0.1708
tir,pan,0.37,10,44,0.0,7902,81,97.55555555555556,1.0,0.7092,0.6283,0.0002,0.5825,0.2041
tir,pol,0.27,32,22,0.0,10000,81,123.45679012345678,1.0,0.7494,0.635,0.6162,0.5074,0.2219
tir,por,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.7413,0.5791,0.0002,0.4726,0.2532
tir,ron,0.39,4,50,0.0,10000,81,123.45679012345678,1.0,0.7455,0.5697,0.6409999999999999,0.3834,0.1855
tir,rus,0.21,41,13,0.0,10000,81,123.45679012345678,1.0,0.7423,0.6624,0.6162,0.5422,0.2587
tir,sna,0.33,14,40,0.012345679012345678,592,81,7.308641975308642,1.0,0.8302,0.6225,0.0002,0.5295,0.1877
tir,som,0.16,45,9,0.0,1246,81,15.382716049382715,0.8889,0.6854,0.5998,0.5687,0.5058,0.0678
tir,spa,0.28,29,25,0.0,10000,81,123.45679012345678,1.0,0.7457,0.6689,0.5922,0.5499,0.2379
tir,swa,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.7016,0.6745,0.0002,0.6284,1.0
tir,swe,0.13,47,7,0.0,10000,81,123.45679012345678,1.0,0.7223,0.653,0.0002,0.617,0.2621
tir,tam,0.3,22,32,0.0,10000,81,123.45679012345678,1.0,0.6138,0.5694,0.0002,0.5469,0.2174
tir,tel,0.31,19,35,0.0,5991,81,73.96296296296295,1.0,0.6667,0.6244,0.6409999999999999,0.5796,0.2123
tir,tgk,0.26,33,21,0.0,10000,81,123.45679012345678,1.0,0.6571,0.8205,0.0002,0.6284,0.1946
tir,tgl,0.38,7,47,0.012345679012345678,10000,81,123.45679012345678,1.0,0.8295,0.6709999999999999,0.5922,0.5148,0.442
tir,tha,0.1,49,5,0.0,10000,81,123.45679012345678,1.0,0.8425,0.6615,0.5687,0.5043,0.3306
tir,tuk,0.34,13,41,0.0,1152,81,14.222222222222221,1.0,0.6545,0.8266,0.879,0.6284,0.1567
tir,tur,0.38,7,47,0.0,10000,81,123.45679012345678,1.0,0.649,0.6067,0.5922,0.5295,0.1394
tir,ukr,0.19,43,11,0.0,10000,81,123.45679012345678,1.0,0.7183,0.5868,0.0002,0.4829,0.1942
tir,uig,0.3,22,32,0.0,1167,81,14.407407407407408,1.0,0.6018,0.8079999999999999,0.7877,0.6284,0.2485
tir,uzb,0.33,14,40,0.0,10000,81,123.45679012345678,1.0,0.7016,0.6745,0.0002,0.6284,1.0
tir,vie,0.11,48,6,0.0,10000,81,123.45679012345678,1.0,0.8305,0.6466,0.5456,0.4997,0.3589
tir,xho,0.09,51,3,0.0,218,81,2.691358024691357,1.0,0.7308,0.5479999999999999,0.0002,0.4571,0.2641
tir,yor,0.29,26,28,0.0,7227,81,89.22222222222223,1.0,0.8564,0.6639,0.5922,0.4867,0.1971
tir,zul,0.3,22,32,0.0,462,81,5.703703703703702,1.0,0.7311,0.6466,0.5228,0.5199,0.2296
ukr,amh,0.18,28,26,0.0,2028,10000,0.2028,1.0,0.5959,0.5491,0.5687,0.4249,0.2145
ukr,ben,0.26,17,37,0.0,10000,10000,1.0,0.875,0.6421,0.6046,0.6162,0.5256,0.3128
ukr,cat,0.24,22,32,0.0005,10000,10000,1.0,0.9091,0.5398,0.5075,0.6162,0.4021,0.0892
ukr,ceb,0.1,43,11,0.0,10000,10000,1.0,1.0,0.7857,0.6048,0.0002,0.4692,0.5018
ukr,ckb,0.25,19,35,0.0,6279,10000,0.6279,0.875,0.8632,0.9071,0.0002,0.6737,0.1119
ukr,deu,0.25,19,35,0.0002,10000,10000,1.0,0.8571,0.4658,0.5062,0.5456,0.4605,0.044000000000000004
ukr,fra,0.24,22,32,0.0003,10000,10000,1.0,0.9375,0.501,0.5182,0.5456,0.4596,0.0828
ukr,hau,0.17,32,22,0.0,1071,10000,0.1071,1.0,0.5994,0.5807,0.5456,0.4975,0.2181
ukr,hin,0.29,7,47,0.0,10000,10000,1.0,0.875,0.518,0.5518,0.5922,0.5252,0.2611
ukr,hun,0.24,22,32,0.0007,10000,10000,1.0,1.0,0.5313,0.5041,0.5922,0.4021,0.0191
ukr,ilo,0.12,38,16,0.0,3549,10000,0.3549,1.0,0.7019,0.5458,0.0002,0.4148,0.4582
ukr,ind,0.28,10,44,0.0008,10000,10000,1.0,1.0,0.544,0.519,0.5687,0.40399999999999997,0.5131
ukr,ita,0.24,22,32,0.0003,10000,10000,1.0,0.9,0.4528,0.4215,0.0002,0.3926,0.0537
ukr,jav,0.16,35,19,0.0013,9243,10000,0.9243,1.0,0.7984,0.6118,0.7223,0.4456,0.4894
ukr,kaz,0.34,3,51,0.0143,10000,10000,1.0,1.0,0.8318,0.8982,0.879,0.6737,0.1641
ukr,kin,0.05,49,5,0.0,864,10000,0.0864,1.0,0.7736,0.5965,0.0002,0.4592,0.2775
ukr,kir,0.32,5,49,0.0063,10000,10000,1.0,1.0,0.6925,0.6437,0.5456,0.539,0.1941
ukr,kur,0.18,28,26,0.0004,4006,10000,0.4006,1.0,0.6648,0.7774,0.0002,0.6737,0.1109
ukr,lao,0.03,53,1,0.0,521,10000,0.0521,1.0,0.5766,0.5172,0.0002,0.466,0.3978
ukr,mar,0.29,7,47,0.0,10000,10000,1.0,0.8571,0.615,0.5666,0.0002,0.5248,0.2881
ukr,mlt,0.1,43,11,0.0001,1390,10000,0.139,1.0,0.9005,0.6048,0.0002,0.4147,0.0795
ukr,mya,0.04,51,3,0.0001,3282,10000,0.3282,1.0,0.7422,0.6308,0.5228,0.4682,0.3399
ukr,nld,0.28,10,44,0.0003,10000,10000,1.0,0.9,0.4663,0.46299999999999997,0.0002,0.4527,0.0721
ukr,nya,0.06,48,6,0.0,237,10000,0.0237,1.0,0.6399,0.7618,0.0002,0.6737,0.3524
ukr,pan,0.27,15,39,0.0,7902,10000,0.7902,0.8571,0.518,0.5105,0.0002,0.5008,0.2376
ukr,pol,0.33,4,50,0.0003,10000,10000,1.0,0.5,0.3699,0.4591,0.6162,0.4504,0.028999999999999998
ukr,por,0.17,32,22,0.0005,10000,10000,1.0,0.9333,0.4412,0.4225,0.0002,0.4048,0.1164
ukr,ron,0.28,10,44,0.0005,10000,10000,1.0,0.8889,0.4528,0.4419,0.6409999999999999,0.3519,0.0099
ukr,rus,0.42,1,53,0.0047,10000,10000,1.0,0.2,0.3695,0.4288,0.6162,0.385,0.1673
ukr,sna,0.12,38,16,0.0,592,10000,0.0592,1.0,0.7308,0.5868,0.0002,0.4752,0.3642
ukr,som,0.09,46,8,0.0003,1246,10000,0.1246,1.0,0.6024,0.5908,0.5687,0.5256,0.2605
ukr,spa,0.25,19,35,0.0006,10000,10000,1.0,0.9231,0.5169,0.5579999999999999,0.5922,0.5275,0.1095
ukr,swa,0.15,36,18,0.0003,10000,10000,1.0,1.0,0.6059,0.6667,0.0002,0.6737,1.0
ukr,swe,0.28,10,44,0.0006,10000,10000,1.0,0.8571,0.5145,0.5231,0.0002,0.5227,0.0684
ukr,tam,0.17,32,22,0.0,10000,10000,1.0,1.0,0.6577,0.6019,0.0002,0.5559,0.3269
ukr,tel,0.26,17,37,0.0,5991,10000,0.5991,1.0,0.6622,0.6049,0.6409999999999999,0.5157,0.3014
ukr,tgk,0.27,15,39,0.0012,10000,10000,1.0,0.9,0.6525,0.7697,0.0002,0.6737,0.1826
ukr,tgl,0.18,28,26,0.0007,10000,10000,1.0,1.0,0.5994,0.5715,0.5922,0.4828,0.4687
ukr,tha,0.11,42,12,0.0001,10000,10000,1.0,1.0,0.6604,0.5919,0.5687,0.4683,0.3909
ukr,tir,0.04,51,3,0.0,81,10000,0.0081,1.0,0.7183,0.5868,0.0002,0.4829,0.1942
ukr,tuk,0.18,28,26,0.0,1152,10000,0.1152,1.0,0.7712,0.852,0.879,0.6737,0.1533
ukr,tur,0.3,6,48,0.001,10000,10000,1.0,1.0,0.6941,0.6072,0.5922,0.4752,0.0572
ukr,uig,0.12,38,16,0.0,1167,10000,0.1167,1.0,0.6987,0.8122,0.7877,0.6737,0.2107
ukr,uzb,0.29,7,47,0.0,10000,10000,1.0,1.0,0.6059,0.6667,0.0002,0.6737,1.0
ukr,vie,0.19,27,27,0.0005,10000,10000,1.0,1.0,0.6058,0.5973,0.5456,0.5227,0.3966
ukr,xho,0.05,49,5,0.0002,218,10000,0.0218,1.0,0.7105,0.5472,0.0002,0.4118,0.4405
ukr,yor,0.14,37,17,0.0001,7227,10000,0.7227,1.0,0.6502,0.5513,0.5922,0.3673,0.248
ukr,zul,0.12,38,16,0.0001,462,10000,0.0462,1.0,0.6927,0.6071,0.5228,0.441,0.4098
uig,amh,0.21,14,40,0.0,2028,1167,1.737789203084833,1.0,0.5889,0.7319,0.7736,0.6597,0.2615
uig,ben,0.21,14,40,0.0,10000,1167,8.56898029134533,1.0,0.674,0.8461,1.0,0.5983,0.1188
uig,cat,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.86,0.9263,1.0,0.6461,0.2999
uig,ceb,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.9119,0.9589,0.7877,0.713,0.2911
uig,ckb,0.2,18,36,0.002570694087403599,6279,1167,5.380462724935732,1.0,0.768,0.7837,0.7877,0.0,0.1506
uig,deu,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.665,0.8019,0.8934,0.6153,0.2519
uig,fra,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.7454,0.8587,1.0,0.6025,0.2888
uig,hau,0.16,33,21,0.00856898029134533,1071,1167,0.9177377892030848,1.0,0.8337,0.9058,1.0,0.6328,0.3811
uig,hin,0.24,4,50,0.0,10000,1167,8.56898029134533,1.0,0.6108,0.8047,1.0,0.5363,0.1045
uig,hun,0.19,22,32,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.612,0.7695,1.0,0.6461,0.2298
uig,ilo,0.18,28,26,0.00856898029134533,3549,1167,3.041131105398457,1.0,0.8681,0.9316,0.7877,0.6643,0.2475
uig,ind,0.22,8,46,0.004284490145672665,10000,1167,8.56898029134533,1.0,0.8231,0.8838,0.8886,0.669,0.3209
uig,ita,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.7779,0.8601,0.7877,0.6737,0.2633
uig,jav,0.19,22,32,0.011996572407883462,9243,1167,7.920308483290489,1.0,0.8749,0.9670000000000001,1.0,0.611,0.2903
uig,kaz,0.18,28,26,0.0,10000,1167,8.56898029134533,0.5714,0.7125,0.6983,0.6082,0.0,0.0578
uig,kin,0.12,40,14,0.005141388174807198,864,1167,0.7403598971722365,1.0,0.86,0.9316,0.7877,0.6552,0.3533
uig,kir,0.22,8,46,0.000856898029134533,10000,1167,8.56898029134533,0.5714,0.5169,0.7874,0.8934,0.6328,0.0252
uig,kur,0.22,8,46,0.011139674378748929,4006,1167,3.43273350471294,1.0,0.8378,0.8485,0.7877,0.0,0.1494
uig,lao,0.04,52,2,0.0,521,1167,0.4464438731790917,1.0,0.8539,0.9179,0.7877,0.6643,0.1928
uig,mar,0.23,5,49,0.0,10000,1167,8.56898029134533,1.0,0.6068,0.7975,0.7877,0.6284,0.1437
uig,mlt,0.09,48,6,0.003427592116538132,1390,1167,1.1910882604970008,1.0,0.8749,0.9589,0.7877,0.688,0.2749
uig,mya,0.04,52,2,0.0,3282,1167,2.8123393316195373,1.0,0.6712,0.8106,0.8976,0.624,0.1431
uig,nld,0.12,40,14,0.000856898029134533,10000,1167,8.56898029134533,1.0,0.7059,0.8405,0.7877,0.6068,0.27
uig,nya,0.08,49,5,0.003427592116538132,237,1167,0.20308483290488435,1.0,0.9196,0.9248,0.7877,0.0,0.4027
uig,pan,0.22,8,46,0.0,7902,1167,6.77120822622108,1.0,0.5824,0.772,0.7877,0.5732,0.0779
uig,pol,0.19,22,32,0.0,10000,1167,8.56898029134533,1.0,0.7299,0.8424,1.0,0.6597,0.2258
uig,por,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.7743,0.8675,0.7877,0.6328,0.3263
uig,ron,0.23,5,49,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.7256,0.8415,1.0,0.6552,0.214
uig,rus,0.17,30,24,0.0,10000,1167,8.56898029134533,1.0,0.6998,0.8118,1.0,0.688,0.0629
uig,sna,0.15,37,17,0.005141388174807198,592,1167,0.5072836332476436,1.0,0.9014,0.9527,0.7877,0.6196,0.4229
uig,som,0.13,39,15,0.007712082262210797,1246,1167,1.067694944301628,1.0,0.6368,0.8136,1.0,0.5983,0.2744
uig,spa,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.799,0.8587,0.8831,0.6832,0.3202
uig,swa,0.19,22,32,0.011996572407883462,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
uig,swe,0.12,40,14,0.0,10000,1167,8.56898029134533,1.0,0.7294,0.8525,0.7877,0.6153,0.2225
uig,tam,0.16,33,21,0.0,10000,1167,8.56898029134533,1.0,0.4402,0.723,0.7877,0.6196,0.1842
uig,tel,0.21,14,40,0.0,5991,1167,5.133676092544987,1.0,0.4297,0.7788,1.0,0.5608,0.1513
uig,tgk,0.22,8,46,0.0,10000,1167,8.56898029134533,1.0,0.7377,0.7555,0.7877,0.0,0.0539
uig,tgl,0.21,14,40,0.002570694087403599,10000,1167,8.56898029134533,1.0,0.8819,0.9162,0.8831,0.6552,0.258
uig,tha,0.1,47,7,0.0,10000,1167,8.56898029134533,1.0,0.8981,0.9302,0.8886,0.6372,0.1916
uig,tir,0.05,50,4,0.0,81,1167,0.06940874035989718,1.0,0.6018,0.8079999999999999,0.7877,0.6284,0.2485
uig,tuk,0.22,8,46,0.007712082262210797,1152,1167,0.987146529562982,0.5,0.5662,0.5720000000000001,0.6082,0.0,0.0941
uig,tur,0.32,1,53,0.002570694087403599,10000,1167,8.56898029134533,0.5714,0.5226,0.7337,1.0,0.6196,0.1928
uig,ukr,0.2,18,36,0.0,10000,1167,8.56898029134533,1.0,0.6987,0.8122,0.7877,0.6737,0.2107
uig,uzb,0.29,2,52,0.001713796058269066,10000,1167,8.56898029134533,1.0,0.6936,0.8122,0.7877,0.0,1.0
uig,vie,0.12,40,14,0.003427592116538132,10000,1167,8.56898029134533,1.0,0.8627,0.9171,0.8934,0.6153,0.1887
uig,xho,0.05,50,4,0.001713796058269066,218,1167,0.1868037703513282,1.0,0.8058,0.9022,0.7877,0.6416,0.491
uig,yor,0.17,30,24,0.01456726649528706,7227,1167,6.19280205655527,1.0,0.8883,0.9382,1.0,0.6832,0.4167
uig,zul,0.11,45,9,0.000856898029134533,462,1167,0.3958868894601543,1.0,0.7877,0.8752,1.0,0.6643,0.4557
